#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
61420,43648700,BDV27DRAFT_10002,BDV27DRAFT_10002,-,-,Unknown,-,methyltransferase-domain-containing protein,protein-coding,-,-,-,methyltransferase-domain-containing protein,20210306,-
61420,43657344,BDV27DRAFT_159614,BDV27DRAFT_159614,-,-,Unknown,-,Alpha/Beta hydrolase protein,protein-coding,-,-,-,Alpha/Beta hydrolase protein,20210306,-
61420,43657345,BDV27DRAFT_159625,BDV27DRAFT_159625,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43657346,BDV27DRAFT_159628,BDV27DRAFT_159628,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657347,BDV27DRAFT_159633,BDV27DRAFT_159633,-,-,Unknown,-,fungal-specific transcription factor domain-containing protein,protein-coding,-,-,-,fungal-specific transcription factor domain-containing protein,20201217,-
61420,43657348,BDV27DRAFT_159647,BDV27DRAFT_159647,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43657349,BDV27DRAFT_159653,BDV27DRAFT_159653,-,-,Unknown,-,HAD-like domain-containing protein,protein-coding,-,-,-,HAD-like domain-containing protein,20201217,-
61420,43657350,BDV27DRAFT_159671,BDV27DRAFT_159671,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43657351,BDV27DRAFT_159677,BDV27DRAFT_159677,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657352,BDV27DRAFT_159678,BDV27DRAFT_159678,-,-,Unknown,-,beta-lactamase-like protein,protein-coding,-,-,-,beta-lactamase-like protein,20201217,-
61420,43657353,BDV27DRAFT_159687,BDV27DRAFT_159687,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657354,BDV27DRAFT_159694,BDV27DRAFT_159694,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43657355,BDV27DRAFT_159698,BDV27DRAFT_159698,-,-,Unknown,-,thiamine diphosphate-binding protein,protein-coding,-,-,-,thiamine diphosphate-binding protein,20201217,-
61420,43657356,BDV27DRAFT_159700,BDV27DRAFT_159700,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43657357,BDV27DRAFT_159716,BDV27DRAFT_159716,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657358,BDV27DRAFT_159717,BDV27DRAFT_159717,-,-,Unknown,-,ABC-2 type transporter-domain-containing protein,protein-coding,-,-,-,ABC-2 type transporter-domain-containing protein,20201217,-
61420,43657359,BDV27DRAFT_159718,BDV27DRAFT_159718,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43657360,BDV27DRAFT_159721,BDV27DRAFT_159721,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657361,BDV27DRAFT_159722,BDV27DRAFT_159722,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657362,BDV27DRAFT_159723,BDV27DRAFT_159723,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657363,BDV27DRAFT_159727,BDV27DRAFT_159727,-,-,Unknown,-,fungal-specific transcription factor domain-containing protein,protein-coding,-,-,-,fungal-specific transcription factor domain-containing protein,20201217,-
61420,43657364,BDV27DRAFT_159729,BDV27DRAFT_159729,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657365,BDV27DRAFT_159732,BDV27DRAFT_159732,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43657366,BDV27DRAFT_159734,BDV27DRAFT_159734,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43657367,BDV27DRAFT_159736,BDV27DRAFT_159736,-,-,Unknown,-,putative beta-glucosidase D,protein-coding,-,-,-,putative beta-glucosidase D,20201217,-
61420,43657368,BDV27DRAFT_159741,BDV27DRAFT_159741,-,-,Unknown,-,enolase C-terminal domain-like protein,protein-coding,-,-,-,enolase C-terminal domain-like protein,20201217,-
61420,43657369,BDV27DRAFT_159763,BDV27DRAFT_159763,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43657370,BDV27DRAFT_159767,BDV27DRAFT_159767,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657371,BDV27DRAFT_159777,BDV27DRAFT_159777,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43657372,BDV27DRAFT_159778,BDV27DRAFT_159778,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657373,BDV27DRAFT_159782,BDV27DRAFT_159782,-,-,Unknown,-,glycoside hydrolase superfamily,protein-coding,-,-,-,glycoside hydrolase superfamily,20201217,-
61420,43657374,BDV27DRAFT_159785,BDV27DRAFT_159785,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43657375,BDV27DRAFT_159798,BDV27DRAFT_159798,-,-,Unknown,-,heterokaryon incompatibility protein-domain-containing protein,protein-coding,-,-,-,heterokaryon incompatibility protein-domain-containing protein,20201217,-
61420,43657376,BDV27DRAFT_159805,BDV27DRAFT_159805,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657377,BDV27DRAFT_159806,BDV27DRAFT_159806,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657378,BDV27DRAFT_159808,BDV27DRAFT_159808,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43657379,BDV27DRAFT_159811,BDV27DRAFT_159811,-,-,Unknown,-,cytidine deaminase-like protein,protein-coding,-,-,-,cytidine deaminase-like protein,20201217,-
61420,43657380,BDV27DRAFT_159822,BDV27DRAFT_159822,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
61420,43657381,BDV27DRAFT_159829,BDV27DRAFT_159829,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
61420,43657382,BDV27DRAFT_159830,BDV27DRAFT_159830,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
61420,43657383,BDV27DRAFT_159832,BDV27DRAFT_159832,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201217,-
61420,43657384,BDV27DRAFT_159833,BDV27DRAFT_159833,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
61420,43657385,BDV27DRAFT_159839,BDV27DRAFT_159839,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201217,-
61420,43657386,BDV27DRAFT_159840,BDV27DRAFT_159840,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
61420,43657387,BDV27DRAFT_159846,BDV27DRAFT_159846,-,-,Unknown,-,concanavalin A-like lectin/glucanase domain-containing protein,protein-coding,-,-,-,concanavalin A-like lectin/glucanase domain-containing protein,20201217,-
61420,43657388,BDV27DRAFT_15985,BDV27DRAFT_15985,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43657389,BDV27DRAFT_159852,BDV27DRAFT_159852,-,-,Unknown,-,S-adenosyl-L-methionine-dependent methyltransferase,protein-coding,-,-,-,S-adenosyl-L-methionine-dependent methyltransferase,20210306,-
61420,43657390,BDV27DRAFT_159866,BDV27DRAFT_159866,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43657391,BDV27DRAFT_159867,BDV27DRAFT_159867,-,-,Unknown,-,inositol-pentakisphosphate 2-kinase,protein-coding,-,-,-,inositol-pentakisphosphate 2-kinase,20210306,-
61420,43657392,BDV27DRAFT_159887,BDV27DRAFT_159887,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657393,BDV27DRAFT_159889,BDV27DRAFT_159889,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20201217,-
61420,43657394,BDV27DRAFT_159893,BDV27DRAFT_159893,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43657395,BDV27DRAFT_159911,BDV27DRAFT_159911,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657396,BDV27DRAFT_159919,BDV27DRAFT_159919,-,-,Unknown,-,major facilitator superfamily domain-containing protein,protein-coding,-,-,-,major facilitator superfamily domain-containing protein,20210306,-
61420,43657397,BDV27DRAFT_159920,BDV27DRAFT_159920,-,-,Unknown,-,glycoside hydrolase superfamily,protein-coding,-,-,-,glycoside hydrolase superfamily,20201217,-
61420,43657398,BDV27DRAFT_159929,BDV27DRAFT_159929,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201217,-
61420,43657399,BDV27DRAFT_159930,BDV27DRAFT_159930,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201217,-
61420,43657400,BDV27DRAFT_159936,BDV27DRAFT_159936,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
61420,43657401,BDV27DRAFT_159938,BDV27DRAFT_159938,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
61420,43657402,BDV27DRAFT_159959,BDV27DRAFT_159959,-,-,Unknown,-,Isochorismatase-like protein,protein-coding,-,-,-,Isochorismatase-like protein,20201217,-
61420,43657403,BDV27DRAFT_159974,BDV27DRAFT_159974,-,-,Unknown,-,FAD dependent oxidoreductase,protein-coding,-,-,-,FAD dependent oxidoreductase,20210306,-
61420,43657404,BDV27DRAFT_159978,BDV27DRAFT_159978,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657405,BDV27DRAFT_159980,BDV27DRAFT_159980,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657406,BDV27DRAFT_159990,BDV27DRAFT_159990,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43657407,BDV27DRAFT_160019,BDV27DRAFT_160019,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657408,BDV27DRAFT_160020,BDV27DRAFT_160020,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43657409,BDV27DRAFT_160024,BDV27DRAFT_160024,-,-,Unknown,-,acyltransferase-domain-containing protein,protein-coding,-,-,-,acyltransferase-domain-containing protein,20201217,-
61420,43657410,BDV27DRAFT_160052,BDV27DRAFT_160052,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657411,BDV27DRAFT_160053,BDV27DRAFT_160053,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43657412,BDV27DRAFT_160056,BDV27DRAFT_160056,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657413,BDV27DRAFT_160064,BDV27DRAFT_160064,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657414,BDV27DRAFT_160067,BDV27DRAFT_160067,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43657415,BDV27DRAFT_160068,BDV27DRAFT_160068,-,-,Unknown,-,beta-ketoacyl synthase,protein-coding,-,-,-,beta-ketoacyl synthase,20210306,-
61420,43657416,BDV27DRAFT_160069,BDV27DRAFT_160069,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43657417,BDV27DRAFT_160071,BDV27DRAFT_160071,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43657418,BDV27DRAFT_160074,BDV27DRAFT_160074,-,-,Unknown,-,nmrA-like family protein,protein-coding,-,-,-,nmrA-like family protein,20210306,-
61420,43657419,BDV27DRAFT_160076,BDV27DRAFT_160076,-,-,Unknown,-,S-adenosyl-L-methionine-dependent methyltransferase,protein-coding,-,-,-,S-adenosyl-L-methionine-dependent methyltransferase,20210306,-
61420,43657420,BDV27DRAFT_160080,BDV27DRAFT_160080,-,-,Unknown,-,membrane bound O-acyl transferase family-domain-containing protein,protein-coding,-,-,-,membrane bound O-acyl transferase family-domain-containing protein,20201217,-
61420,43657421,BDV27DRAFT_160085,BDV27DRAFT_160085,-,-,Unknown,-,NADP-dependent oxidoreductase domain-containing protein,protein-coding,-,-,-,NADP-dependent oxidoreductase domain-containing protein,20201217,-
61420,43657422,BDV27DRAFT_160086,BDV27DRAFT_160086,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43657423,BDV27DRAFT_160102,BDV27DRAFT_160102,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657424,BDV27DRAFT_160118,BDV27DRAFT_160118,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43657425,BDV27DRAFT_160126,BDV27DRAFT_160126,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43657426,BDV27DRAFT_160128,BDV27DRAFT_160128,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657427,BDV27DRAFT_160158,BDV27DRAFT_160158,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43657428,BDV27DRAFT_160159,BDV27DRAFT_160159,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657429,BDV27DRAFT_160162,BDV27DRAFT_160162,-,-,Unknown,-,G protein-coupled glucose receptor regulating Gpa2-domain-containing protein,protein-coding,-,-,-,G protein-coupled glucose receptor regulating Gpa2-domain-containing protein,20210306,-
61420,43657430,BDV27DRAFT_160167,BDV27DRAFT_160167,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657431,BDV27DRAFT_160168,BDV27DRAFT_160168,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657432,BDV27DRAFT_160178,BDV27DRAFT_160178,-,-,Unknown,-,Mus7/MMS22 family-domain-containing protein,protein-coding,-,-,-,Mus7/MMS22 family-domain-containing protein,20201217,-
61420,43657433,BDV27DRAFT_160179,BDV27DRAFT_160179,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657434,BDV27DRAFT_160184,BDV27DRAFT_160184,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210327,-
61420,43657435,BDV27DRAFT_160186,BDV27DRAFT_160186,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43657436,BDV27DRAFT_160194,BDV27DRAFT_160194,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43657437,BDV27DRAFT_160197,BDV27DRAFT_160197,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43657438,BDV27DRAFT_160198,BDV27DRAFT_160198,-,-,Unknown,-,fungal-specific transcription factor domain-containing protein,protein-coding,-,-,-,fungal-specific transcription factor domain-containing protein,20201217,-
61420,43657439,BDV27DRAFT_160205,BDV27DRAFT_160205,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657440,BDV27DRAFT_160206,BDV27DRAFT_160206,-,-,Unknown,-,putative beta-glucosidase M,protein-coding,-,-,-,putative beta-glucosidase M,20210306,-
61420,43657441,BDV27DRAFT_160209,BDV27DRAFT_160209,-,-,Unknown,-,nucleoside phosphorylase domain-containing protein,protein-coding,-,-,-,nucleoside phosphorylase domain-containing protein,20210306,-
61420,43657442,BDV27DRAFT_160211,BDV27DRAFT_160211,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43657443,BDV27DRAFT_160218,BDV27DRAFT_160218,-,-,Unknown,-,putative sodium bile acid cotransporter,protein-coding,-,-,-,putative sodium bile acid cotransporter,20210306,-
61420,43657444,BDV27DRAFT_160227,BDV27DRAFT_160227,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657445,BDV27DRAFT_160235,BDV27DRAFT_160235,-,-,Unknown,-,MRC1-like domain-containing protein,protein-coding,-,-,-,MRC1-like domain-containing protein,20210306,-
61420,43657446,BDV27DRAFT_160241,BDV27DRAFT_160241,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657447,BDV27DRAFT_160248,BDV27DRAFT_160248,-,-,Unknown,-,Acetamidase/Formamidase,protein-coding,-,-,-,Acetamidase/Formamidase,20210306,-
61420,43657448,BDV27DRAFT_160256,BDV27DRAFT_160256,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43657449,BDV27DRAFT_160277,BDV27DRAFT_160277,-,-,Unknown,-,CSL family zinc fnger-containing protein,protein-coding,-,-,-,CSL family zinc fnger-containing protein,20210306,-
61420,43657450,BDV27DRAFT_160278,BDV27DRAFT_160278,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43657451,BDV27DRAFT_160294,BDV27DRAFT_160294,-,-,Unknown,-,Glyoxalase/Bleomycin resistance protein/Dihydroxybiphenyl dioxygenase,protein-coding,-,-,-,Glyoxalase/Bleomycin resistance protein/Dihydroxybiphenyl dioxygenase,20210306,-
61420,43657452,BDV27DRAFT_160295,BDV27DRAFT_160295,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43657453,BDV27DRAFT_160313,BDV27DRAFT_160313,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43657454,BDV27DRAFT_160330,BDV27DRAFT_160330,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657455,BDV27DRAFT_160339,BDV27DRAFT_160339,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43657456,BDV27DRAFT_160340,BDV27DRAFT_160340,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43657457,BDV27DRAFT_160341,BDV27DRAFT_160341,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43657458,BDV27DRAFT_160344,BDV27DRAFT_160344,-,-,Unknown,-,general substrate transporter,protein-coding,-,-,-,general substrate transporter,20210306,-
61420,43657459,BDV27DRAFT_160350,BDV27DRAFT_160350,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20210306,-
61420,43657460,BDV27DRAFT_160361,BDV27DRAFT_160361,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43657461,BDV27DRAFT_160362,BDV27DRAFT_160362,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43657462,BDV27DRAFT_160364,BDV27DRAFT_160364,-,-,Unknown,-,kinase-like domain-containing protein,protein-coding,-,-,-,kinase-like domain-containing protein,20210306,-
61420,43657463,BDV27DRAFT_160368,BDV27DRAFT_160368,-,-,Unknown,-,ferric reductase like transmembrane component-domain-containing protein,protein-coding,-,-,-,ferric reductase like transmembrane component-domain-containing protein,20210306,-
61420,43657464,BDV27DRAFT_160369,BDV27DRAFT_160369,-,-,Unknown,-,Cupredoxin,protein-coding,-,-,-,Cupredoxin,20210306,-
61420,43657465,BDV27DRAFT_160373,BDV27DRAFT_160373,-,-,Unknown,-,thiolase-like protein,protein-coding,-,-,-,thiolase-like protein,20210306,-
61420,43657466,BDV27DRAFT_160374,BDV27DRAFT_160374,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657467,BDV27DRAFT_160376,BDV27DRAFT_160376,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657468,BDV27DRAFT_160381,BDV27DRAFT_160381,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43657469,BDV27DRAFT_160382,BDV27DRAFT_160382,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43657470,BDV27DRAFT_160417,BDV27DRAFT_160417,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43657471,BDV27DRAFT_160425,BDV27DRAFT_160425,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657472,BDV27DRAFT_160427,BDV27DRAFT_160427,-,-,Unknown,-,peptidase S8/S53 domain-containing protein,protein-coding,-,-,-,peptidase S8/S53 domain-containing protein,20210306,-
61420,43657473,BDV27DRAFT_160428,BDV27DRAFT_160428,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657474,BDV27DRAFT_160429,BDV27DRAFT_160429,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20210306,-
61420,43657475,BDV27DRAFT_160439,BDV27DRAFT_160439,-,-,Unknown,-,major facilitator superfamily domain-containing protein,protein-coding,-,-,-,major facilitator superfamily domain-containing protein,20201217,-
61420,43657476,BDV27DRAFT_160447,BDV27DRAFT_160447,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43657477,BDV27DRAFT_160449,BDV27DRAFT_160449,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657478,BDV27DRAFT_160450,BDV27DRAFT_160450,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657479,BDV27DRAFT_160455,BDV27DRAFT_160455,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657480,BDV27DRAFT_160456,BDV27DRAFT_160456,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657481,BDV27DRAFT_160457,BDV27DRAFT_160457,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657482,BDV27DRAFT_160462,BDV27DRAFT_160462,-,-,Unknown,-,putative sodium bile acid cotransporter,protein-coding,-,-,-,putative sodium bile acid cotransporter,20210306,-
61420,43657483,BDV27DRAFT_160465,BDV27DRAFT_160465,-,-,Unknown,-,pyridoxal phosphate-dependent transferase,protein-coding,-,-,-,pyridoxal phosphate-dependent transferase,20210306,-
61420,43657484,BDV27DRAFT_160466,BDV27DRAFT_160466,-,-,Unknown,-,pyrroline-5-carboxylate reductase dimerization-domain-containing protein,protein-coding,-,-,-,pyrroline-5-carboxylate reductase dimerization-domain-containing protein,20201217,-
61420,43657485,BDV27DRAFT_160467,BDV27DRAFT_160467,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657486,BDV27DRAFT_160471,BDV27DRAFT_160471,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43657487,BDV27DRAFT_160475,BDV27DRAFT_160475,-,-,Unknown,-,Alpha/Beta hydrolase protein,protein-coding,-,-,-,Alpha/Beta hydrolase protein,20201217,-
61420,43657488,BDV27DRAFT_160477,BDV27DRAFT_160477,-,-,Unknown,-,lipase/esteras-like protein,protein-coding,-,-,-,lipase/esteras-like protein,20210306,-
61420,43657489,BDV27DRAFT_160478,BDV27DRAFT_160478,-,-,Unknown,-,beta-lactamase-like protein,protein-coding,-,-,-,beta-lactamase-like protein,20201217,-
61420,43657490,BDV27DRAFT_160481,BDV27DRAFT_160481,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43657491,BDV27DRAFT_160482,BDV27DRAFT_160482,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43657492,BDV27DRAFT_160490,BDV27DRAFT_160490,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43657493,BDV27DRAFT_160493,BDV27DRAFT_160493,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43657494,BDV27DRAFT_160494,BDV27DRAFT_160494,-,-,Unknown,-,chitin synthase-domain-containing protein,protein-coding,-,-,-,chitin synthase-domain-containing protein,20201217,-
61420,43657495,BDV27DRAFT_160504,BDV27DRAFT_160504,-,-,Unknown,-,ribosomal protein S5 domain 2-type protein,protein-coding,-,-,-,ribosomal protein S5 domain 2-type protein,20210306,-
61420,43657496,BDV27DRAFT_160518,BDV27DRAFT_160518,-,-,Unknown,-,ribosome 60S biogenesis N-terminal-domain-containing protein,protein-coding,-,-,-,ribosome 60S biogenesis N-terminal-domain-containing protein,20210306,-
61420,43657497,BDV27DRAFT_160536,BDV27DRAFT_160536,-,-,Unknown,-,putative methyltransferase-domain-containing protein,protein-coding,-,-,-,putative methyltransferase-domain-containing protein,20201217,-
61420,43657498,BDV27DRAFT_160561,BDV27DRAFT_160561,-,-,Unknown,-,GNAT family acetyltransferase Nat4,protein-coding,-,-,-,GNAT family acetyltransferase Nat4,20210306,-
61420,43657499,BDV27DRAFT_160564,BDV27DRAFT_160564,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43657500,BDV27DRAFT_160574,BDV27DRAFT_160574,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43657501,BDV27DRAFT_160590,BDV27DRAFT_160590,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657502,BDV27DRAFT_160603,BDV27DRAFT_160603,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657503,BDV27DRAFT_160604,BDV27DRAFT_160604,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43657504,BDV27DRAFT_160607,BDV27DRAFT_160607,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657505,BDV27DRAFT_160608,BDV27DRAFT_160608,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43657506,BDV27DRAFT_160611,BDV27DRAFT_160611,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
