#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1450535,37107590,BO94DRAFT_100549,BO94DRAFT_100549,-,-,Unknown,-,ARF/SAR superfamily,protein-coding,-,-,-,ARF/SAR superfamily,20180721,-
1450535,37112488,BO94DRAFT_526215,BO94DRAFT_526215,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37112489,BO94DRAFT_526249,BO94DRAFT_526249,-,-,Unknown,-,urease accessory protein UreF,protein-coding,-,-,-,urease accessory protein UreF,20181013,-
1450535,37112490,BO94DRAFT_526300,BO94DRAFT_526300,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37112491,BO94DRAFT_526315,BO94DRAFT_526315,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37112492,BO94DRAFT_526331,BO94DRAFT_526331,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37112493,BO94DRAFT_526423,BO94DRAFT_526423,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37112494,BO94DRAFT_526510,BO94DRAFT_526510,-,-,Unknown,-,monocarboxylate transporter,protein-coding,-,-,-,monocarboxylate transporter,20181013,-
1450535,37112495,BO94DRAFT_526522,BO94DRAFT_526522,-,-,Unknown,-,fungal-specific transcription factor,protein-coding,-,-,-,fungal-specific transcription factor,20181013,-
1450535,37112496,BO94DRAFT_526553,BO94DRAFT_526553,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20181013,-
1450535,37112497,BO94DRAFT_526602,BO94DRAFT_526602,-,-,Unknown,-,tannase and feruloyl esterase,protein-coding,-,-,-,tannase and feruloyl esterase,20181013,-
1450535,37112498,BO94DRAFT_526606,BO94DRAFT_526606,-,-,Unknown,-,glycoside hydrolase,protein-coding,-,-,-,glycoside hydrolase,20181013,-
1450535,37112499,BO94DRAFT_526617,BO94DRAFT_526617,-,-,Unknown,-,amino acid transporter,protein-coding,-,-,-,amino acid transporter,20181013,-
1450535,37112500,BO94DRAFT_526633,BO94DRAFT_526633,-,-,Unknown,-,HET-domain-containing protein,protein-coding,-,-,-,HET-domain-containing protein,20181013,-
1450535,37112501,BO94DRAFT_526653,BO94DRAFT_526653,-,-,Unknown,-,lipa and NB-ARC domain protein,protein-coding,-,-,-,lipa and NB-ARC domain protein,20181013,-
1450535,37112502,BO94DRAFT_526681,BO94DRAFT_526681,-,-,Unknown,-,catalase,protein-coding,-,-,-,catalase,20181013,-
1450535,37112503,BO94DRAFT_526717,BO94DRAFT_526717,-,-,Unknown,-,amine oxidase flavin-containing superfamily,protein-coding,-,-,-,amine oxidase flavin-containing superfamily,20181013,-
1450535,37112504,BO94DRAFT_526729,BO94DRAFT_526729,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37112505,BO94DRAFT_526759,BO94DRAFT_526759,-,-,Unknown,-,CoaE-domain-containing protein,protein-coding,-,-,-,CoaE-domain-containing protein,20181013,-
1450535,37112506,BO94DRAFT_526766,BO94DRAFT_526766,-,-,Unknown,-,Zn(II)2Cys6 transcription factor,protein-coding,-,-,-,Zn(II)2Cys6 transcription factor,20181013,-
1450535,37112507,BO94DRAFT_526791,BO94DRAFT_526791,-,-,Unknown,-,dipeptidylpeptidase dapB,protein-coding,-,-,-,dipeptidylpeptidase dapB,20181013,-
1450535,37112508,BO94DRAFT_526804,BO94DRAFT_526804,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37112509,BO94DRAFT_526840,BO94DRAFT_526840,-,-,Unknown,-,NuA4-domain-containing protein,protein-coding,-,-,-,NuA4-domain-containing protein,20181013,-
1450535,37112510,BO94DRAFT_526855,BO94DRAFT_526855,-,-,Unknown,-,MRS7 family protein,protein-coding,-,-,-,MRS7 family protein,20181013,-
1450535,37112511,BO94DRAFT_526884,BO94DRAFT_526884,-,-,Unknown,-,2-phosphoglycolate phosphatase,protein-coding,-,-,-,2-phosphoglycolate phosphatase,20181013,-
1450535,37112512,BO94DRAFT_526941,BO94DRAFT_526941,-,-,Unknown,-,ChaC-domain-containing protein,protein-coding,-,-,-,ChaC-domain-containing protein,20181013,-
1450535,37112513,BO94DRAFT_52697,BO94DRAFT_52697,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37112514,BO94DRAFT_526974,BO94DRAFT_526974,-,-,Unknown,-,Ran exchange factor Prp20/Pim1,protein-coding,-,-,-,Ran exchange factor Prp20/Pim1,20181013,-
1450535,37112515,BO94DRAFT_526983,BO94DRAFT_526983,-,-,Unknown,-,cytochrome c oxidase assembly protein cox16,protein-coding,-,-,-,cytochrome c oxidase assembly protein cox16,20181013,-
1450535,37112516,BO94DRAFT_527001,BO94DRAFT_527001,-,-,Unknown,-,proteasome regulatory particle subunit Rpt6,protein-coding,-,-,-,proteasome regulatory particle subunit Rpt6,20180721,-
1450535,37112517,BO94DRAFT_527175,BO94DRAFT_527175,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37112518,BO94DRAFT_527179,BO94DRAFT_527179,-,-,Unknown,-,RHS repeat protein,protein-coding,-,-,-,RHS repeat protein,20181013,-
1450535,37112519,BO94DRAFT_527182,BO94DRAFT_527182,-,-,Unknown,-,ankyrin,protein-coding,-,-,-,ankyrin,20181013,-
1450535,37112520,BO94DRAFT_527186,BO94DRAFT_527186,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37112521,BO94DRAFT_527249,BO94DRAFT_527249,-,-,Unknown,-,"endo-beta-1,4-mannanase",protein-coding,-,-,-,"endo-beta-1,4-mannanase",20181013,-
1450535,37112522,BO94DRAFT_527275,BO94DRAFT_527275,-,-,Unknown,-,23S ribosomal RNA methyltransferase,protein-coding,-,-,-,23S ribosomal RNA methyltransferase,20181013,-
1450535,37112523,BO94DRAFT_527309,BO94DRAFT_527309,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37112524,BO94DRAFT_527337,BO94DRAFT_527337,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37112525,BO94DRAFT_527372,BO94DRAFT_527372,-,-,Unknown,-,COG4-domain-containing protein,protein-coding,-,-,-,COG4-domain-containing protein,20181013,-
1450535,37112526,BO94DRAFT_527375,BO94DRAFT_527375,-,-,Unknown,-,SIR2 family histone deacetylase,protein-coding,-,-,-,SIR2 family histone deacetylase,20181013,-
1450535,37112527,BO94DRAFT_527387,BO94DRAFT_527387,-,-,Unknown,-,ribonucleo protein-associated protein,protein-coding,-,-,-,ribonucleo protein-associated protein,20181013,-
1450535,37112528,BO94DRAFT_527430,BO94DRAFT_527430,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37112529,BO94DRAFT_527447,BO94DRAFT_527447,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37112530,BO94DRAFT_527455,BO94DRAFT_527455,-,-,Unknown,-,YjgF-like protein,protein-coding,-,-,-,YjgF-like protein,20181013,-
1450535,37112531,BO94DRAFT_527466,BO94DRAFT_527466,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20181013,-
1450535,37112532,BO94DRAFT_527516,BO94DRAFT_527516,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37112533,BO94DRAFT_527517,BO94DRAFT_527517,-,-,Unknown,-,exoinulinase,protein-coding,-,-,-,exoinulinase,20181013,-
1450535,37112534,BO94DRAFT_527557,BO94DRAFT_527557,-,-,Unknown,-,short chain dehydrogenase,protein-coding,-,-,-,short chain dehydrogenase,20181013,-
1450535,37112535,BO94DRAFT_527598,BO94DRAFT_527598,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37112536,BO94DRAFT_527603,BO94DRAFT_527603,-,-,Unknown,-,acetyl coenzyme a transporter,protein-coding,-,-,-,acetyl coenzyme a transporter,20181013,-
1450535,37112537,BO94DRAFT_527638,BO94DRAFT_527638,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37112538,BO94DRAFT_527660,BO94DRAFT_527660,-,-,Unknown,-,phosphoribosylaminoimidazole-succinocarboxamide synthase,protein-coding,-,-,-,phosphoribosylaminoimidazole-succinocarboxamide synthase,20181013,-
1450535,37112539,BO94DRAFT_527679,BO94DRAFT_527679,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37112540,BO94DRAFT_527696,BO94DRAFT_527696,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37112541,BO94DRAFT_527709,BO94DRAFT_527709,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37112542,BO94DRAFT_527787,BO94DRAFT_527787,-,-,Unknown,-,SH3-domain-containing protein,protein-coding,-,-,-,SH3-domain-containing protein,20181013,-
1450535,37112543,BO94DRAFT_527795,BO94DRAFT_527795,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37112544,BO94DRAFT_527833,BO94DRAFT_527833,-,-,Unknown,-,proline iminopeptidase,protein-coding,-,-,-,proline iminopeptidase,20181013,-
1450535,37112545,BO94DRAFT_527836,BO94DRAFT_527836,-,-,Unknown,-,PLP-dependent transferase,protein-coding,-,-,-,PLP-dependent transferase,20181013,-
1450535,37112546,BO94DRAFT_527861,BO94DRAFT_527861,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37112547,BO94DRAFT_52790,BO94DRAFT_52790,-,-,Unknown,-,kinase-like protein,protein-coding,-,-,-,kinase-like protein,20181013,-
1450535,37112548,BO94DRAFT_527932,BO94DRAFT_527932,-,-,Unknown,-,Rhodanese-like protein,protein-coding,-,-,-,Rhodanese-like protein,20181013,-
1450535,37112549,BO94DRAFT_527934,BO94DRAFT_527934,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37112550,BO94DRAFT_528053,BO94DRAFT_528053,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37112551,BO94DRAFT_528063,BO94DRAFT_528063,-,-,Unknown,-,proline transporter,protein-coding,-,-,-,proline transporter,20181013,-
1450535,37112552,BO94DRAFT_528078,BO94DRAFT_528078,-,-,Unknown,-,phenylalanine ammonia-lyase,protein-coding,-,-,-,phenylalanine ammonia-lyase,20181013,-
1450535,37112553,BO94DRAFT_528086,BO94DRAFT_528086,-,-,Unknown,-,alkaline phosphatase-like protein,protein-coding,-,-,-,alkaline phosphatase-like protein,20181013,-
1450535,37112554,BO94DRAFT_528117,BO94DRAFT_528117,-,-,Unknown,-,thermophilic desulfurizing enzyme family protein,protein-coding,-,-,-,thermophilic desulfurizing enzyme family protein,20181013,-
1450535,37112555,BO94DRAFT_528195,BO94DRAFT_528195,-,-,Unknown,-,HET-domain-containing protein,protein-coding,-,-,-,HET-domain-containing protein,20181013,-
1450535,37112556,BO94DRAFT_528205,BO94DRAFT_528205,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37112557,BO94DRAFT_528209,BO94DRAFT_528209,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37112558,BO94DRAFT_528234,BO94DRAFT_528234,-,-,Unknown,-,fumble-domain-containing protein,protein-coding,-,-,-,fumble-domain-containing protein,20181013,-
1450535,37112559,BO94DRAFT_52827,BO94DRAFT_52827,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37112560,BO94DRAFT_528295,BO94DRAFT_528295,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37112561,BO94DRAFT_528371,BO94DRAFT_528371,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37112562,BO94DRAFT_528386,BO94DRAFT_528386,-,-,Unknown,-,C4-dicarboxylate transporter/malic acid transport protein,protein-coding,-,-,-,C4-dicarboxylate transporter/malic acid transport protein,20181013,-
1450535,37112563,BO94DRAFT_528389,BO94DRAFT_528389,-,-,Unknown,-,CRAL/TRIO domain-containing protein,protein-coding,-,-,-,CRAL/TRIO domain-containing protein,20181013,-
1450535,37112564,BO94DRAFT_528469,BO94DRAFT_528469,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37112565,BO94DRAFT_528471,BO94DRAFT_528471,-,-,Unknown,-,CIA30-domain-containing protein,protein-coding,-,-,-,CIA30-domain-containing protein,20181013,-
1450535,37112566,BO94DRAFT_528486,BO94DRAFT_528486,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37112567,BO94DRAFT_528514,BO94DRAFT_528514,-,-,Unknown,-,glutamine synthetase,protein-coding,-,-,-,glutamine synthetase,20181013,-
1450535,37112568,BO94DRAFT_528515,BO94DRAFT_528515,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37112569,BO94DRAFT_528520,BO94DRAFT_528520,-,-,Unknown,-,dienelactone hydrolase,protein-coding,-,-,-,dienelactone hydrolase,20181013,-
1450535,37112570,BO94DRAFT_528549,BO94DRAFT_528549,-,-,Unknown,-,eukaryotic translation initiation factor 3 subunit EifCc,protein-coding,-,-,-,eukaryotic translation initiation factor 3 subunit EifCc,20181013,-
1450535,37112571,BO94DRAFT_528595,BO94DRAFT_528595,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37112572,BO94DRAFT_528599,BO94DRAFT_528599,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20181013,-
1450535,37112573,BO94DRAFT_528606,BO94DRAFT_528606,-,-,Unknown,-,putative MFS monosaccharide transporter,protein-coding,-,-,-,putative MFS monosaccharide transporter,20181013,-
1450535,37112574,BO94DRAFT_528608,BO94DRAFT_528608,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20181013,-
1450535,37112575,BO94DRAFT_528621,BO94DRAFT_528621,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37112576,BO94DRAFT_528622,BO94DRAFT_528622,-,-,Unknown,-,cytochrome P450 monooxygenase,protein-coding,-,-,-,cytochrome P450 monooxygenase,20181013,-
1450535,37112577,BO94DRAFT_528647,BO94DRAFT_528647,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20181013,-
1450535,37112578,BO94DRAFT_528673,BO94DRAFT_528673,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37112579,BO94DRAFT_528730,BO94DRAFT_528730,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37112580,BO94DRAFT_528745,BO94DRAFT_528745,-,-,Unknown,-,putative short chain oxidoreductase/dehydrogenase,protein-coding,-,-,-,putative short chain oxidoreductase/dehydrogenase,20181013,-
1450535,37112581,BO94DRAFT_528783,BO94DRAFT_528783,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37112582,BO94DRAFT_528856,BO94DRAFT_528856,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37112583,BO94DRAFT_528867,BO94DRAFT_528867,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37112584,BO94DRAFT_528970,BO94DRAFT_528970,-,-,Unknown,-,DnaJ-domain-containing protein,protein-coding,-,-,-,DnaJ-domain-containing protein,20181013,-
1450535,37112585,BO94DRAFT_529034,BO94DRAFT_529034,-,-,Unknown,-,RSC complex subunit,protein-coding,-,-,-,RSC complex subunit,20181013,-
1450535,37112586,BO94DRAFT_529048,BO94DRAFT_529048,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37112587,BO94DRAFT_529058,BO94DRAFT_529058,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37112588,BO94DRAFT_529072,BO94DRAFT_529072,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37112589,BO94DRAFT_529079,BO94DRAFT_529079,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37112590,BO94DRAFT_529091,BO94DRAFT_529091,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37112591,BO94DRAFT_529114,BO94DRAFT_529114,-,-,Unknown,-,vitamin H transporter,protein-coding,-,-,-,vitamin H transporter,20181013,-
1450535,37112592,BO94DRAFT_529116,BO94DRAFT_529116,-,-,Unknown,-,arylsulfatase,protein-coding,-,-,-,arylsulfatase,20181013,-
1450535,37112593,BO94DRAFT_529210,BO94DRAFT_529210,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37112594,BO94DRAFT_529217,BO94DRAFT_529217,-,-,Unknown,-,enoyl-CoA hydratase/isomerase family protein,protein-coding,-,-,-,enoyl-CoA hydratase/isomerase family protein,20181013,-
1450535,37112595,BO94DRAFT_529218,BO94DRAFT_529218,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37112596,BO94DRAFT_529237,BO94DRAFT_529237,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37112597,BO94DRAFT_529241,BO94DRAFT_529241,-,-,Unknown,-,cell cycle checkpoint protein rad17,protein-coding,-,-,-,cell cycle checkpoint protein rad17,20181013,-
1450535,37112598,BO94DRAFT_529284,BO94DRAFT_529284,-,-,Unknown,-,putative translation initiation factor eIF-2B alpha subunit,protein-coding,-,-,-,putative translation initiation factor eIF-2B alpha subunit,20181013,-
1450535,37112599,BO94DRAFT_529318,BO94DRAFT_529318,-,-,Unknown,-,"transcription initiation factor IID, TAF10 subunit",protein-coding,-,-,-,"transcription initiation factor IID, TAF10 subunit",20181013,-
1450535,37112600,BO94DRAFT_529332,BO94DRAFT_529332,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20181013,-
1450535,37112601,BO94DRAFT_529339,BO94DRAFT_529339,-,-,Unknown,-,pectin lyase-like protein,protein-coding,-,-,-,pectin lyase-like protein,20181013,-
1450535,37112602,BO94DRAFT_529387,BO94DRAFT_529387,-,-,Unknown,-,amidase signature enzyme,protein-coding,-,-,-,amidase signature enzyme,20181013,-
1450535,37112603,BO94DRAFT_529397,BO94DRAFT_529397,-,-,Unknown,-,glutathione S-transferase,protein-coding,-,-,-,glutathione S-transferase,20181013,-
1450535,37112604,BO94DRAFT_529406,BO94DRAFT_529406,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20181013,-
1450535,37112605,BO94DRAFT_529522,BO94DRAFT_529522,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37112606,BO94DRAFT_529526,BO94DRAFT_529526,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37112607,BO94DRAFT_529528,BO94DRAFT_529528,-,-,Unknown,-,short-chain dehydrogenase/reductase,protein-coding,-,-,-,short-chain dehydrogenase/reductase,20181013,-
1450535,37112608,BO94DRAFT_529532,BO94DRAFT_529532,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37112609,BO94DRAFT_529539,BO94DRAFT_529539,-,-,Unknown,-,short chain oxidoreductase,protein-coding,-,-,-,short chain oxidoreductase,20181013,-
1450535,37112610,BO94DRAFT_529540,BO94DRAFT_529540,-,-,Unknown,-,LIP-domain-containing protein,protein-coding,-,-,-,LIP-domain-containing protein,20181013,-
1450535,37112611,BO94DRAFT_529545,BO94DRAFT_529545,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37112612,BO94DRAFT_529547,BO94DRAFT_529547,-,-,Unknown,-,alpha/beta-hydrolase,protein-coding,-,-,-,alpha/beta-hydrolase,20181013,-
1450535,37112613,BO94DRAFT_529556,BO94DRAFT_529556,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37112614,BO94DRAFT_529564,BO94DRAFT_529564,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20181013,-
1450535,37112615,BO94DRAFT_529568,BO94DRAFT_529568,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37112616,BO94DRAFT_529571,BO94DRAFT_529571,-,-,Unknown,-,aldehyde dehydrogenase,protein-coding,-,-,-,aldehyde dehydrogenase,20181013,-
1450535,37112617,BO94DRAFT_529583,BO94DRAFT_529583,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37112618,BO94DRAFT_529584,BO94DRAFT_529584,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37112619,BO94DRAFT_529586,BO94DRAFT_529586,-,-,Unknown,-,poly hydrolase,protein-coding,-,-,-,poly hydrolase,20181013,-
1450535,37112620,BO94DRAFT_529601,BO94DRAFT_529601,-,-,Unknown,-,integral membrane protein,protein-coding,-,-,-,integral membrane protein,20181013,-
1450535,37112621,BO94DRAFT_529605,BO94DRAFT_529605,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37112622,BO94DRAFT_529612,BO94DRAFT_529612,-,-,Unknown,-,myosin regulatory light chain cdc4,protein-coding,-,-,-,myosin regulatory light chain cdc4,20181013,-
1450535,37112623,BO94DRAFT_529616,BO94DRAFT_529616,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20181013,-
1450535,37112624,BO94DRAFT_529617,BO94DRAFT_529617,-,-,Unknown,-,short chain dehydrogenase/reductase,protein-coding,-,-,-,short chain dehydrogenase/reductase,20181013,-
1450535,37112625,BO94DRAFT_529621,BO94DRAFT_529621,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37112626,BO94DRAFT_529626,BO94DRAFT_529626,-,-,Unknown,-,class I glutamine amidotransferase-like protein,protein-coding,-,-,-,class I glutamine amidotransferase-like protein,20181013,-
1450535,37112627,BO94DRAFT_529630,BO94DRAFT_529630,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37112628,BO94DRAFT_529632,BO94DRAFT_529632,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37112629,BO94DRAFT_529635,BO94DRAFT_529635,-,-,Unknown,-,acid protease,protein-coding,-,-,-,acid protease,20181013,-
1450535,37112630,BO94DRAFT_529638,BO94DRAFT_529638,-,-,Unknown,-,dehydrogenase,protein-coding,-,-,-,dehydrogenase,20181013,-
1450535,37112631,BO94DRAFT_529639,BO94DRAFT_529639,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37112632,BO94DRAFT_529642,BO94DRAFT_529642,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37112633,BO94DRAFT_529643,BO94DRAFT_529643,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37112634,BO94DRAFT_529646,BO94DRAFT_529646,-,-,Unknown,-,proteasome subunit alpha type 2-B,protein-coding,-,-,-,proteasome subunit alpha type 2-B,20181013,-
1450535,37112635,BO94DRAFT_529648,BO94DRAFT_529648,-,-,Unknown,-,"2,3-dihydroxybenzoic acid decarboxylase dhbD",protein-coding,-,-,-,"2,3-dihydroxybenzoic acid decarboxylase dhbD",20181013,-
1450535,37112636,BO94DRAFT_529651,BO94DRAFT_529651,-,-,Unknown,-,"fructose-2,6-bisphosphatase",protein-coding,-,-,-,"fructose-2,6-bisphosphatase",20181013,-
1450535,37112637,BO94DRAFT_529652,BO94DRAFT_529652,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37112638,BO94DRAFT_529655,BO94DRAFT_529655,-,-,Unknown,-,AAA family ATPase,protein-coding,-,-,-,AAA family ATPase,20181013,-
1450535,37112639,BO94DRAFT_529657,BO94DRAFT_529657,-,-,Unknown,-,"malate dehydrogenase, NAD-dependent",protein-coding,-,-,-,"malate dehydrogenase, NAD-dependent",20181013,-
1450535,37112640,BO94DRAFT_529663,BO94DRAFT_529663,-,-,Unknown,-,guanyl-nucleotide exchange factor,protein-coding,-,-,-,guanyl-nucleotide exchange factor,20181013,-
1450535,37112641,BO94DRAFT_529664,BO94DRAFT_529664,-,-,Unknown,-,siroheme synthase,protein-coding,-,-,-,siroheme synthase,20181013,-
1450535,37112642,BO94DRAFT_529670,BO94DRAFT_529670,-,-,Unknown,-,TPR-like protein,protein-coding,-,-,-,TPR-like protein,20181013,-
1450535,37112643,BO94DRAFT_529673,BO94DRAFT_529673,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37112644,BO94DRAFT_529674,BO94DRAFT_529674,-,-,Unknown,-,component of the RSC chromatin remodeling complex,protein-coding,-,-,-,component of the RSC chromatin remodeling complex,20181013,-
1450535,37112645,BO94DRAFT_529676,BO94DRAFT_529676,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37112646,BO94DRAFT_529688,BO94DRAFT_529688,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37112647,BO94DRAFT_529698,BO94DRAFT_529698,-,-,Unknown,-,ankyrin,protein-coding,-,-,-,ankyrin,20181013,-
1450535,37112648,BO94DRAFT_529700,BO94DRAFT_529700,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37112649,BO94DRAFT_529703,BO94DRAFT_529703,-,-,Unknown,-,mitochondrial carrier,protein-coding,-,-,-,mitochondrial carrier,20181013,-
1450535,37112650,BO94DRAFT_529707,BO94DRAFT_529707,-,-,Unknown,-,SSrecog-domain-containing protein,protein-coding,-,-,-,SSrecog-domain-containing protein,20181013,-
1450535,37112651,BO94DRAFT_529715,BO94DRAFT_529715,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37112652,BO94DRAFT_529719,BO94DRAFT_529719,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37112653,BO94DRAFT_529722,BO94DRAFT_529722,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
