#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1314785,63818182,LAESUDRAFT_100037,LAESUDRAFT_100037,-,-,Unknown,-,peroxisomal acyl-CoA-dehydrogenase,protein-coding,-,-,-,peroxisomal acyl-CoA-dehydrogenase,20210421,-
1314785,63823843,LAESUDRAFT_711102,LAESUDRAFT_711102,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823844,LAESUDRAFT_711190,LAESUDRAFT_711190,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823845,LAESUDRAFT_711203,LAESUDRAFT_711203,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823846,LAESUDRAFT_711231,LAESUDRAFT_711231,-,-,Unknown,-,DUF926-domain-containing protein,protein-coding,-,-,-,DUF926-domain-containing protein,20210421,-
1314785,63823847,LAESUDRAFT_711234,LAESUDRAFT_711234,-,-,Unknown,-,OsmC-like protein,protein-coding,-,-,-,OsmC-like protein,20210421,-
1314785,63823848,LAESUDRAFT_711253,LAESUDRAFT_711253,-,-,Unknown,-,thioredoxin-like protein,protein-coding,-,-,-,thioredoxin-like protein,20210421,-
1314785,63823849,LAESUDRAFT_711263,LAESUDRAFT_711263,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823850,LAESUDRAFT_711271,LAESUDRAFT_711271,-,-,Unknown,-,RdRP-domain-containing protein,protein-coding,-,-,-,RdRP-domain-containing protein,20210421,-
1314785,63823851,LAESUDRAFT_711277,LAESUDRAFT_711277,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823852,LAESUDRAFT_711308,LAESUDRAFT_711308,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823853,LAESUDRAFT_711321,LAESUDRAFT_711321,-,-,Unknown,-,carbohydrate-binding module family 50 protein,protein-coding,-,-,-,carbohydrate-binding module family 50 protein,20210421,-
1314785,63823854,LAESUDRAFT_711325,LAESUDRAFT_711325,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823855,LAESUDRAFT_711338,LAESUDRAFT_711338,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823856,LAESUDRAFT_711355,LAESUDRAFT_711355,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823857,LAESUDRAFT_711386,LAESUDRAFT_711386,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823858,LAESUDRAFT_711405,LAESUDRAFT_711405,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823859,LAESUDRAFT_711428,LAESUDRAFT_711428,-,-,Unknown,-,"OSCP, subunit 5 of the stator stalk of mitochondrial F1F0 ATP synthase",protein-coding,-,-,-,"OSCP, subunit 5 of the stator stalk of mitochondrial F1F0 ATP synthase",20210421,-
1314785,63823860,LAESUDRAFT_711445,LAESUDRAFT_711445,-,-,Unknown,-,RhoGAP-domain-containing protein,protein-coding,-,-,-,RhoGAP-domain-containing protein,20210421,-
1314785,63823861,LAESUDRAFT_711472,LAESUDRAFT_711472,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20210421,-
1314785,63823862,LAESUDRAFT_711474,LAESUDRAFT_711474,-,-,Unknown,-,aldehyde dehydrogenase,protein-coding,-,-,-,aldehyde dehydrogenase,20210421,-
1314785,63823863,LAESUDRAFT_711477,LAESUDRAFT_711477,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823864,LAESUDRAFT_711480,LAESUDRAFT_711480,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823865,LAESUDRAFT_711481,LAESUDRAFT_711481,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823866,LAESUDRAFT_711510,LAESUDRAFT_711510,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823867,LAESUDRAFT_711526,LAESUDRAFT_711526,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823868,LAESUDRAFT_711527,LAESUDRAFT_711527,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823869,LAESUDRAFT_711534,LAESUDRAFT_711534,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823870,LAESUDRAFT_711535,LAESUDRAFT_711535,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823871,LAESUDRAFT_711537,LAESUDRAFT_711537,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823872,LAESUDRAFT_711547,LAESUDRAFT_711547,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823873,LAESUDRAFT_711566,LAESUDRAFT_711566,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823874,LAESUDRAFT_711581,LAESUDRAFT_711581,-,-,Unknown,-,S-adenosyl-L-homocysteine hydrolase,protein-coding,-,-,-,S-adenosyl-L-homocysteine hydrolase,20210421,-
1314785,63823875,LAESUDRAFT_711585,LAESUDRAFT_711585,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823876,LAESUDRAFT_711601,LAESUDRAFT_711601,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823877,LAESUDRAFT_711629,LAESUDRAFT_711629,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823878,LAESUDRAFT_711634,LAESUDRAFT_711634,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823879,LAESUDRAFT_711646,LAESUDRAFT_711646,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823880,LAESUDRAFT_711647,LAESUDRAFT_711647,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823881,LAESUDRAFT_711648,LAESUDRAFT_711648,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823882,LAESUDRAFT_711652,LAESUDRAFT_711652,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823883,LAESUDRAFT_711672,LAESUDRAFT_711672,-,-,Unknown,-,glutathione S-transferase,protein-coding,-,-,-,glutathione S-transferase,20210421,-
1314785,63823884,LAESUDRAFT_711678,LAESUDRAFT_711678,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823885,LAESUDRAFT_711680,LAESUDRAFT_711680,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823886,LAESUDRAFT_711689,LAESUDRAFT_711689,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823887,LAESUDRAFT_711704,LAESUDRAFT_711704,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823888,LAESUDRAFT_711705,LAESUDRAFT_711705,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823889,LAESUDRAFT_711730,LAESUDRAFT_711730,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823890,LAESUDRAFT_711732,LAESUDRAFT_711732,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823891,LAESUDRAFT_711752,LAESUDRAFT_711752,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823892,LAESUDRAFT_711769,LAESUDRAFT_711769,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823893,LAESUDRAFT_711787,LAESUDRAFT_711787,-,-,Unknown,-,actin-like ATPase domain-containing protein,protein-coding,-,-,-,actin-like ATPase domain-containing protein,20210421,-
1314785,63823894,LAESUDRAFT_711788,LAESUDRAFT_711788,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823895,LAESUDRAFT_711809,LAESUDRAFT_711809,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823896,LAESUDRAFT_711818,LAESUDRAFT_711818,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823897,LAESUDRAFT_711819,LAESUDRAFT_711819,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823898,LAESUDRAFT_711820,LAESUDRAFT_711820,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823899,LAESUDRAFT_711821,LAESUDRAFT_711821,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823900,LAESUDRAFT_711822,LAESUDRAFT_711822,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823901,LAESUDRAFT_711829,LAESUDRAFT_711829,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823902,LAESUDRAFT_711830,LAESUDRAFT_711830,-,-,Unknown,-,DnaJ-domain-containing protein,protein-coding,-,-,-,DnaJ-domain-containing protein,20210421,-
1314785,63823903,LAESUDRAFT_711837,LAESUDRAFT_711837,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823904,LAESUDRAFT_711842,LAESUDRAFT_711842,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823905,LAESUDRAFT_711844,LAESUDRAFT_711844,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823906,LAESUDRAFT_711911,LAESUDRAFT_711911,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823907,LAESUDRAFT_711954,LAESUDRAFT_711954,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823908,LAESUDRAFT_712003,LAESUDRAFT_712003,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823909,LAESUDRAFT_712013,LAESUDRAFT_712013,-,-,Unknown,-,"nascent polypeptide-associated complex, alpha subunit",protein-coding,-,-,-,"nascent polypeptide-associated complex, alpha subunit",20210421,-
1314785,63823910,LAESUDRAFT_712029,LAESUDRAFT_712029,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823911,LAESUDRAFT_712074,LAESUDRAFT_712074,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823912,LAESUDRAFT_712083,LAESUDRAFT_712083,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823913,LAESUDRAFT_712191,LAESUDRAFT_712191,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20210421,-
1314785,63823914,LAESUDRAFT_712226,LAESUDRAFT_712226,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823915,LAESUDRAFT_712229,LAESUDRAFT_712229,-,-,Unknown,-,alpha/beta-hydrolase,protein-coding,-,-,-,alpha/beta-hydrolase,20210421,-
1314785,63823916,LAESUDRAFT_712235,LAESUDRAFT_712235,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823917,LAESUDRAFT_712239,LAESUDRAFT_712239,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823918,LAESUDRAFT_712241,LAESUDRAFT_712241,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823919,LAESUDRAFT_712256,LAESUDRAFT_712256,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823920,LAESUDRAFT_712274,LAESUDRAFT_712274,-,-,Unknown,-,ras GEF,protein-coding,-,-,-,ras GEF,20210421,-
1314785,63823921,LAESUDRAFT_712289,LAESUDRAFT_712289,-,-,Unknown,-,DAO-domain-containing protein,protein-coding,-,-,-,DAO-domain-containing protein,20210421,-
1314785,63823922,LAESUDRAFT_712300,LAESUDRAFT_712300,-,-,Unknown,-,Nop-domain-containing protein,protein-coding,-,-,-,Nop-domain-containing protein,20210421,-
1314785,63823923,LAESUDRAFT_712312,LAESUDRAFT_712312,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823924,LAESUDRAFT_712365,LAESUDRAFT_712365,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823925,LAESUDRAFT_712397,LAESUDRAFT_712397,-,-,Unknown,-,FAD/NAD(P)-binding domain-containing protein,protein-coding,-,-,-,FAD/NAD(P)-binding domain-containing protein,20210421,-
1314785,63823926,LAESUDRAFT_712440,LAESUDRAFT_712440,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823927,LAESUDRAFT_712441,LAESUDRAFT_712441,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823928,LAESUDRAFT_712445,LAESUDRAFT_712445,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823929,LAESUDRAFT_712461,LAESUDRAFT_712461,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823930,LAESUDRAFT_712482,LAESUDRAFT_712482,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823931,LAESUDRAFT_712483,LAESUDRAFT_712483,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823932,LAESUDRAFT_712490,LAESUDRAFT_712490,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823933,LAESUDRAFT_712494,LAESUDRAFT_712494,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823934,LAESUDRAFT_712495,LAESUDRAFT_712495,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823935,LAESUDRAFT_712507,LAESUDRAFT_712507,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823936,LAESUDRAFT_712511,LAESUDRAFT_712511,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823937,LAESUDRAFT_712515,LAESUDRAFT_712515,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823938,LAESUDRAFT_712524,LAESUDRAFT_712524,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823939,LAESUDRAFT_712559,LAESUDRAFT_712559,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823940,LAESUDRAFT_712566,LAESUDRAFT_712566,-,-,Unknown,-,yippee-domain-containing protein,protein-coding,-,-,-,yippee-domain-containing protein,20210421,-
1314785,63823941,LAESUDRAFT_712584,LAESUDRAFT_712584,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823942,LAESUDRAFT_712585,LAESUDRAFT_712585,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823943,LAESUDRAFT_712607,LAESUDRAFT_712607,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823944,LAESUDRAFT_712610,LAESUDRAFT_712610,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823945,LAESUDRAFT_712628,LAESUDRAFT_712628,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823946,LAESUDRAFT_712639,LAESUDRAFT_712639,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823947,LAESUDRAFT_712679,LAESUDRAFT_712679,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823948,LAESUDRAFT_712757,LAESUDRAFT_712757,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823949,LAESUDRAFT_712766,LAESUDRAFT_712766,-,-,Unknown,-,PhoX domain-containing protein,protein-coding,-,-,-,PhoX domain-containing protein,20210421,-
1314785,63823950,LAESUDRAFT_712778,LAESUDRAFT_712778,-,-,Unknown,-,NAF1-domain-containing protein,protein-coding,-,-,-,NAF1-domain-containing protein,20210421,-
1314785,63823951,LAESUDRAFT_712803,LAESUDRAFT_712803,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20210421,-
1314785,63823952,LAESUDRAFT_712843,LAESUDRAFT_712843,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823953,LAESUDRAFT_712896,LAESUDRAFT_712896,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823954,LAESUDRAFT_712932,LAESUDRAFT_712932,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823955,LAESUDRAFT_712962,LAESUDRAFT_712962,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823956,LAESUDRAFT_712963,LAESUDRAFT_712963,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823957,LAESUDRAFT_712964,LAESUDRAFT_712964,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823958,LAESUDRAFT_712965,LAESUDRAFT_712965,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823959,LAESUDRAFT_712967,LAESUDRAFT_712967,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823960,LAESUDRAFT_712970,LAESUDRAFT_712970,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823961,LAESUDRAFT_712978,LAESUDRAFT_712978,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823962,LAESUDRAFT_712980,LAESUDRAFT_712980,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823963,LAESUDRAFT_712985,LAESUDRAFT_712985,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823964,LAESUDRAFT_712986,LAESUDRAFT_712986,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823965,LAESUDRAFT_713006,LAESUDRAFT_713006,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823966,LAESUDRAFT_713048,LAESUDRAFT_713048,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823967,LAESUDRAFT_713078,LAESUDRAFT_713078,-,-,Unknown,-,ubiquitin-like modifier 1,protein-coding,-,-,-,ubiquitin-like modifier 1,20210421,-
1314785,63823968,LAESUDRAFT_713097,LAESUDRAFT_713097,-,-,Unknown,-,FLU1-II,protein-coding,-,-,-,FLU1-II,20210421,-
1314785,63823969,LAESUDRAFT_713109,LAESUDRAFT_713109,-,-,Unknown,-,kinase-like protein,protein-coding,-,-,-,kinase-like protein,20210421,-
1314785,63823970,LAESUDRAFT_713146,LAESUDRAFT_713146,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823971,LAESUDRAFT_713156,LAESUDRAFT_713156,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823972,LAESUDRAFT_713157,LAESUDRAFT_713157,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823973,LAESUDRAFT_713170,LAESUDRAFT_713170,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823974,LAESUDRAFT_713175,LAESUDRAFT_713175,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823975,LAESUDRAFT_713181,LAESUDRAFT_713181,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823976,LAESUDRAFT_713185,LAESUDRAFT_713185,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823977,LAESUDRAFT_713186,LAESUDRAFT_713186,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823978,LAESUDRAFT_713195,LAESUDRAFT_713195,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823979,LAESUDRAFT_713201,LAESUDRAFT_713201,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823980,LAESUDRAFT_713202,LAESUDRAFT_713202,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823981,LAESUDRAFT_713203,LAESUDRAFT_713203,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823982,LAESUDRAFT_713204,LAESUDRAFT_713204,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823983,LAESUDRAFT_713223,LAESUDRAFT_713223,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823984,LAESUDRAFT_713230,LAESUDRAFT_713230,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20210421,-
1314785,63823985,LAESUDRAFT_713259,LAESUDRAFT_713259,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823986,LAESUDRAFT_713277,LAESUDRAFT_713277,-,-,Unknown,-,multicopper oxidase,protein-coding,-,-,-,multicopper oxidase,20210421,-
1314785,63823987,LAESUDRAFT_713290,LAESUDRAFT_713290,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823988,LAESUDRAFT_713305,LAESUDRAFT_713305,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823989,LAESUDRAFT_713307,LAESUDRAFT_713307,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823990,LAESUDRAFT_713319,LAESUDRAFT_713319,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823991,LAESUDRAFT_713331,LAESUDRAFT_713331,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20210421,-
1314785,63823992,LAESUDRAFT_713341,LAESUDRAFT_713341,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823993,LAESUDRAFT_713347,LAESUDRAFT_713347,-,-,Unknown,-,aquaporin-like protein,protein-coding,-,-,-,aquaporin-like protein,20210421,-
1314785,63823994,LAESUDRAFT_713359,LAESUDRAFT_713359,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823995,LAESUDRAFT_713433,LAESUDRAFT_713433,-,-,Unknown,-,carbohydrate-binding module family 5 protein,protein-coding,-,-,-,carbohydrate-binding module family 5 protein,20210421,-
1314785,63823996,LAESUDRAFT_713470,LAESUDRAFT_713470,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20210421,-
1314785,63823997,LAESUDRAFT_713476,LAESUDRAFT_713476,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823998,LAESUDRAFT_713477,LAESUDRAFT_713477,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63823999,LAESUDRAFT_713478,LAESUDRAFT_713478,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824000,LAESUDRAFT_713479,LAESUDRAFT_713479,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824001,LAESUDRAFT_713500,LAESUDRAFT_713500,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824002,LAESUDRAFT_713504,LAESUDRAFT_713504,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824003,LAESUDRAFT_713511,LAESUDRAFT_713511,-,-,Unknown,-,cytosine-5--methyltransferase,protein-coding,-,-,-,cytosine-5--methyltransferase,20210421,-
1314785,63824004,LAESUDRAFT_713520,LAESUDRAFT_713520,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824005,LAESUDRAFT_713526,LAESUDRAFT_713526,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824006,LAESUDRAFT_713537,LAESUDRAFT_713537,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824007,LAESUDRAFT_713538,LAESUDRAFT_713538,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824008,LAESUDRAFT_713541,LAESUDRAFT_713541,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
