#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
10228,4126647,ATP6,-,-,-,MT,-,ATP synthase F0 subunit 6,protein-coding,-,-,-,ATP synthase F0 subunit 6,20200911,-
10228,6754780,TRIADDRAFT_57111,TRIADDRAFT_57111,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754781,TRIADDRAFT_50363,TRIADDRAFT_50363,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754782,TRIADDRAFT_57123,TRIADDRAFT_57123,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754783,TRIADDRAFT_57130,TRIADDRAFT_57130,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754784,TRIADDRAFT_57132,TRIADDRAFT_57132,-,-,Unknown,-,predicted protein,protein-coding,-,-,-,predicted protein,20200911,-
10228,6754785,TRIADDRAFT_57134,TRIADDRAFT_57134,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754786,TRIADDRAFT_63309,TRIADDRAFT_63309,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754787,TRIADDRAFT_57138,TRIADDRAFT_57138,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754788,TRIADDRAFT_26606,TRIADDRAFT_26606,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754789,TRIADDRAFT_57142,TRIADDRAFT_57142,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754790,TRIADDRAFT_27191,TRIADDRAFT_27191,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754791,TRIADDRAFT_27111,TRIADDRAFT_27111,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754792,TRIADDRAFT_27148,TRIADDRAFT_27148,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754793,TRIADDRAFT_57146,TRIADDRAFT_57146,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754794,TRIADDRAFT_26147,TRIADDRAFT_26147,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754795,TRIADDRAFT_63310,TRIADDRAFT_63310,-,-,Unknown,-,expressed hypothetical protein,protein-coding,-,-,-,expressed hypothetical protein,20200911,-
10228,6754796,TRIADDRAFT_57150,TRIADDRAFT_57150,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754797,TRIADDRAFT_26404,TRIADDRAFT_26404,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754798,TRIADDRAFT_18070,TRIADDRAFT_18070,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754799,TRIADDRAFT_26428,TRIADDRAFT_26428,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754800,TRIADDRAFT_57158,TRIADDRAFT_57158,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754801,TRIADDRAFT_26225,TRIADDRAFT_26225,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754802,TRIADDRAFT_57163,TRIADDRAFT_57163,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754803,TRIADDRAFT_57166,TRIADDRAFT_57166,-,-,Unknown,-,predicted protein,protein-coding,-,-,-,predicted protein,20200911,-
10228,6754804,TRIADDRAFT_37809,TRIADDRAFT_37809,-,-,Unknown,-,expressed hypothetical protein,protein-coding,-,-,-,expressed hypothetical protein,20200911,-
10228,6754805,TRIADDRAFT_57174,TRIADDRAFT_57174,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754806,TRIADDRAFT_57175,TRIADDRAFT_57175,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754807,TRIADDRAFT_57177,TRIADDRAFT_57177,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754808,TRIADDRAFT_26135,TRIADDRAFT_26135,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754809,TRIADDRAFT_57183,TRIADDRAFT_57183,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754810,TRIADDRAFT_26289,TRIADDRAFT_26289,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754811,TRIADDRAFT_57186,TRIADDRAFT_57186,-,-,Unknown,-,predicted protein,protein-coding,-,-,-,predicted protein,20200911,-
10228,6754812,TRIADDRAFT_57187,TRIADDRAFT_57187,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754813,TRIADDRAFT_57189,TRIADDRAFT_57189,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754814,TRIADDRAFT_26726,TRIADDRAFT_26726,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754815,TRIADDRAFT_27010,TRIADDRAFT_27010,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754816,TRIADDRAFT_57197,TRIADDRAFT_57197,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754817,TRIADDRAFT_26675,TRIADDRAFT_26675,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754818,TRIADDRAFT_57201,TRIADDRAFT_57201,-,-,Unknown,-,predicted protein,protein-coding,-,-,-,predicted protein,20200911,-
10228,6754819,TRIADDRAFT_57203,TRIADDRAFT_57203,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754820,TRIADDRAFT_57204,TRIADDRAFT_57204,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754821,TRIADDRAFT_27232,TRIADDRAFT_27232,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754822,TRIADDRAFT_57209,TRIADDRAFT_57209,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754823,TRIADDRAFT_57212,TRIADDRAFT_57212,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754824,TRIADDRAFT_57215,TRIADDRAFT_57215,-,-,Unknown,-,predicted protein,protein-coding,-,-,-,predicted protein,20200911,-
10228,6754825,TRIADDRAFT_26354,TRIADDRAFT_26354,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754826,TRIADDRAFT_57218,TRIADDRAFT_57218,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754827,TRIADDRAFT_57220,TRIADDRAFT_57220,-,-,Unknown,-,predicted protein,protein-coding,-,-,-,predicted protein,20200911,-
10228,6754828,TRIADDRAFT_57222,TRIADDRAFT_57222,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754829,TRIADDRAFT_57225,TRIADDRAFT_57225,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754830,TRIADDRAFT_57226,TRIADDRAFT_57226,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754831,TRIADDRAFT_57227,TRIADDRAFT_57227,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754832,TRIADDRAFT_57230,TRIADDRAFT_57230,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754833,TRIADDRAFT_57232,TRIADDRAFT_57232,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754834,TRIADDRAFT_57233,TRIADDRAFT_57233,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754835,TRIADDRAFT_57234,TRIADDRAFT_57234,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754836,TRIADDRAFT_57238,TRIADDRAFT_57238,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754837,TRIADDRAFT_26283,TRIADDRAFT_26283,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754838,TRIADDRAFT_26180,TRIADDRAFT_26180,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754839,TRIADDRAFT_63996,TRIADDRAFT_63996,-,-,Unknown,-,expressed hypothetical protein,protein-coding,-,-,-,expressed hypothetical protein,20200911,-
10228,6754840,TRIADDRAFT_57249,TRIADDRAFT_57249,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754841,TRIADDRAFT_26600,TRIADDRAFT_26600,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754842,TRIADDRAFT_50382,TRIADDRAFT_50382,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754843,TRIADDRAFT_57256,TRIADDRAFT_57256,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754844,TRIADDRAFT_57259,TRIADDRAFT_57259,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754845,TRIADDRAFT_57261,TRIADDRAFT_57261,-,-,Unknown,-,predicted protein,protein-coding,-,-,-,predicted protein,20200911,-
10228,6754846,TRIADDRAFT_27129,TRIADDRAFT_27129,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754847,TRIADDRAFT_57264,TRIADDRAFT_57264,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754848,TRIADDRAFT_57265,TRIADDRAFT_57265,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754849,TRIADDRAFT_57266,TRIADDRAFT_57266,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754850,TRIADDRAFT_57268,TRIADDRAFT_57268,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754851,TRIADDRAFT_57270,TRIADDRAFT_57270,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754852,TRIADDRAFT_26517,TRIADDRAFT_26517,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754853,TRIADDRAFT_14906,TRIADDRAFT_14906,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754854,TRIADDRAFT_26735,TRIADDRAFT_26735,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754855,TRIADDRAFT_57278,TRIADDRAFT_57278,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754856,TRIADDRAFT_26416,TRIADDRAFT_26416,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754857,TRIADDRAFT_57282,TRIADDRAFT_57282,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754858,TRIADDRAFT_57286,TRIADDRAFT_57286,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754859,TRIADDRAFT_57288,TRIADDRAFT_57288,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754860,TRIADDRAFT_27275,TRIADDRAFT_27275,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754861,TRIADDRAFT_26230,TRIADDRAFT_26230,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754862,TRIADDRAFT_27118,TRIADDRAFT_27118,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754863,TRIADDRAFT_57294,TRIADDRAFT_57294,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754864,TRIADDRAFT_57296,TRIADDRAFT_57296,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754865,TRIADDRAFT_57298,TRIADDRAFT_57298,-,-,Unknown,-,predicted protein,protein-coding,-,-,-,predicted protein,20200911,-
10228,6754866,TRIADDRAFT_57299,TRIADDRAFT_57299,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754867,TRIADDRAFT_57303,TRIADDRAFT_57303,-,-,Unknown,-,predicted protein,protein-coding,-,-,-,predicted protein,20200911,-
10228,6754868,TRIADDRAFT_57304,TRIADDRAFT_57304,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754869,TRIADDRAFT_57305,TRIADDRAFT_57305,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754870,TRIADDRAFT_57306,TRIADDRAFT_57306,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754871,TRIADDRAFT_57309,TRIADDRAFT_57309,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754872,TRIADDRAFT_57310,TRIADDRAFT_57310,-,-,Unknown,-,predicted protein,protein-coding,-,-,-,predicted protein,20200911,-
10228,6754873,TRIADDRAFT_57312,TRIADDRAFT_57312,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754874,TRIADDRAFT_57313,TRIADDRAFT_57313,-,-,Unknown,-,predicted protein,protein-coding,-,-,-,predicted protein,20200911,-
10228,6754875,TRIADDRAFT_63997,TRIADDRAFT_63997,-,-,Unknown,-,expressed protein,protein-coding,-,-,-,expressed protein,20200911,-
10228,6754876,TRIADDRAFT_27303,TRIADDRAFT_27303,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754877,TRIADDRAFT_9287,TRIADDRAFT_9287,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754878,TRIADDRAFT_26169,TRIADDRAFT_26169,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754879,TRIADDRAFT_57324,TRIADDRAFT_57324,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754880,TRIADDRAFT_57325,TRIADDRAFT_57325,-,-,Unknown,-,predicted protein,protein-coding,-,-,-,predicted protein,20200911,-
10228,6754881,TRIADDRAFT_57327,TRIADDRAFT_57327,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754882,TRIADDRAFT_57331,TRIADDRAFT_57331,-,-,Unknown,-,predicted protein,protein-coding,-,-,-,predicted protein,20200911,-
10228,6754883,TRIADDRAFT_57336,TRIADDRAFT_57336,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754884,TRIADDRAFT_57338,TRIADDRAFT_57338,-,-,Unknown,-,predicted protein,protein-coding,-,-,-,predicted protein,20200911,-
10228,6754885,TRIADDRAFT_26628,TRIADDRAFT_26628,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754886,TRIADDRAFT_63312,TRIADDRAFT_63312,-,-,Unknown,-,expressed hypothetical protein,protein-coding,-,-,-,expressed hypothetical protein,20200911,-
10228,6754887,TRIADDRAFT_57341,TRIADDRAFT_57341,-,-,Unknown,-,predicted protein,protein-coding,-,-,-,predicted protein,20200911,-
10228,6754888,TRIADDRAFT_50388,TRIADDRAFT_50388,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754889,TRIADDRAFT_57344,TRIADDRAFT_57344,-,-,Unknown,-,predicted protein,protein-coding,-,-,-,predicted protein,20200911,-
10228,6754890,TRIADDRAFT_57348,TRIADDRAFT_57348,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754891,TRIADDRAFT_57350,TRIADDRAFT_57350,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754892,TRIADDRAFT_57353,TRIADDRAFT_57353,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754893,TRIADDRAFT_57355,TRIADDRAFT_57355,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754894,TRIADDRAFT_57356,TRIADDRAFT_57356,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754895,TRIADDRAFT_26823,TRIADDRAFT_26823,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754896,TRIADDRAFT_57361,TRIADDRAFT_57361,-,-,Unknown,-,predicted protein,protein-coding,-,-,-,predicted protein,20200911,-
10228,6754897,TRIADDRAFT_57363,TRIADDRAFT_57363,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754898,TRIADDRAFT_57365,TRIADDRAFT_57365,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754899,TRIADDRAFT_57367,TRIADDRAFT_57367,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754900,TRIADDRAFT_57368,TRIADDRAFT_57368,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754901,TRIADDRAFT_57370,TRIADDRAFT_57370,-,-,Unknown,-,predicted protein,protein-coding,-,-,-,predicted protein,20200911,-
10228,6754902,TRIADDRAFT_27142,TRIADDRAFT_27142,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754903,TRIADDRAFT_57372,TRIADDRAFT_57372,-,-,Unknown,-,predicted protein,protein-coding,-,-,-,predicted protein,20200911,-
10228,6754904,TRIADDRAFT_57374,TRIADDRAFT_57374,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754905,TRIADDRAFT_57376,TRIADDRAFT_57376,-,-,Unknown,-,predicted protein,protein-coding,-,-,-,predicted protein,20200911,-
10228,6754906,TRIADDRAFT_57378,TRIADDRAFT_57378,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754907,TRIADDRAFT_63315,TRIADDRAFT_63315,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754908,TRIADDRAFT_57380,TRIADDRAFT_57380,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754909,TRIADDRAFT_26575,TRIADDRAFT_26575,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754910,TRIADDRAFT_57385,TRIADDRAFT_57385,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754911,TRIADDRAFT_57388,TRIADDRAFT_57388,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754912,TRIADDRAFT_57390,TRIADDRAFT_57390,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754913,TRIADDRAFT_57392,TRIADDRAFT_57392,-,-,Unknown,-,predicted protein,protein-coding,-,-,-,predicted protein,20200911,-
10228,6754914,TRIADDRAFT_26362,TRIADDRAFT_26362,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754915,TRIADDRAFT_50396,TRIADDRAFT_50396,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754916,TRIADDRAFT_3406,TRIADDRAFT_3406,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754917,TRIADDRAFT_57401,TRIADDRAFT_57401,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754918,TRIADDRAFT_64004,TRIADDRAFT_64004,-,-,Unknown,-,predicted protein,protein-coding,-,-,-,predicted protein,20200911,-
10228,6754919,TRIADDRAFT_27098,TRIADDRAFT_27098,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754920,TRIADDRAFT_57411,TRIADDRAFT_57411,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754921,TRIADDRAFT_57413,TRIADDRAFT_57413,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754922,TRIADDRAFT_57415,TRIADDRAFT_57415,-,-,Unknown,-,predicted protein,protein-coding,-,-,-,predicted protein,20200911,-
10228,6754923,TRIADDRAFT_37840,TRIADDRAFT_37840,-,-,Unknown,-,expressed hypothetical protein,protein-coding,-,-,-,expressed hypothetical protein,20200911,-
10228,6754924,TRIADDRAFT_57417,TRIADDRAFT_57417,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754925,TRIADDRAFT_36122,TRIADDRAFT_36122,-,-,Unknown,-,expressed hypothetical protein,protein-coding,-,-,-,expressed hypothetical protein,20200911,-
10228,6754926,TRIADDRAFT_57420,TRIADDRAFT_57420,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754927,TRIADDRAFT_57424,TRIADDRAFT_57424,-,-,Unknown,-,predicted protein,protein-coding,-,-,-,predicted protein,20200911,-
10228,6754928,TRIADDRAFT_26945,TRIADDRAFT_26945,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754929,TRIADDRAFT_57431,TRIADDRAFT_57431,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754930,TRIADDRAFT_57433,TRIADDRAFT_57433,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754931,TRIADDRAFT_57434,TRIADDRAFT_57434,-,-,Unknown,-,expressed hypothetical protein,protein-coding,-,-,-,expressed hypothetical protein,20200911,-
10228,6754932,TRIADDRAFT_57435,TRIADDRAFT_57435,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754933,TRIADDRAFT_57436,TRIADDRAFT_57436,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754934,TRIADDRAFT_57437,TRIADDRAFT_57437,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754935,TRIADDRAFT_57438,TRIADDRAFT_57438,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754936,TRIADDRAFT_5635,TRIADDRAFT_5635,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754937,TRIADDRAFT_26894,TRIADDRAFT_26894,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754938,TRIADDRAFT_26497,TRIADDRAFT_26497,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754939,TRIADDRAFT_64010,TRIADDRAFT_64010,-,-,Unknown,-,G protein beta 1 subunit,protein-coding,-,-,-,G protein beta 1 subunit,20200911,-
10228,6754940,TRIADDRAFT_64011,TRIADDRAFT_64011,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754941,TRIADDRAFT_57447,TRIADDRAFT_57447,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754942,TRIADDRAFT_27023,TRIADDRAFT_27023,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754943,TRIADDRAFT_57450,TRIADDRAFT_57450,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754944,TRIADDRAFT_57452,TRIADDRAFT_57452,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754945,TRIADDRAFT_57453,TRIADDRAFT_57453,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754946,TRIADDRAFT_57456,TRIADDRAFT_57456,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754947,TRIADDRAFT_57458,TRIADDRAFT_57458,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754948,TRIADDRAFT_57459,TRIADDRAFT_57459,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754949,TRIADDRAFT_57460,TRIADDRAFT_57460,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754950,TRIADDRAFT_50405,TRIADDRAFT_50405,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754951,TRIADDRAFT_57475,TRIADDRAFT_57475,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754952,TRIADDRAFT_26740,TRIADDRAFT_26740,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754953,TRIADDRAFT_8831,TRIADDRAFT_8831,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754954,TRIADDRAFT_27020,TRIADDRAFT_27020,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754955,TRIADDRAFT_57482,TRIADDRAFT_57482,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754956,TRIADDRAFT_57484,TRIADDRAFT_57484,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
