#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
692275,27897640,SEPMUDRAFT_10026,SEPMUDRAFT_10026,-,-,Unknown,-,PLC-like phosphodiesterase,protein-coding,-,-,-,PLC-like phosphodiesterase,20200919,-
692275,27902610,SEPMUDRAFT_149300,SEPMUDRAFT_149300,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902611,SEPMUDRAFT_149302,SEPMUDRAFT_149302,-,-,Unknown,-,kinase-like protein,protein-coding,-,-,-,kinase-like protein,20200919,-
692275,27902612,SEPMUDRAFT_149303,SEPMUDRAFT_149303,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902613,SEPMUDRAFT_149305,SEPMUDRAFT_149305,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902614,SEPMUDRAFT_149306,SEPMUDRAFT_149306,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902615,SEPMUDRAFT_149307,SEPMUDRAFT_149307,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902616,SEPMUDRAFT_149309,SEPMUDRAFT_149309,-,-,Unknown,-,Adaptor protein complex beta subunit,protein-coding,-,-,-,Adaptor protein complex beta subunit,20200919,-
692275,27902617,SEPMUDRAFT_149310,SEPMUDRAFT_149310,-,-,Unknown,-,60S ribosomal protein L19,protein-coding,-,-,-,60S ribosomal protein L19,20200919,-
692275,27902618,SEPMUDRAFT_149312,SEPMUDRAFT_149312,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902619,SEPMUDRAFT_149313,SEPMUDRAFT_149313,-,-,Unknown,-,thioredoxin-like protein,protein-coding,-,-,-,thioredoxin-like protein,20200919,-
692275,27902620,SEPMUDRAFT_149314,SEPMUDRAFT_149314,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902621,SEPMUDRAFT_149315,SEPMUDRAFT_149315,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902622,SEPMUDRAFT_149316,SEPMUDRAFT_149316,-,-,Unknown,-,glycoside hydrolase family 128 protein,protein-coding,-,-,-,glycoside hydrolase family 128 protein,20200919,-
692275,27902623,SEPMUDRAFT_149318,SEPMUDRAFT_149318,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902624,SEPMUDRAFT_149320,SEPMUDRAFT_149320,-,-,Unknown,-,FtsJ-domain-containing protein,protein-coding,-,-,-,FtsJ-domain-containing protein,20200919,-
692275,27902625,SEPMUDRAFT_149321,SEPMUDRAFT_149321,-,-,Unknown,-,SCF ubiquitin ligase subunit CulC,protein-coding,-,-,-,SCF ubiquitin ligase subunit CulC,20200919,-
692275,27902626,SEPMUDRAFT_149322,SEPMUDRAFT_149322,-,-,Unknown,-,glycoside hydrolase family 128 protein,protein-coding,-,-,-,glycoside hydrolase family 128 protein,20200919,-
692275,27902627,SEPMUDRAFT_149324,SEPMUDRAFT_149324,-,-,Unknown,-,TFIID_20kDa-domain-containing protein,protein-coding,-,-,-,TFIID_20kDa-domain-containing protein,20200919,-
692275,27902628,SEPMUDRAFT_149325,SEPMUDRAFT_149325,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902629,SEPMUDRAFT_149326,SEPMUDRAFT_149326,-,-,Unknown,-,Protoporphyrinogen oxidase,protein-coding,-,-,-,Protoporphyrinogen oxidase,20200919,-
692275,27902630,SEPMUDRAFT_149330,SEPMUDRAFT_149330,-,-,Unknown,-,H+/nucleoside cotransporter,protein-coding,-,-,-,H+/nucleoside cotransporter,20200919,-
692275,27902631,SEPMUDRAFT_149331,SEPMUDRAFT_149331,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902632,SEPMUDRAFT_149332,SEPMUDRAFT_149332,-,-,Unknown,-,3HCDH_N-domain-containing protein,protein-coding,-,-,-,3HCDH_N-domain-containing protein,20200919,-
692275,27902633,SEPMUDRAFT_149334,SEPMUDRAFT_149334,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902634,SEPMUDRAFT_149336,SEPMUDRAFT_149336,-,-,Unknown,-,ras-domain-containing protein,protein-coding,-,-,-,ras-domain-containing protein,20200919,-
692275,27902635,SEPMUDRAFT_149339,SEPMUDRAFT_149339,-,-,Unknown,-,RNA-binding domain-containing protein,protein-coding,-,-,-,RNA-binding domain-containing protein,20200919,-
692275,27902636,SEPMUDRAFT_14934,SEPMUDRAFT_14934,-,-,Unknown,-,transcriptional coactivator/pterin dehydratase,protein-coding,-,-,-,transcriptional coactivator/pterin dehydratase,20200919,-
692275,27902637,SEPMUDRAFT_149340,SEPMUDRAFT_149340,-,-,Unknown,-,RabGAP/TBC,protein-coding,-,-,-,RabGAP/TBC,20200919,-
692275,27902638,SEPMUDRAFT_149343,SEPMUDRAFT_149343,-,-,Unknown,-,E1-like protein-activating,protein-coding,-,-,-,E1-like protein-activating,20200919,-
692275,27902639,SEPMUDRAFT_149347,SEPMUDRAFT_149347,-,-,Unknown,-,translation factor,protein-coding,-,-,-,translation factor,20200919,-
692275,27902640,SEPMUDRAFT_149348,SEPMUDRAFT_149348,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902641,SEPMUDRAFT_149351,SEPMUDRAFT_149351,-,-,Unknown,-,ATP binding protein,protein-coding,-,-,-,ATP binding protein,20200919,-
692275,27902642,SEPMUDRAFT_149353,SEPMUDRAFT_149353,-,-,Unknown,-,phosphoglycerate mutase-like protein,protein-coding,-,-,-,phosphoglycerate mutase-like protein,20200919,-
692275,27902643,SEPMUDRAFT_149356,SEPMUDRAFT_149356,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902644,SEPMUDRAFT_149357,SEPMUDRAFT_149357,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902645,SEPMUDRAFT_149360,SEPMUDRAFT_149360,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902646,SEPMUDRAFT_149362,SEPMUDRAFT_149362,-,-,Unknown,-,Pkinase-domain-containing protein,protein-coding,-,-,-,Pkinase-domain-containing protein,20200919,-
692275,27902647,SEPMUDRAFT_149363,SEPMUDRAFT_149363,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902648,SEPMUDRAFT_149366,SEPMUDRAFT_149366,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902649,SEPMUDRAFT_149368,SEPMUDRAFT_149368,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902650,SEPMUDRAFT_149370,SEPMUDRAFT_149370,-,-,Unknown,-,pre-mRNA branch site protein p14,protein-coding,-,-,-,pre-mRNA branch site protein p14,20200919,-
692275,27902651,SEPMUDRAFT_149371,SEPMUDRAFT_149371,-,-,Unknown,-,glycosyltransferase family 33 protein,protein-coding,-,-,-,glycosyltransferase family 33 protein,20200919,-
692275,27902652,SEPMUDRAFT_149373,SEPMUDRAFT_149373,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902653,SEPMUDRAFT_149375,SEPMUDRAFT_149375,-,-,Unknown,-,DNA_pol_E_B-domain-containing protein,protein-coding,-,-,-,DNA_pol_E_B-domain-containing protein,20200919,-
692275,27902654,SEPMUDRAFT_149378,SEPMUDRAFT_149378,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902655,SEPMUDRAFT_149379,SEPMUDRAFT_149379,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902656,SEPMUDRAFT_149381,SEPMUDRAFT_149381,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902657,SEPMUDRAFT_149382,SEPMUDRAFT_149382,-,-,Unknown,-,beta-sandwich domain of Sec23/24,protein-coding,-,-,-,beta-sandwich domain of Sec23/24,20200919,-
692275,27902658,SEPMUDRAFT_149384,SEPMUDRAFT_149384,-,-,Unknown,-,Arp2/3 complex subunit Arc16,protein-coding,-,-,-,Arp2/3 complex subunit Arc16,20200919,-
692275,27902659,SEPMUDRAFT_149386,SEPMUDRAFT_149386,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902660,SEPMUDRAFT_149389,SEPMUDRAFT_149389,-,-,Unknown,-,apses-domain-containing protein,protein-coding,-,-,-,apses-domain-containing protein,20200919,-
692275,27902661,SEPMUDRAFT_149390,SEPMUDRAFT_149390,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902662,SEPMUDRAFT_149391,SEPMUDRAFT_149391,-,-,Unknown,-,ubiquitin-conjugating enzyme E2-16 kDa,protein-coding,-,-,-,ubiquitin-conjugating enzyme E2-16 kDa,20200919,-
692275,27902663,SEPMUDRAFT_149393,SEPMUDRAFT_149393,-,-,Unknown,-,glutaryl-CoA dehydrogenase mitochondrial precursor,protein-coding,-,-,-,glutaryl-CoA dehydrogenase mitochondrial precursor,20200919,-
692275,27902664,SEPMUDRAFT_149394,SEPMUDRAFT_149394,-,-,Unknown,-,flap endonuclease,protein-coding,-,-,-,flap endonuclease,20200919,-
692275,27902665,SEPMUDRAFT_149395,SEPMUDRAFT_149395,-,-,Unknown,-,phosphoglucomutase-2,protein-coding,-,-,-,phosphoglucomutase-2,20200919,-
692275,27902666,SEPMUDRAFT_149400,SEPMUDRAFT_149400,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902667,SEPMUDRAFT_149401,SEPMUDRAFT_149401,-,-,Unknown,-,carboxylase:pyruvate/acetyl-coa/propionyl-CoA,protein-coding,-,-,-,carboxylase:pyruvate/acetyl-coa/propionyl-CoA,20200919,-
692275,27902668,SEPMUDRAFT_149403,SEPMUDRAFT_149403,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902669,SEPMUDRAFT_149404,SEPMUDRAFT_149404,-,-,Unknown,-,actin-bundling protein Sac6,protein-coding,-,-,-,actin-bundling protein Sac6,20200919,-
692275,27902670,SEPMUDRAFT_149405,SEPMUDRAFT_149405,-,-,Unknown,-,GPP34-domain-containing protein,protein-coding,-,-,-,GPP34-domain-containing protein,20200919,-
692275,27902671,SEPMUDRAFT_149407,SEPMUDRAFT_149407,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902672,SEPMUDRAFT_149414,SEPMUDRAFT_149414,-,-,Unknown,-,NADP-dependent malic enzyme,protein-coding,-,-,-,NADP-dependent malic enzyme,20200919,-
692275,27902673,SEPMUDRAFT_149416,SEPMUDRAFT_149416,-,-,Unknown,-,AMP-binding enzyme,protein-coding,-,-,-,AMP-binding enzyme,20200919,-
692275,27902674,SEPMUDRAFT_149418,SEPMUDRAFT_149418,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902675,SEPMUDRAFT_149420,SEPMUDRAFT_149420,-,-,Unknown,-,Rad21_Rec8_N-domain-containing protein,protein-coding,-,-,-,Rad21_Rec8_N-domain-containing protein,20200919,-
692275,27902676,SEPMUDRAFT_149421,SEPMUDRAFT_149421,-,-,Unknown,-,FeS cluster assembly scaffold IscU,protein-coding,-,-,-,FeS cluster assembly scaffold IscU,20200919,-
692275,27902677,SEPMUDRAFT_149424,SEPMUDRAFT_149424,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902678,SEPMUDRAFT_149427,SEPMUDRAFT_149427,-,-,Unknown,-,NAD-dependent deacetylase sirtuin-2,protein-coding,-,-,-,NAD-dependent deacetylase sirtuin-2,20200919,-
692275,27902679,SEPMUDRAFT_149428,SEPMUDRAFT_149428,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902680,SEPMUDRAFT_149429,SEPMUDRAFT_149429,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902681,SEPMUDRAFT_149430,SEPMUDRAFT_149430,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20200919,-
692275,27902682,SEPMUDRAFT_149431,SEPMUDRAFT_149431,-,-,Unknown,-,cytochrome b5,protein-coding,-,-,-,cytochrome b5,20200919,-
692275,27902683,SEPMUDRAFT_149433,SEPMUDRAFT_149433,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902684,SEPMUDRAFT_149434,SEPMUDRAFT_149434,-,-,Unknown,-,TPT-domain-containing protein,protein-coding,-,-,-,TPT-domain-containing protein,20200919,-
692275,27902685,SEPMUDRAFT_149435,SEPMUDRAFT_149435,-,-,Unknown,-,UDP-galactopyranose mutase,protein-coding,-,-,-,UDP-galactopyranose mutase,20200919,-
692275,27902686,SEPMUDRAFT_149436,SEPMUDRAFT_149436,-,-,Unknown,-,Rhodanese-like protein,protein-coding,-,-,-,Rhodanese-like protein,20200919,-
692275,27902687,SEPMUDRAFT_149440,SEPMUDRAFT_149440,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902688,SEPMUDRAFT_149441,SEPMUDRAFT_149441,-,-,Unknown,-,glycosyltransferase family 20 protein,protein-coding,-,-,-,glycosyltransferase family 20 protein,20200919,-
692275,27902689,SEPMUDRAFT_149443,SEPMUDRAFT_149443,-,-,Unknown,-,Creatinase/aminopeptidase,protein-coding,-,-,-,Creatinase/aminopeptidase,20200919,-
692275,27902690,SEPMUDRAFT_149444,SEPMUDRAFT_149444,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902691,SEPMUDRAFT_149445,SEPMUDRAFT_149445,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902692,SEPMUDRAFT_149446,SEPMUDRAFT_149446,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902693,SEPMUDRAFT_149447,SEPMUDRAFT_149447,-,-,Unknown,-,formamidase FmdS,protein-coding,-,-,-,formamidase FmdS,20200919,-
692275,27902694,SEPMUDRAFT_149448,SEPMUDRAFT_149448,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902695,SEPMUDRAFT_149449,SEPMUDRAFT_149449,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902696,SEPMUDRAFT_149450,SEPMUDRAFT_149450,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902697,SEPMUDRAFT_149451,SEPMUDRAFT_149451,-,-,Unknown,-,glycoside hydrolase family 20 protein,protein-coding,-,-,-,glycoside hydrolase family 20 protein,20200919,-
692275,27902698,SEPMUDRAFT_149452,SEPMUDRAFT_149452,-,-,Unknown,-,OST3_OST6-domain-containing protein,protein-coding,-,-,-,OST3_OST6-domain-containing protein,20200919,-
692275,27902699,SEPMUDRAFT_149453,SEPMUDRAFT_149453,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902700,SEPMUDRAFT_149456,SEPMUDRAFT_149456,-,-,Unknown,-,NAD-specific glutamate dehydrogenase,protein-coding,-,-,-,NAD-specific glutamate dehydrogenase,20200919,-
692275,27902701,SEPMUDRAFT_149457,SEPMUDRAFT_149457,-,-,Unknown,-,glycoside hydrolase family 16 protein,protein-coding,-,-,-,glycoside hydrolase family 16 protein,20200919,-
692275,27902702,SEPMUDRAFT_149460,SEPMUDRAFT_149460,-,-,Unknown,-,gamma-glutamyl phosphate reductase,protein-coding,-,-,-,gamma-glutamyl phosphate reductase,20200919,-
692275,27902703,SEPMUDRAFT_149461,SEPMUDRAFT_149461,-,-,Unknown,-,ubiquitin-domain-containing protein,protein-coding,-,-,-,ubiquitin-domain-containing protein,20210313,-
692275,27902704,SEPMUDRAFT_149462,SEPMUDRAFT_149462,-,-,Unknown,-,proteasome regulatory particle subunit,protein-coding,-,-,-,proteasome regulatory particle subunit,20200919,-
692275,27902705,SEPMUDRAFT_149463,SEPMUDRAFT_149463,-,-,Unknown,-,RNA-binding domain-containing protein,protein-coding,-,-,-,RNA-binding domain-containing protein,20200919,-
692275,27902706,SEPMUDRAFT_149465,SEPMUDRAFT_149465,-,-,Unknown,-,5-oxoprolinase,protein-coding,-,-,-,5-oxoprolinase,20200919,-
692275,27902707,SEPMUDRAFT_149466,SEPMUDRAFT_149466,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902708,SEPMUDRAFT_149469,SEPMUDRAFT_149469,-,-,Unknown,-,histone-fold-containing protein,protein-coding,-,-,-,histone-fold-containing protein,20200919,-
692275,27902709,SEPMUDRAFT_149471,SEPMUDRAFT_149471,-,-,Unknown,-,"haloacid dehalogenase, type II",protein-coding,-,-,-,"haloacid dehalogenase, type II",20200919,-
692275,27902710,SEPMUDRAFT_149472,SEPMUDRAFT_149472,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902711,SEPMUDRAFT_149475,SEPMUDRAFT_149475,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902712,SEPMUDRAFT_149476,SEPMUDRAFT_149476,-,-,Unknown,-,beta and beta-prime subunits of DNA dependent RNA-polymerase,protein-coding,-,-,-,beta and beta-prime subunits of DNA dependent RNA-polymerase,20200919,-
692275,27902713,SEPMUDRAFT_149477,SEPMUDRAFT_149477,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902714,SEPMUDRAFT_149478,SEPMUDRAFT_149478,-,-,Unknown,-,DNA repair helicase RAD3,protein-coding,-,-,-,DNA repair helicase RAD3,20200919,-
692275,27902715,SEPMUDRAFT_149479,SEPMUDRAFT_149479,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902716,SEPMUDRAFT_149480,SEPMUDRAFT_149480,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20200919,-
692275,27902717,SEPMUDRAFT_149481,SEPMUDRAFT_149481,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902718,SEPMUDRAFT_149483,SEPMUDRAFT_149483,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902719,SEPMUDRAFT_149484,SEPMUDRAFT_149484,-,-,Unknown,-,spindle assembly checkpoint component MAD1,protein-coding,-,-,-,spindle assembly checkpoint component MAD1,20200919,-
692275,27902720,SEPMUDRAFT_149486,SEPMUDRAFT_149486,-,-,Unknown,-,SHMT-domain-containing protein,protein-coding,-,-,-,SHMT-domain-containing protein,20200919,-
692275,27902721,SEPMUDRAFT_149489,SEPMUDRAFT_149489,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902722,SEPMUDRAFT_149490,SEPMUDRAFT_149490,-,-,Unknown,-,6-phosphogluconate dehydrogenase Gnd1,protein-coding,-,-,-,6-phosphogluconate dehydrogenase Gnd1,20200919,-
692275,27902723,SEPMUDRAFT_149493,SEPMUDRAFT_149493,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902724,SEPMUDRAFT_149494,SEPMUDRAFT_149494,-,-,Unknown,-,glutathione S-transferase,protein-coding,-,-,-,glutathione S-transferase,20200919,-
692275,27902725,SEPMUDRAFT_149495,SEPMUDRAFT_149495,-,-,Unknown,-,oligosaccharyltransferase alpha subunit,protein-coding,-,-,-,oligosaccharyltransferase alpha subunit,20200919,-
692275,27902726,SEPMUDRAFT_149496,SEPMUDRAFT_149496,-,-,Unknown,-,yippee-domain-containing protein,protein-coding,-,-,-,yippee-domain-containing protein,20200919,-
692275,27902727,SEPMUDRAFT_149497,SEPMUDRAFT_149497,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902728,SEPMUDRAFT_149499,SEPMUDRAFT_149499,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902729,SEPMUDRAFT_149501,SEPMUDRAFT_149501,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902730,SEPMUDRAFT_149503,SEPMUDRAFT_149503,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902731,SEPMUDRAFT_149504,SEPMUDRAFT_149504,-,-,Unknown,-,TPR-like protein,protein-coding,-,-,-,TPR-like protein,20200919,-
692275,27902732,SEPMUDRAFT_149505,SEPMUDRAFT_149505,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20200919,-
692275,27902733,SEPMUDRAFT_149507,SEPMUDRAFT_149507,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902734,SEPMUDRAFT_149508,SEPMUDRAFT_149508,-,-,Unknown,-,nuclear serine protease HtrA2/Nma111,protein-coding,-,-,-,nuclear serine protease HtrA2/Nma111,20200919,-
692275,27902735,SEPMUDRAFT_149510,SEPMUDRAFT_149510,-,-,Unknown,-,small oligopeptide transporter,protein-coding,-,-,-,small oligopeptide transporter,20200919,-
692275,27902736,SEPMUDRAFT_149511,SEPMUDRAFT_149511,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902737,SEPMUDRAFT_149513,SEPMUDRAFT_149513,-,-,Unknown,-,Hexokinase_2-domain-containing protein,protein-coding,-,-,-,Hexokinase_2-domain-containing protein,20200919,-
692275,27902738,SEPMUDRAFT_149515,SEPMUDRAFT_149515,-,-,Unknown,-,cora-domain-containing protein,protein-coding,-,-,-,cora-domain-containing protein,20200919,-
692275,27902739,SEPMUDRAFT_149516,SEPMUDRAFT_149516,-,-,Unknown,-,glycosyltransferase family 20 protein,protein-coding,-,-,-,glycosyltransferase family 20 protein,20200919,-
692275,27902740,SEPMUDRAFT_149518,SEPMUDRAFT_149518,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902741,SEPMUDRAFT_149519,SEPMUDRAFT_149519,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902742,SEPMUDRAFT_149521,SEPMUDRAFT_149521,-,-,Unknown,-,ADP-ribosylation factor family protein,protein-coding,-,-,-,ADP-ribosylation factor family protein,20200919,-
692275,27902743,SEPMUDRAFT_149523,SEPMUDRAFT_149523,-,-,Unknown,-,DNA-directed RNA polymerase I subunit beta,protein-coding,-,-,-,DNA-directed RNA polymerase I subunit beta,20200919,-
692275,27902744,SEPMUDRAFT_149524,SEPMUDRAFT_149524,-,-,Unknown,-,FAD/NAD(P)-binding domain-containing protein,protein-coding,-,-,-,FAD/NAD(P)-binding domain-containing protein,20200919,-
692275,27902745,SEPMUDRAFT_149525,SEPMUDRAFT_149525,-,-,Unknown,-,alpha/beta-hydrolase,protein-coding,-,-,-,alpha/beta-hydrolase,20200919,-
692275,27902746,SEPMUDRAFT_149526,SEPMUDRAFT_149526,-,-,Unknown,-,ubiquinol-cytochrome C reductase,protein-coding,-,-,-,ubiquinol-cytochrome C reductase,20200919,-
692275,27902747,SEPMUDRAFT_149527,SEPMUDRAFT_149527,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902748,SEPMUDRAFT_149528,SEPMUDRAFT_149528,-,-,Unknown,-,WD40 repeat-like protein,protein-coding,-,-,-,WD40 repeat-like protein,20200919,-
692275,27902749,SEPMUDRAFT_149529,SEPMUDRAFT_149529,-,-,Unknown,-,Ribosomal_L27e-domain-containing protein,protein-coding,-,-,-,Ribosomal_L27e-domain-containing protein,20200919,-
692275,27902750,SEPMUDRAFT_149530,SEPMUDRAFT_149530,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902751,SEPMUDRAFT_149531,SEPMUDRAFT_149531,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902752,SEPMUDRAFT_149532,SEPMUDRAFT_149532,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902753,SEPMUDRAFT_149537,SEPMUDRAFT_149537,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902754,SEPMUDRAFT_149539,SEPMUDRAFT_149539,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902755,SEPMUDRAFT_149541,SEPMUDRAFT_149541,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902756,SEPMUDRAFT_149542,SEPMUDRAFT_149542,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902757,SEPMUDRAFT_149543,SEPMUDRAFT_149543,-,-,Unknown,-,proteasome subunit beta type-5 precursor,protein-coding,-,-,-,proteasome subunit beta type-5 precursor,20200919,-
692275,27902758,SEPMUDRAFT_149544,SEPMUDRAFT_149544,-,-,Unknown,-,kinase-like protein,protein-coding,-,-,-,kinase-like protein,20200919,-
692275,27902759,SEPMUDRAFT_149546,SEPMUDRAFT_149546,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902760,SEPMUDRAFT_149547,SEPMUDRAFT_149547,-,-,Unknown,-,stomatin family protein,protein-coding,-,-,-,stomatin family protein,20200919,-
692275,27902761,SEPMUDRAFT_149549,SEPMUDRAFT_149549,-,-,Unknown,-,kinase-like protein,protein-coding,-,-,-,kinase-like protein,20200919,-
692275,27902762,SEPMUDRAFT_149551,SEPMUDRAFT_149551,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
692275,27902763,SEPMUDRAFT_149553,SEPMUDRAFT_149553,-,-,Unknown,-,alpha-actinin-2,protein-coding,-,-,-,alpha-actinin-2,20200919,-
692275,27902764,SEPMUDRAFT_149554,SEPMUDRAFT_149554,-,-,Unknown,-,Ribosomal_L27-domain-containing protein,protein-coding,-,-,-,Ribosomal_L27-domain-containing protein,20200919,-
692275,27902765,SEPMUDRAFT_149556,SEPMUDRAFT_149556,-,-,Unknown,-,nucleoside diphosphate kinase,protein-coding,-,-,-,nucleoside diphosphate kinase,20200919,-
692275,27902766,SEPMUDRAFT_149557,SEPMUDRAFT_149557,-,-,Unknown,-,glycoside hydrolase family 31 protein,protein-coding,-,-,-,glycoside hydrolase family 31 protein,20200919,-
692275,27902767,SEPMUDRAFT_149559,SEPMUDRAFT_149559,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
