#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
148305,3974703,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene (Magnaporthe grisea).,other,-,-,-,-,20190318,-
148305,41962113,PgNI_07189,PgNI_07189,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962114,PgNI_07190,PgNI_07190,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962115,PgNI_07191,PgNI_07191,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962116,PgNI_07192,PgNI_07192,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962117,PgNI_07193,PgNI_07193,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962118,PgNI_07194,PgNI_07194,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962119,PgNI_07195,PgNI_07195,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962120,PgNI_07196,PgNI_07196,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962121,PgNI_07197,PgNI_07197,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962122,PgNI_07198,PgNI_07198,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962123,PgNI_07199,PgNI_07199,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962124,PgNI_07200,PgNI_07200,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962125,PgNI_07201,PgNI_07201,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962126,PgNI_07202,PgNI_07202,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962127,PgNI_07203,PgNI_07203,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962128,PgNI_07204,PgNI_07204,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962129,PgNI_07205,PgNI_07205,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962130,PgNI_07206,PgNI_07206,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962131,PgNI_07207,PgNI_07207,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962132,PgNI_07208,PgNI_07208,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962133,PgNI_07209,PgNI_07209,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962134,PgNI_07210,PgNI_07210,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962135,PgNI_07211,PgNI_07211,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962136,PgNI_07212,PgNI_07212,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962137,PgNI_07213,PgNI_07213,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962138,PgNI_07214,PgNI_07214,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962139,PgNI_07215,PgNI_07215,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962140,PgNI_07216,PgNI_07216,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962141,PgNI_07217,PgNI_07217,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962142,PgNI_07218,PgNI_07218,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962143,PgNI_07219,PgNI_07219,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962144,PgNI_07220,PgNI_07220,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962145,PgNI_07221,PgNI_07221,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962146,PgNI_07222,PgNI_07222,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962147,PgNI_07223,PgNI_07223,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962148,PgNI_07224,PgNI_07224,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962149,PgNI_07225,PgNI_07225,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962150,PgNI_07226,PgNI_07226,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962151,PgNI_07227,PgNI_07227,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962152,PgNI_07228,PgNI_07228,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962153,PgNI_07229,PgNI_07229,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962154,PgNI_07230,PgNI_07230,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962155,PgNI_07231,PgNI_07231,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962156,PgNI_07232,PgNI_07232,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962157,PgNI_07233,PgNI_07233,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962158,PgNI_07234,PgNI_07234,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962159,PgNI_07235,PgNI_07235,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962160,PgNI_07236,PgNI_07236,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962161,PgNI_07237,PgNI_07237,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962162,PgNI_07238,PgNI_07238,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962163,PgNI_07239,PgNI_07239,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962164,PgNI_07240,PgNI_07240,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962165,PgNI_07241,PgNI_07241,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962166,PgNI_07242,PgNI_07242,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962167,PgNI_07243,PgNI_07243,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962168,PgNI_07244,PgNI_07244,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962169,PgNI_07245,PgNI_07245,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962170,PgNI_07246,PgNI_07246,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962171,PgNI_07247,PgNI_07247,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962172,PgNI_07248,PgNI_07248,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962173,PgNI_07249,PgNI_07249,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962174,PgNI_07250,PgNI_07250,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962175,PgNI_07251,PgNI_07251,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962176,PgNI_07252,PgNI_07252,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962177,PgNI_07253,PgNI_07253,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962178,PgNI_07254,PgNI_07254,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962179,PgNI_07255,PgNI_07255,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962180,PgNI_07256,PgNI_07256,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962181,PgNI_07257,PgNI_07257,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962182,PgNI_07258,PgNI_07258,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962183,PgNI_07259,PgNI_07259,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962184,PgNI_07260,PgNI_07260,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962185,PgNI_07261,PgNI_07261,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962186,PgNI_07262,PgNI_07262,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962187,PgNI_07263,PgNI_07263,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962188,PgNI_07264,PgNI_07264,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962189,PgNI_07265,PgNI_07265,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962190,PgNI_07266,PgNI_07266,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962191,PgNI_07267,PgNI_07267,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962192,PgNI_07268,PgNI_07268,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962193,PgNI_07269,PgNI_07269,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962194,PgNI_07270,PgNI_07270,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962195,PgNI_07271,PgNI_07271,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962196,PgNI_07272,PgNI_07272,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962197,PgNI_07273,PgNI_07273,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962198,PgNI_07274,PgNI_07274,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962199,PgNI_07275,PgNI_07275,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962200,PgNI_07276,PgNI_07276,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962201,PgNI_07277,PgNI_07277,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962202,PgNI_07278,PgNI_07278,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962203,PgNI_07279,PgNI_07279,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962204,PgNI_07280,PgNI_07280,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962205,PgNI_07281,PgNI_07281,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962206,PgNI_07282,PgNI_07282,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962207,PgNI_07283,PgNI_07283,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962208,PgNI_07284,PgNI_07284,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962209,PgNI_07285,PgNI_07285,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962210,PgNI_07286,PgNI_07286,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962211,PgNI_07287,PgNI_07287,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962212,PgNI_07288,PgNI_07288,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962213,PgNI_07289,PgNI_07289,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962214,PgNI_07290,PgNI_07290,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962215,PgNI_07291,PgNI_07291,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962216,PgNI_07292,PgNI_07292,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962217,PgNI_07293,PgNI_07293,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962218,PgNI_07294,PgNI_07294,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962219,PgNI_07295,PgNI_07295,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962220,PgNI_07296,PgNI_07296,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962221,PgNI_07297,PgNI_07297,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962222,PgNI_07298,PgNI_07298,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962223,PgNI_07299,PgNI_07299,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962224,PgNI_07300,PgNI_07300,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962225,PgNI_07301,PgNI_07301,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962226,PgNI_07302,PgNI_07302,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962227,PgNI_07303,PgNI_07303,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962228,PgNI_07304,PgNI_07304,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962229,PgNI_07305,PgNI_07305,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962230,PgNI_07306,PgNI_07306,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962231,PgNI_07307,PgNI_07307,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200926,-
148305,41962232,PgNI_07308,PgNI_07308,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962233,PgNI_07309,PgNI_07309,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962234,PgNI_07310,PgNI_07310,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962235,PgNI_07311,PgNI_07311,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962236,PgNI_07312,PgNI_07312,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962237,PgNI_07313,PgNI_07313,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962238,PgNI_07314,PgNI_07314,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962239,PgNI_07315,PgNI_07315,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962240,PgNI_07316,PgNI_07316,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962241,PgNI_07317,PgNI_07317,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962242,PgNI_07318,PgNI_07318,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962243,PgNI_07319,PgNI_07319,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962244,PgNI_07320,PgNI_07320,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962245,PgNI_07321,PgNI_07321,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962246,PgNI_07323,PgNI_07323,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962247,PgNI_07324,PgNI_07324,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962248,PgNI_07325,PgNI_07325,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962249,PgNI_07326,PgNI_07326,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962250,PgNI_07327,PgNI_07327,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962251,PgNI_07328,PgNI_07328,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962252,PgNI_07329,PgNI_07329,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962253,PgNI_07330,PgNI_07330,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962254,PgNI_07331,PgNI_07331,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962255,PgNI_07332,PgNI_07332,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962256,PgNI_07333,PgNI_07333,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962257,PgNI_07334,PgNI_07334,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962258,PgNI_07335,PgNI_07335,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962259,PgNI_07336,PgNI_07336,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962260,PgNI_07337,PgNI_07337,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962261,PgNI_07338,PgNI_07338,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962262,PgNI_07339,PgNI_07339,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962263,PgNI_07340,PgNI_07340,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962264,PgNI_07341,PgNI_07341,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962265,PgNI_07342,PgNI_07342,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962266,PgNI_07343,PgNI_07343,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962267,PgNI_07344,PgNI_07344,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962268,PgNI_07345,PgNI_07345,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962269,PgNI_07346,PgNI_07346,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962270,PgNI_07347,PgNI_07347,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962271,PgNI_07349,PgNI_07349,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962272,PgNI_07350,PgNI_07350,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962273,PgNI_07351,PgNI_07351,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962274,PgNI_07352,PgNI_07352,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962275,PgNI_07353,PgNI_07353,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962276,PgNI_07354,PgNI_07354,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962277,PgNI_07355,PgNI_07355,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962278,PgNI_07356,PgNI_07356,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962279,PgNI_07357,PgNI_07357,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962280,PgNI_07358,PgNI_07358,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962281,PgNI_07359,PgNI_07359,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962282,PgNI_07360,PgNI_07360,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962283,PgNI_07361,PgNI_07361,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962284,PgNI_07362,PgNI_07362,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962285,PgNI_07363,PgNI_07363,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962286,PgNI_07364,PgNI_07364,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962287,PgNI_07365,PgNI_07365,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962288,PgNI_07366,PgNI_07366,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962289,PgNI_07367,PgNI_07367,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962290,PgNI_07368,PgNI_07368,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962291,PgNI_07369,PgNI_07369,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962292,PgNI_07370,PgNI_07370,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962293,PgNI_07371,PgNI_07371,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962294,PgNI_07372,PgNI_07372,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962295,PgNI_07373,PgNI_07373,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962296,PgNI_07374,PgNI_07374,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962297,PgNI_07375,PgNI_07375,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962298,PgNI_07376,PgNI_07376,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962299,PgNI_07377,PgNI_07377,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962300,PgNI_07378,PgNI_07378,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962301,PgNI_07379,PgNI_07379,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962302,PgNI_07380,PgNI_07380,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962303,PgNI_07381,PgNI_07381,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962304,PgNI_07382,PgNI_07382,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962305,PgNI_07383,PgNI_07383,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962306,PgNI_07384,PgNI_07384,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962307,PgNI_07385,PgNI_07385,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962308,PgNI_07386,PgNI_07386,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962309,PgNI_07387,PgNI_07387,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
