#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1912939,64654382,F5891DRAFT_1000001,F5891DRAFT_1000001,-,-,Unknown,-,cobalamin-independent synthase,protein-coding,-,-,-,cobalamin-independent synthase,20210605,-
1912939,64665524,F5891DRAFT_289224,F5891DRAFT_289224,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64665525,F5891DRAFT_2907,F5891DRAFT_2907,-,-,Unknown,-,NTF2-like protein,protein-coding,-,-,-,NTF2-like protein,20210605,-
1912939,64665526,F5891DRAFT_29118,F5891DRAFT_29118,-,-,Unknown,-,meiosis protein SPO22/ZIP4 like-domain-containing protein,protein-coding,-,-,-,meiosis protein SPO22/ZIP4 like-domain-containing protein,20210605,-
1912939,64665527,F5891DRAFT_292752,F5891DRAFT_292752,-,-,Unknown,-,P60-like protein,protein-coding,-,-,-,P60-like protein,20210605,-
1912939,64665528,F5891DRAFT_294009,F5891DRAFT_294009,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64665529,F5891DRAFT_294203,F5891DRAFT_294203,-,-,Unknown,-,peptidyl-tRNA hydrolase,protein-coding,-,-,-,peptidyl-tRNA hydrolase,20210605,-
1912939,64665530,F5891DRAFT_294658,F5891DRAFT_294658,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64665531,F5891DRAFT_294896,F5891DRAFT_294896,-,-,Unknown,-,ras-induced vulval development antagonist-domain-containing protein,protein-coding,-,-,-,ras-induced vulval development antagonist-domain-containing protein,20210605,-
1912939,64665532,F5891DRAFT_295493,F5891DRAFT_295493,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64665533,F5891DRAFT_295700,F5891DRAFT_295700,-,-,Unknown,-,thioredoxin-like protein,protein-coding,-,-,-,thioredoxin-like protein,20210605,-
1912939,64665534,F5891DRAFT_295745,F5891DRAFT_295745,-,-,Unknown,-,HAD-like protein,protein-coding,-,-,-,HAD-like protein,20210605,-
1912939,64665535,F5891DRAFT_29694,F5891DRAFT_29694,-,-,Unknown,-,TPR-like protein,protein-coding,-,-,-,TPR-like protein,20210605,-
1912939,64665536,F5891DRAFT_297043,F5891DRAFT_297043,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64665537,F5891DRAFT_297134,F5891DRAFT_297134,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64665538,F5891DRAFT_297327,F5891DRAFT_297327,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64665539,F5891DRAFT_297443,F5891DRAFT_297443,-,-,Unknown,-,Alpha/Beta hydrolase protein,protein-coding,-,-,-,Alpha/Beta hydrolase protein,20210605,-
1912939,64665540,F5891DRAFT_297881,F5891DRAFT_297881,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64665541,F5891DRAFT_297905,F5891DRAFT_297905,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64665542,F5891DRAFT_298024,F5891DRAFT_298024,-,-,Unknown,-,cytochrome b5,protein-coding,-,-,-,cytochrome b5,20210605,-
1912939,64665543,F5891DRAFT_298567,F5891DRAFT_298567,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64665544,F5891DRAFT_298736,F5891DRAFT_298736,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64665545,F5891DRAFT_298760,F5891DRAFT_298760,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64665546,F5891DRAFT_299162,F5891DRAFT_299162,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64665547,F5891DRAFT_299172,F5891DRAFT_299172,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64665548,F5891DRAFT_299560,F5891DRAFT_299560,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64665549,F5891DRAFT_29959,F5891DRAFT_29959,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64665550,F5891DRAFT_299681,F5891DRAFT_299681,-,-,Unknown,-,N-terminal nucleophile aminohydrolase,protein-coding,-,-,-,N-terminal nucleophile aminohydrolase,20210605,-
1912939,64665551,F5891DRAFT_299737,F5891DRAFT_299737,-,-,Unknown,-,copper transporter,protein-coding,-,-,-,copper transporter,20210605,-
1912939,64665552,F5891DRAFT_299800,F5891DRAFT_299800,-,-,Unknown,-,copper transporter,protein-coding,-,-,-,copper transporter,20210605,-
1912939,64665553,F5891DRAFT_300079,F5891DRAFT_300079,-,-,Unknown,-,aryl-alcohol dehydrogenase,protein-coding,-,-,-,aryl-alcohol dehydrogenase,20210605,-
1912939,64665554,F5891DRAFT_300230,F5891DRAFT_300230,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64665555,F5891DRAFT_30031,F5891DRAFT_30031,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64665556,F5891DRAFT_300468,F5891DRAFT_300468,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64665557,F5891DRAFT_300480,F5891DRAFT_300480,-,-,Unknown,-,"NUZM, NADH-ubiquinone oxidoreductase 21.3 kDa subunit",protein-coding,-,-,-,"NUZM, NADH-ubiquinone oxidoreductase 21.3 kDa subunit",20210507,-
1912939,64665558,F5891DRAFT_300727,F5891DRAFT_300727,-,-,Unknown,-,meiotic nuclear division protein 1,protein-coding,-,-,-,meiotic nuclear division protein 1,20210605,-
1912939,64665559,F5891DRAFT_300871,F5891DRAFT_300871,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64665560,F5891DRAFT_300899,F5891DRAFT_300899,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64665561,F5891DRAFT_301086,F5891DRAFT_301086,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64665562,F5891DRAFT_301757,F5891DRAFT_301757,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64665563,F5891DRAFT_301885,F5891DRAFT_301885,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64665564,F5891DRAFT_302140,F5891DRAFT_302140,-,-,Unknown,-,Josephin-domain-containing protein,protein-coding,-,-,-,Josephin-domain-containing protein,20210605,-
1912939,64665565,F5891DRAFT_302145,F5891DRAFT_302145,-,-,Unknown,-,heat shock protein 9/12-domain-containing protein,protein-coding,-,-,-,heat shock protein 9/12-domain-containing protein,20210605,-
1912939,64665566,F5891DRAFT_302252,F5891DRAFT_302252,-,-,Unknown,-,autophagy-related protein 27,protein-coding,-,-,-,autophagy-related protein 27,20210605,-
1912939,64665567,F5891DRAFT_302258,F5891DRAFT_302258,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64665568,F5891DRAFT_302267,F5891DRAFT_302267,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64665569,F5891DRAFT_302333,F5891DRAFT_302333,-,-,Unknown,-,NMD3 family-domain-containing protein,protein-coding,-,-,-,NMD3 family-domain-containing protein,20210605,-
1912939,64665570,F5891DRAFT_302429,F5891DRAFT_302429,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64665571,F5891DRAFT_302527,F5891DRAFT_302527,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64665572,F5891DRAFT_302633,F5891DRAFT_302633,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20210605,-
1912939,64665573,F5891DRAFT_302777,F5891DRAFT_302777,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64665574,F5891DRAFT_302904,F5891DRAFT_302904,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64665575,F5891DRAFT_303177,F5891DRAFT_303177,-,-,Unknown,-,NADH dehydrogenase 1 beta subcomplex subunit 3,protein-coding,-,-,-,NADH dehydrogenase 1 beta subcomplex subunit 3,20210605,-
1912939,64665576,F5891DRAFT_303334,F5891DRAFT_303334,-,-,Unknown,-,HAD-like domain-containing protein,protein-coding,-,-,-,HAD-like domain-containing protein,20210605,-
1912939,64665577,F5891DRAFT_303350,F5891DRAFT_303350,-,-,Unknown,-,tryptophan synthase beta subunit-like PLP-dependent enzyme,protein-coding,-,-,-,tryptophan synthase beta subunit-like PLP-dependent enzyme,20210605,-
1912939,64665578,F5891DRAFT_303392,F5891DRAFT_303392,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64665579,F5891DRAFT_303660,F5891DRAFT_303660,-,-,Unknown,-,fungal-specific transcription factor domain-containing protein,protein-coding,-,-,-,fungal-specific transcription factor domain-containing protein,20210605,-
1912939,64665580,F5891DRAFT_303719,F5891DRAFT_303719,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64665581,F5891DRAFT_30390,F5891DRAFT_30390,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20210605,-
1912939,64665582,F5891DRAFT_303905,F5891DRAFT_303905,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64665583,F5891DRAFT_304031,F5891DRAFT_304031,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64665584,F5891DRAFT_304091,F5891DRAFT_304091,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64665585,F5891DRAFT_304147,F5891DRAFT_304147,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64665586,F5891DRAFT_30588,F5891DRAFT_30588,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64665587,F5891DRAFT_3059,F5891DRAFT_3059,-,-,Unknown,-,DIL domain-containing protein,protein-coding,-,-,-,DIL domain-containing protein,20210605,-
1912939,64665588,F5891DRAFT_30697,F5891DRAFT_30697,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64665589,F5891DRAFT_307395,F5891DRAFT_307395,-,-,Unknown,-,GMC oxidoreductase-domain-containing protein,protein-coding,-,-,-,GMC oxidoreductase-domain-containing protein,20210605,-
1912939,64665590,F5891DRAFT_30754,F5891DRAFT_30754,-,-,Unknown,-,kinase-like domain-containing protein,protein-coding,-,-,-,kinase-like domain-containing protein,20210605,-
1912939,64665591,F5891DRAFT_30827,F5891DRAFT_30827,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64665592,F5891DRAFT_308583,F5891DRAFT_308583,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64665593,F5891DRAFT_309359,F5891DRAFT_309359,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64665594,F5891DRAFT_309404,F5891DRAFT_309404,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64665595,F5891DRAFT_309708,F5891DRAFT_309708,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64665596,F5891DRAFT_310105,F5891DRAFT_310105,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20210605,-
1912939,64665597,F5891DRAFT_310279,F5891DRAFT_310279,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20210605,-
1912939,64665598,F5891DRAFT_310879,F5891DRAFT_310879,-,-,Unknown,-,membrane bound O-acyl transferase family-domain-containing protein,protein-coding,-,-,-,membrane bound O-acyl transferase family-domain-containing protein,20210605,-
1912939,64665599,F5891DRAFT_311494,F5891DRAFT_311494,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64665600,F5891DRAFT_311521,F5891DRAFT_311521,-,-,Unknown,-,kinase-like domain-containing protein,protein-coding,-,-,-,kinase-like domain-containing protein,20210605,-
1912939,64665601,F5891DRAFT_312150,F5891DRAFT_312150,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64665602,F5891DRAFT_312395,F5891DRAFT_312395,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64665603,F5891DRAFT_312643,F5891DRAFT_312643,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64665604,F5891DRAFT_312762,F5891DRAFT_312762,-,-,Unknown,-,metallophosphoesterase domain-containing protein 1,protein-coding,-,-,-,metallophosphoesterase domain-containing protein 1,20210605,-
1912939,64665605,F5891DRAFT_312866,F5891DRAFT_312866,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64665606,F5891DRAFT_313184,F5891DRAFT_313184,-,-,Unknown,-,phospholipase C/P1 nuclease domain-containing protein,protein-coding,-,-,-,phospholipase C/P1 nuclease domain-containing protein,20210605,-
1912939,64665607,F5891DRAFT_313336,F5891DRAFT_313336,-,-,Unknown,-,Alpha/Beta hydrolase protein,protein-coding,-,-,-,Alpha/Beta hydrolase protein,20210605,-
1912939,64665608,F5891DRAFT_313341,F5891DRAFT_313341,-,-,Unknown,-,"guanine nucleotide binding protein, alpha subunit",protein-coding,-,-,-,"guanine nucleotide binding protein, alpha subunit",20210605,-
1912939,64665609,F5891DRAFT_313751,F5891DRAFT_313751,-,-,Unknown,-,DUF155-domain-containing protein,protein-coding,-,-,-,DUF155-domain-containing protein,20210605,-
1912939,64665610,F5891DRAFT_313954,F5891DRAFT_313954,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64665611,F5891DRAFT_314053,F5891DRAFT_314053,-,-,Unknown,-,GH3 auxin-responsive promoter-domain-containing protein,protein-coding,-,-,-,GH3 auxin-responsive promoter-domain-containing protein,20210605,-
1912939,64665612,F5891DRAFT_314185,F5891DRAFT_314185,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64665613,F5891DRAFT_314461,F5891DRAFT_314461,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64665614,F5891DRAFT_314475,F5891DRAFT_314475,-,-,Unknown,-,heterokaryon incompatibility protein-domain-containing protein,protein-coding,-,-,-,heterokaryon incompatibility protein-domain-containing protein,20210605,-
1912939,64665615,F5891DRAFT_314534,F5891DRAFT_314534,-,-,Unknown,-,uracil-DNA glycosylase-like protein,protein-coding,-,-,-,uracil-DNA glycosylase-like protein,20210605,-
1912939,64665616,F5891DRAFT_314616,F5891DRAFT_314616,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64665617,F5891DRAFT_31463,F5891DRAFT_31463,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64665618,F5891DRAFT_314788,F5891DRAFT_314788,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64665619,F5891DRAFT_315085,F5891DRAFT_315085,-,-,Unknown,-,glutathione S-transferase C-terminal-like protein,protein-coding,-,-,-,glutathione S-transferase C-terminal-like protein,20210605,-
1912939,64665620,F5891DRAFT_315106,F5891DRAFT_315106,-,-,Unknown,-,dihydrouridine synthase-domain-containing protein,protein-coding,-,-,-,dihydrouridine synthase-domain-containing protein,20210605,-
1912939,64665621,F5891DRAFT_315534,F5891DRAFT_315534,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64665622,F5891DRAFT_316086,F5891DRAFT_316086,-,-,Unknown,-,mitochondrial K+-H+ exchange-related-domain-containing protein,protein-coding,-,-,-,mitochondrial K+-H+ exchange-related-domain-containing protein,20210605,-
1912939,64665623,F5891DRAFT_316129,F5891DRAFT_316129,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64665624,F5891DRAFT_316223,F5891DRAFT_316223,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64665625,F5891DRAFT_316246,F5891DRAFT_316246,-,-,Unknown,-,WD40-repeat-containing domain protein,protein-coding,-,-,-,WD40-repeat-containing domain protein,20210605,-
1912939,64665626,F5891DRAFT_316326,F5891DRAFT_316326,-,-,Unknown,-,WD40-repeat-containing domain protein,protein-coding,-,-,-,WD40-repeat-containing domain protein,20210605,-
1912939,64665627,F5891DRAFT_317017,F5891DRAFT_317017,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64665628,F5891DRAFT_31707,F5891DRAFT_31707,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20210605,-
1912939,64665629,F5891DRAFT_317404,F5891DRAFT_317404,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64665630,F5891DRAFT_317715,F5891DRAFT_317715,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64665631,F5891DRAFT_317722,F5891DRAFT_317722,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64665632,F5891DRAFT_31897,F5891DRAFT_31897,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64665633,F5891DRAFT_320760,F5891DRAFT_320760,-,-,Unknown,-,Brix-domain-containing protein,protein-coding,-,-,-,Brix-domain-containing protein,20210605,-
1912939,64665634,F5891DRAFT_32125,F5891DRAFT_32125,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64665635,F5891DRAFT_322195,F5891DRAFT_322195,-,-,Unknown,-,Clavaminate synthase-like protein,protein-coding,-,-,-,Clavaminate synthase-like protein,20210605,-
1912939,64665636,F5891DRAFT_322411,F5891DRAFT_322411,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64665637,F5891DRAFT_322736,F5891DRAFT_322736,-,-,Unknown,-,N-terminal C2 in EEIG1 and EHBP1 proteins-domain-containing protein,protein-coding,-,-,-,N-terminal C2 in EEIG1 and EHBP1 proteins-domain-containing protein,20210605,-
1912939,64665638,F5891DRAFT_322762,F5891DRAFT_322762,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64665639,F5891DRAFT_322794,F5891DRAFT_322794,-,-,Unknown,-,Alpha/Beta hydrolase protein,protein-coding,-,-,-,Alpha/Beta hydrolase protein,20210605,-
1912939,64665640,F5891DRAFT_323243,F5891DRAFT_323243,-,-,Unknown,-,amino acid transporter,protein-coding,-,-,-,amino acid transporter,20210605,-
1912939,64665641,F5891DRAFT_3233,F5891DRAFT_3233,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64665642,F5891DRAFT_32353,F5891DRAFT_32353,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64665643,F5891DRAFT_323636,F5891DRAFT_323636,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64665644,F5891DRAFT_32378,F5891DRAFT_32378,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64665645,F5891DRAFT_324079,F5891DRAFT_324079,-,-,Unknown,-,RmlC-like cupin domain-containing protein,protein-coding,-,-,-,RmlC-like cupin domain-containing protein,20210605,-
1912939,64665646,F5891DRAFT_324132,F5891DRAFT_324132,-,-,Unknown,-,SYF2-domain-containing protein,protein-coding,-,-,-,SYF2-domain-containing protein,20210605,-
1912939,64665647,F5891DRAFT_324456,F5891DRAFT_324456,-,-,Unknown,-,acyl-CoA dehydrogenase NM domain-like protein,protein-coding,-,-,-,acyl-CoA dehydrogenase NM domain-like protein,20210605,-
1912939,64665648,F5891DRAFT_324629,F5891DRAFT_324629,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64665649,F5891DRAFT_324714,F5891DRAFT_324714,-,-,Unknown,-,GTP-binding protein Obg CgtA,protein-coding,-,-,-,GTP-binding protein Obg CgtA,20210605,-
1912939,64665650,F5891DRAFT_324864,F5891DRAFT_324864,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64665651,F5891DRAFT_325347,F5891DRAFT_325347,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64665652,F5891DRAFT_325481,F5891DRAFT_325481,-,-,Unknown,-,FAD binding domain-containing protein,protein-coding,-,-,-,FAD binding domain-containing protein,20210605,-
1912939,64665653,F5891DRAFT_325698,F5891DRAFT_325698,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64665654,F5891DRAFT_326118,F5891DRAFT_326118,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64665655,F5891DRAFT_326244,F5891DRAFT_326244,-,-,Unknown,-,salicylate hydroxylase,protein-coding,-,-,-,salicylate hydroxylase,20210605,-
1912939,64665656,F5891DRAFT_326320,F5891DRAFT_326320,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64665657,F5891DRAFT_326376,F5891DRAFT_326376,-,-,Unknown,-,FAD binding domain-containing protein,protein-coding,-,-,-,FAD binding domain-containing protein,20210605,-
1912939,64665658,F5891DRAFT_326721,F5891DRAFT_326721,-,-,Unknown,-,HAD-like domain-containing protein,protein-coding,-,-,-,HAD-like domain-containing protein,20210605,-
1912939,64665659,F5891DRAFT_326765,F5891DRAFT_326765,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64665660,F5891DRAFT_327113,F5891DRAFT_327113,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64665661,F5891DRAFT_327126,F5891DRAFT_327126,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64665662,F5891DRAFT_32925,F5891DRAFT_32925,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64665663,F5891DRAFT_329657,F5891DRAFT_329657,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64665664,F5891DRAFT_329831,F5891DRAFT_329831,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64665665,F5891DRAFT_33102,F5891DRAFT_33102,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64665666,F5891DRAFT_33113,F5891DRAFT_33113,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64665667,F5891DRAFT_33166,F5891DRAFT_33166,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64665668,F5891DRAFT_33168,F5891DRAFT_33168,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64665669,F5891DRAFT_33229,F5891DRAFT_33229,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64665670,F5891DRAFT_332916,F5891DRAFT_332916,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64665671,F5891DRAFT_333173,F5891DRAFT_333173,-,-,Unknown,-,aquaporin-like protein,protein-coding,-,-,-,aquaporin-like protein,20210605,-
1912939,64665672,F5891DRAFT_333185,F5891DRAFT_333185,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64665673,F5891DRAFT_3332,F5891DRAFT_3332,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64665674,F5891DRAFT_333520,F5891DRAFT_333520,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64665675,F5891DRAFT_333569,F5891DRAFT_333569,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64665676,F5891DRAFT_333623,F5891DRAFT_333623,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64665677,F5891DRAFT_333649,F5891DRAFT_333649,-,-,Unknown,-,nuclear transport factor 2,protein-coding,-,-,-,nuclear transport factor 2,20210605,-
1912939,64665678,F5891DRAFT_333659,F5891DRAFT_333659,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64665679,F5891DRAFT_333762,F5891DRAFT_333762,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64665680,F5891DRAFT_333801,F5891DRAFT_333801,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64665681,F5891DRAFT_334128,F5891DRAFT_334128,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64665682,F5891DRAFT_334312,F5891DRAFT_334312,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64665683,F5891DRAFT_334345,F5891DRAFT_334345,-,-,Unknown,-,Mis12-domain-containing protein,protein-coding,-,-,-,Mis12-domain-containing protein,20210605,-
1912939,64665684,F5891DRAFT_334349,F5891DRAFT_334349,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64665685,F5891DRAFT_334780,F5891DRAFT_334780,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64665686,F5891DRAFT_334792,F5891DRAFT_334792,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
