#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
498019,29139794,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene (Candida auris).,other,-,-,-,-,20210327,-
498019,40028525,CJI97_003379,CJI97_003379,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028526,CJI97_003380,CJI97_003380,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028527,CJI97_003381,CJI97_003381,-,-,Unknown,-,glyceraldehyde-3-phosphate dehydrogenase,protein-coding,-,-,-,glyceraldehyde-3-phosphate dehydrogenase,20210309,-
498019,40028528,CJI97_003382,CJI97_003382,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028529,CJI97_003383,CJI97_003383,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028530,CJI97_003384,CJI97_003384,-,-,Unknown,-,orotidine 5'-phosphate decarboxylase,protein-coding,-,-,-,orotidine 5'-phosphate decarboxylase,20210309,-
498019,40028531,CJI97_003385,CJI97_003385,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028532,CJI97_003386,CJI97_003386,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028533,CJI97_003387,CJI97_003387,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028534,CJI97_003388,CJI97_003388,-,-,Unknown,-,60S ribosomal protein L4-A,protein-coding,-,-,-,60S ribosomal protein L4-A,20210309,-
498019,40028535,CJI97_003389,CJI97_003389,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028536,CJI97_003390,CJI97_003390,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028537,CJI97_003391,CJI97_003391,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028538,CJI97_003392,CJI97_003392,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028539,CJI97_003393,CJI97_003393,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028540,CJI97_003394,CJI97_003394,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028541,CJI97_003395,CJI97_003395,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028542,CJI97_003396,CJI97_003396,-,-,Unknown,-,mitochondrial import inner membrane translocase subunit TIM16,protein-coding,-,-,-,mitochondrial import inner membrane translocase subunit TIM16,20210424,-
498019,40028543,CJI97_003397,CJI97_003397,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028544,CJI97_003398,CJI97_003398,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028545,CJI97_003399,CJI97_003399,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028546,CJI97_003400,CJI97_003400,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028547,CJI97_003401,CJI97_003401,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028548,CJI97_003402,CJI97_003402,-,-,Unknown,-,tRNA modification GTPase TrmE,protein-coding,-,-,-,tRNA modification GTPase TrmE,20210309,-
498019,40028549,CJI97_003403,CJI97_003403,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028550,CJI97_003404,CJI97_003404,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028551,CJI97_003405,CJI97_003405,-,-,Unknown,-,phenylalanine-tRNA ligase,protein-coding,-,-,-,phenylalanine-tRNA ligase,20210309,-
498019,40028552,CJI97_003406,CJI97_003406,-,-,Unknown,-,ribosomal protein L16,protein-coding,-,-,-,ribosomal protein L16,20210309,-
498019,40028553,CJI97_003407,CJI97_003407,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028554,CJI97_003408,CJI97_003408,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028555,CJI97_003409,CJI97_003409,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028556,CJI97_003410,CJI97_003410,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028557,CJI97_003411,CJI97_003411,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028558,CJI97_003412,CJI97_003412,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028559,CJI97_003413,CJI97_003413,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028560,CJI97_003414,CJI97_003414,-,-,Unknown,-,peptide-methionine (S)-S-oxide reductase,protein-coding,-,-,-,peptide-methionine (S)-S-oxide reductase,20210309,-
498019,40028561,CJI97_003415,CJI97_003415,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028562,CJI97_003416,CJI97_003416,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028563,CJI97_003417,CJI97_003417,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028564,CJI97_003418,CJI97_003418,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028565,CJI97_003419,CJI97_003419,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028566,CJI97_003420,CJI97_003420,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028567,CJI97_003421,CJI97_003421,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028568,CJI97_003422,CJI97_003422,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028569,CJI97_003423,CJI97_003423,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028570,CJI97_003424,CJI97_003424,-,-,Unknown,-,tryptophan synthase,protein-coding,-,-,-,tryptophan synthase,20210309,-
498019,40028571,CJI97_003425,CJI97_003425,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028572,CJI97_003426,CJI97_003426,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028573,CJI97_003427,CJI97_003427,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028574,CJI97_003428,CJI97_003428,-,-,Unknown,-,methionyl-tRNA formyltransferase,protein-coding,-,-,-,methionyl-tRNA formyltransferase,20210309,-
498019,40028575,CJI97_003429,CJI97_003429,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028576,CJI97_003430,CJI97_003430,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028577,CJI97_003431,CJI97_003431,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028578,CJI97_003432,CJI97_003432,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
498019,40028579,CJI97_003433,CJI97_003433,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028580,CJI97_003434,CJI97_003434,-,-,Unknown,-,cell division control protein 3,protein-coding,-,-,-,cell division control protein 3,20210309,-
498019,40028581,CJI97_003435,CJI97_003435,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028582,CJI97_003436,CJI97_003436,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028583,CJI97_003437,CJI97_003437,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
498019,40028584,CJI97_003438,CJI97_003438,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
498019,40028585,CJI97_003439,CJI97_003439,-,-,Unknown,-,heat shock protein SSA2,protein-coding,-,-,-,heat shock protein SSA2,20210309,-
498019,40028586,CJI97_003440,CJI97_003440,-,-,Unknown,-,acetyl-coenzyme A synthetase 2,protein-coding,-,-,-,acetyl-coenzyme A synthetase 2,20210309,-
498019,40028587,CJI97_003441,CJI97_003441,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028588,CJI97_003442,CJI97_003442,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028589,CJI97_003443,CJI97_003443,-,-,Unknown,-,histone,protein-coding,-,-,-,histone,20210309,-
498019,40028590,CJI97_003444,CJI97_003444,-,-,Unknown,-,histone H4,protein-coding,-,-,-,histone H4,20210309,-
498019,40028591,CJI97_003445,CJI97_003445,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028592,CJI97_003446,CJI97_003446,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028593,CJI97_003447,CJI97_003447,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028594,CJI97_003448,CJI97_003448,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028595,CJI97_003449,CJI97_003449,-,-,Unknown,-,isocitrate lyase,protein-coding,-,-,-,isocitrate lyase,20210309,-
498019,40028596,CJI97_003450,CJI97_003450,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028597,CJI97_003451,CJI97_003451,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
498019,40028598,CJI97_003452,CJI97_003452,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028599,CJI97_003453,CJI97_003453,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028600,CJI97_003454,CJI97_003454,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028601,CJI97_003455,CJI97_003455,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028602,CJI97_003456,CJI97_003456,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028603,CJI97_003457,CJI97_003457,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028604,CJI97_003458,CJI97_003458,-,-,Unknown,-,serine/threonine-protein phosphatase SIT4,protein-coding,-,-,-,serine/threonine-protein phosphatase SIT4,20210309,-
498019,40028605,CJI97_003459,CJI97_003459,-,-,Unknown,-,ribosomal protein S18,protein-coding,-,-,-,ribosomal protein S18,20210424,-
498019,40028606,CJI97_003460,CJI97_003460,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028607,CJI97_003461,CJI97_003461,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028608,CJI97_003462,CJI97_003462,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028609,CJI97_003463,CJI97_003463,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028610,CJI97_003464,CJI97_003464,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
498019,40028611,CJI97_003465,CJI97_003465,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028612,CJI97_003466,CJI97_003466,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028613,CJI97_003467,CJI97_003467,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028614,CJI97_003468,CJI97_003468,-,-,Unknown,-,60S ribosomal protein L34-B,protein-coding,-,-,-,60S ribosomal protein L34-B,20210424,-
498019,40028615,CJI97_003469,CJI97_003469,-,-,Unknown,-,"protein MMF1, mitochondrial",protein-coding,-,-,-,"protein MMF1, mitochondrial",20210309,-
498019,40028616,CJI97_003470,CJI97_003470,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028617,CJI97_003471,CJI97_003471,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028618,CJI97_003472,CJI97_003472,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028619,CJI97_003473,CJI97_003473,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028620,CJI97_003474,CJI97_003474,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028621,CJI97_003475,CJI97_003475,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028622,CJI97_003476,CJI97_003476,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028623,CJI97_003477,CJI97_003477,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028624,CJI97_003478,CJI97_003478,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028625,CJI97_003479,CJI97_003479,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028626,CJI97_003480,CJI97_003480,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028627,CJI97_003481,CJI97_003481,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028628,CJI97_003482,CJI97_003482,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028629,CJI97_003483,CJI97_003483,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028630,CJI97_003484,CJI97_003484,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028631,CJI97_003485,CJI97_003485,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028632,CJI97_003486,CJI97_003486,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028633,CJI97_003487,CJI97_003487,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028634,CJI97_003488,CJI97_003488,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028635,CJI97_003489,CJI97_003489,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028636,CJI97_003490,CJI97_003490,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
498019,40028637,CJI97_003491,CJI97_003491,-,-,Unknown,-,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial",protein-coding,-,-,-,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial",20210309,-
498019,40028638,CJI97_003492,CJI97_003492,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028639,CJI97_003493,CJI97_003493,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028640,CJI97_003494,CJI97_003494,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028641,CJI97_003495,CJI97_003495,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028642,CJI97_003496,CJI97_003496,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028643,CJI97_003497,CJI97_003497,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028644,CJI97_003499,CJI97_003499,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028645,CJI97_003500,CJI97_003500,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028646,CJI97_003501,CJI97_003501,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028647,CJI97_003502,CJI97_003502,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028648,CJI97_003503,CJI97_003503,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028649,CJI97_003504,CJI97_003504,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028650,CJI97_003505,CJI97_003505,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028651,CJI97_003506,CJI97_003506,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028652,CJI97_003507,CJI97_003507,-,-,Unknown,-,eukaryotic translation initiation factor 3 subunit B,protein-coding,-,-,-,eukaryotic translation initiation factor 3 subunit B,20210309,-
498019,40028653,CJI97_003508,CJI97_003508,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028654,CJI97_003509,CJI97_003509,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028655,CJI97_003510,CJI97_003510,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028656,CJI97_003511,CJI97_003511,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028657,CJI97_003512,CJI97_003512,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028658,CJI97_003513,CJI97_003513,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028659,CJI97_003514,CJI97_003514,-,-,Unknown,-,"ketol-acid reductoisomerase, mitochondrial",protein-coding,-,-,-,"ketol-acid reductoisomerase, mitochondrial",20210309,-
498019,40028660,CJI97_003515,CJI97_003515,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028661,CJI97_003516,CJI97_003516,-,-,Unknown,-,peroxiredoxin HYR1,protein-coding,-,-,-,peroxiredoxin HYR1,20210309,-
498019,40028662,CJI97_003517,CJI97_003517,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028663,CJI97_003518,CJI97_003518,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028664,CJI97_003519,CJI97_003519,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
498019,40028665,CJI97_003520,CJI97_003520,-,-,Unknown,-,Ras-like protein 1,protein-coding,-,-,-,Ras-like protein 1,20210309,-
498019,40028666,CJI97_003521,CJI97_003521,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028667,CJI97_003522,CJI97_003522,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028668,CJI97_003523,CJI97_003523,-,-,Unknown,-,glycerol-3-phosphate dehydrogenase [NAD(+)],protein-coding,-,-,-,glycerol-3-phosphate dehydrogenase [NAD(+)],20210309,-
498019,40028669,CJI97_003524,CJI97_003524,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028670,CJI97_003525,CJI97_003525,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028671,CJI97_003526,CJI97_003526,-,-,Unknown,-,4-aminobutyrate aminotransferase,protein-coding,-,-,-,4-aminobutyrate aminotransferase,20210309,-
498019,40028672,CJI97_003527,CJI97_003527,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028673,CJI97_003528,CJI97_003528,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028674,CJI97_003529,CJI97_003529,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028675,CJI97_003530,CJI97_003530,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
498019,40028676,CJI97_003531,CJI97_003531,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028677,CJI97_003532,CJI97_003532,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028678,CJI97_003533,CJI97_003533,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028679,CJI97_003534,CJI97_003534,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028680,CJI97_003535,CJI97_003535,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028681,CJI97_003536,CJI97_003536,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028682,CJI97_003537,CJI97_003537,-,-,Unknown,-,histidinol dehydrogenase,protein-coding,-,-,-,histidinol dehydrogenase,20210309,-
498019,40028683,CJI97_003538,CJI97_003538,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028684,CJI97_003539,CJI97_003539,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028685,CJI97_003540,CJI97_003540,-,-,Unknown,-,"malate dehydrogenase, NAD-dependent",protein-coding,-,-,-,"malate dehydrogenase, NAD-dependent",20210309,-
498019,40028686,CJI97_003541,CJI97_003541,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028687,CJI97_003542,CJI97_003542,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028688,CJI97_003543,CJI97_003543,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028689,CJI97_003544,CJI97_003544,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028690,CJI97_003545,CJI97_003545,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028691,CJI97_003546,CJI97_003546,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
498019,40028692,CJI97_003547,CJI97_003547,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028693,CJI97_003548,CJI97_003548,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028694,CJI97_003549,CJI97_003549,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028695,CJI97_003550,CJI97_003550,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
498019,40028696,CJI97_003551,CJI97_003551,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028697,CJI97_003552,CJI97_003552,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
498019,40028698,CJI97_003553,CJI97_003553,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028699,CJI97_003554,CJI97_003554,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028700,CJI97_003555,CJI97_003555,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028701,CJI97_003556,CJI97_003556,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028702,CJI97_003557,CJI97_003557,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028703,CJI97_003558,CJI97_003558,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028704,CJI97_003559,CJI97_003559,-,-,Unknown,-,"N2,N2-dimethylguanosine tRNA methyltransferase",protein-coding,-,-,-,"N2,N2-dimethylguanosine tRNA methyltransferase",20210309,-
498019,40028705,CJI97_003560,CJI97_003560,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028706,CJI97_003561,CJI97_003561,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028707,CJI97_003562,CJI97_003562,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028708,CJI97_003563,CJI97_003563,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028709,CJI97_003564,CJI97_003564,-,-,Unknown,-,signal peptidase complex catalytic subunit SEC11,protein-coding,-,-,-,signal peptidase complex catalytic subunit SEC11,20210424,-
498019,40028710,CJI97_003565,CJI97_003565,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028711,CJI97_003566,CJI97_003566,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
498019,40028712,CJI97_003567,CJI97_003567,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
498019,40028713,CJI97_003568,CJI97_003568,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028714,CJI97_003569,CJI97_003569,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028715,CJI97_003570,CJI97_003570,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028716,CJI97_003571,CJI97_003571,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
