#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
5855,5471212,PVX_087090,PVX_087090,-,-,7,-,"aspartyl aminopeptidase, putative",protein-coding,-,-,-,"aspartyl aminopeptidase, putative",20200923,-
5855,5474623,PVX_091670,PVX_091670,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
5855,5474624,PVX_091675,PVX_091675,-,-,9,-,"liver stage antigen, putative",protein-coding,-,-,-,"liver stage antigen, putative",20200918,-
5855,5474625,PVX_091680,PVX_091680,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474626,PVX_091685,PVX_091685,-,-,9,-,Protein kinase domain containing protein,protein-coding,-,-,-,Protein kinase domain containing protein,20200918,-
5855,5474627,PVX_091690,PVX_091690,-,-,9,-,"WD domain, G-beta repeat domain containing protein",protein-coding,-,-,-,"WD domain, G-beta repeat domain containing protein",20200918,-
5855,5474628,PVX_091695,PVX_091695,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
5855,5474629,PVX_091700,PVX_091700,-,-,9,-,"circumsporozoite-protein related antigen, putative",protein-coding,-,-,-,"circumsporozoite-protein related antigen, putative",20200918,-
5855,5474630,PVX_091705,PVX_091705,-,-,9,-,"ABC transporter, putative",protein-coding,-,-,-,"ABC transporter, putative",20200926,-
5855,5474631,PVX_091710,PVX_091710,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474632,PVX_091715,PVX_091715,-,-,9,-,"3-phosphoinositide dependent protein kinase-1, putative",protein-coding,-,-,-,"3-phosphoinositide dependent protein kinase-1, putative",20200926,-
5855,5474633,PVX_091725,PVX_091725,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
5855,5474634,PVX_091730,PVX_091730,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474635,PVX_091735,PVX_091735,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
5855,5474636,PVX_091740,PVX_091740,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474637,PVX_091745,PVX_091745,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474638,PVX_091750,PVX_091750,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474639,PVX_091755,PVX_091755,-,-,9,-,"calcium-dependent protein kinase 3, putative",protein-coding,-,-,-,"calcium-dependent protein kinase 3, putative",20200918,-
5855,5474640,PVX_091760,PVX_091760,-,-,9,-,"dynein heavy chain, putative",protein-coding,-,-,-,"dynein heavy chain, putative",20200918,-
5855,5474641,PVX_091765,PVX_091765,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474642,PVX_091770,PVX_091770,-,-,9,-,"asparagine-rich protein, putative",protein-coding,-,-,-,"asparagine-rich protein, putative",20200918,-
5855,5474643,PVX_091775,PVX_091775,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474644,PVX_091780,PVX_091780,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474645,PVX_091785,PVX_091785,-,-,9,-,"translation elongation factor EF-1, subunit alpha, putative",protein-coding,-,-,-,"translation elongation factor EF-1, subunit alpha, putative",20200926,-
5855,5474646,PVX_091790,PVX_091790,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474647,PVX_091795,PVX_091795,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474648,PVX_091800,PVX_091800,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
5855,5474649,PVX_091805,PVX_091805,-,-,9,-,"SMC family, C-terminal domain containing protein",protein-coding,-,-,-,"SMC family, C-terminal domain containing protein",20200918,-
5855,5474650,PVX_091810,PVX_091810,-,-,9,-,"ribosomal protein L7A, putative",protein-coding,-,-,-,"ribosomal protein L7A, putative",20200926,-
5855,5474651,PVX_091815,PVX_091815,-,-,9,-,"endoplasmic reticulum oxidoreductin, putative",protein-coding,-,-,-,"endoplasmic reticulum oxidoreductin, putative",20200918,-
5855,5474652,PVX_091820,PVX_091820,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474653,PVX_091825,PVX_091825,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
5855,5474654,PVX_091830,PVX_091830,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474655,PVX_091835,PVX_091835,-,-,9,-,LSM domain containing protein,protein-coding,-,-,-,LSM domain containing protein,20200918,-
5855,5474656,PVX_091840,PVX_091840,-,-,9,-,"pyruvate dehydrogenase E1 component, alpha subunit, putative",protein-coding,-,-,-,"pyruvate dehydrogenase E1 component, alpha subunit, putative",20200918,-
5855,5474657,PVX_091845,PVX_091845,-,-,9,-,"ethanolamine kinase, putative",protein-coding,-,-,-,"ethanolamine kinase, putative",20200918,-
5855,5474658,PVX_091850,PVX_091850,-,-,9,-,"co-chaperone GrpE, putative",protein-coding,-,-,-,"co-chaperone GrpE, putative",20200923,-
5855,5474659,PVX_091855,PVX_091855,-,-,9,-,"ribosome biogenesis regulatory protein (RRS1), putative",protein-coding,-,-,-,"ribosome biogenesis regulatory protein (RRS1), putative",20200926,-
5855,5474660,PVX_091860,PVX_091860,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5855,5474661,PVX_091865,PVX_091865,-,-,9,-,"60S ribosomal protein L35, putative",protein-coding,-,-,-,"60S ribosomal protein L35, putative",20200926,-
5855,5474662,PVX_091870,PVX_091870,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
5855,5474663,PVX_091875,PVX_091875,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
5855,5474664,PVX_091880,PVX_091880,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
5855,5474665,PVX_091885,PVX_091885,-,-,9,-,"DNA-dependent RNA polymerase, putative",protein-coding,-,-,-,"DNA-dependent RNA polymerase, putative",20200918,-
5855,5474666,PVX_091890,PVX_091890,-,-,9,-,"mitochondrial import inner membrane translocase, putative",protein-coding,-,-,-,"mitochondrial import inner membrane translocase, putative",20200923,-
5855,5474667,PVX_091895,PVX_091895,-,-,9,-,"small nuclear ribonucleoprotein Sm D1, putative",protein-coding,-,-,-,"small nuclear ribonucleoprotein Sm D1, putative",20200923,-
5855,5474668,PVX_091900,PVX_091900,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
5855,5474669,PVX_091905,PVX_091905,-,-,9,-,kelch domain-containing protein,protein-coding,-,-,-,kelch domain-containing protein,20200918,-
5855,5474670,PVX_091910,PVX_091910,-,-,9,-,kelch domain-containing protein,protein-coding,-,-,-,kelch domain-containing protein,20200918,-
5855,5474671,PVX_091915,PVX_091915,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
5855,5474672,PVX_091920,PVX_091920,-,-,9,-,"threonyl-tRNA synthetase, putative",protein-coding,-,-,-,"threonyl-tRNA synthetase, putative",20200918,-
5855,5474673,PVX_091925,PVX_091925,-,-,9,-,"40S ribosomal protein S18, putative",protein-coding,-,-,-,"40S ribosomal protein S18, putative",20200923,-
5855,5474674,PVX_091930,PVX_091930,-,-,9,-,DnaJ domain containing protein,protein-coding,-,-,-,DnaJ domain containing protein,20200918,-
5855,5474675,PVX_091935,PVX_091935,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474676,PVX_091940,PVX_091940,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474677,PVX_091945,PVX_091945,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474678,PVX_091950,PVX_091950,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
5855,5474679,PVX_091955,PVX_091955,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474680,PVX_091960,PVX_091960,-,-,9,-,"U6 snRNA-associated Sm-like protein LSm6, putative",protein-coding,-,-,-,"U6 snRNA-associated Sm-like protein LSm6, putative",20200923,-
5855,5474681,PVX_091965,PVX_091965,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474682,PVX_091970,PVX_091970,-,-,9,-,"deoxyuridine 5'-triphosphate nucleotidohydrolase, putative",protein-coding,-,-,-,"deoxyuridine 5'-triphosphate nucleotidohydrolase, putative",20200923,-
5855,5474683,PVX_091975,PVX_091975,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
5855,5474684,PVX_091980,PVX_091980,-,-,9,-,"tRNA (guanine-N(7)-)-methyltransferase, putative",protein-coding,-,-,-,"tRNA (guanine-N(7)-)-methyltransferase, putative",20200918,-
5855,5474685,PVX_091985,PVX_091985,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
5855,5474686,PVX_091990,PVX_091990,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
5855,5474687,PVX_091992,PVX_091992,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
5855,5474688,PVX_091995,PVX_091995,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
5855,5474689,PVX_092000,PVX_092000,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474690,PVX_092005,PVX_092005,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474691,PVX_092010,PVX_092010,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474692,PVX_092015,PVX_092015,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5855,5474693,PVX_092020,PVX_092020,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5855,5474694,PVX_092025,PVX_092025,-,-,9,-,"prefoldin subunit 5, putative",protein-coding,-,-,-,"prefoldin subunit 5, putative",20200923,-
5855,5474695,PVX_092030,PVX_092030,-,-,9,-,"multiprotein bridging factor type 1, putative",protein-coding,-,-,-,"multiprotein bridging factor type 1, putative",20200926,-
5855,5474696,PVX_092035,PVX_092035,-,-,9,-,"ATP-dependent phosphofructokinase, putative",protein-coding,-,-,-,"ATP-dependent phosphofructokinase, putative",20200918,-
5855,5474697,PVX_092040,PVX_092040,-,-,9,-,"farnesyl pyrophosphate synthase, putative",protein-coding,-,-,-,"farnesyl pyrophosphate synthase, putative",20200926,-
5855,5474698,PVX_092045,PVX_092045,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474699,PVX_092050,PVX_092050,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474700,PVX_092055,PVX_092055,-,-,9,-,"GPI8p transamidase, putative",protein-coding,-,-,-,"GPI8p transamidase, putative",20200918,-
5855,5474701,PVX_092060,PVX_092060,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
5855,5474702,PVX_092065,PVX_092065,-,-,9,-,"spermidine synthase, putative",protein-coding,-,-,-,"spermidine synthase, putative",20200923,-
5855,5474703,PVX_092070,PVX_092070,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
5855,5474704,PVX_092075,PVX_092075,-,-,9,-,"26S proteasome regulatory complex subunit, putative",protein-coding,-,-,-,"26S proteasome regulatory complex subunit, putative",20200926,-
5855,5474705,PVX_092080,PVX_092080,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474706,PVX_092085,PVX_092085,-,-,9,-,"proliferating-cell nucleolar antigen p120, putative",protein-coding,-,-,-,"proliferating-cell nucleolar antigen p120, putative",20200918,-
5855,5474707,PVX_092090,PVX_092090,-,-,9,-,"A/G-specific adenine glycosylase, putative",protein-coding,-,-,-,"A/G-specific adenine glycosylase, putative",20200926,-
5855,5474708,PVX_092095,PVX_092095,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474709,PVX_092100,PVX_092100,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
5855,5474710,PVX_092105,PVX_092105,-,-,9,-,"transporter, putative",protein-coding,-,-,-,"transporter, putative",20200918,-
5855,5474711,PVX_092110,PVX_092110,-,-,9,-,"N-acetyl glucosamine phosphate mutase, putative",protein-coding,-,-,-,"N-acetyl glucosamine phosphate mutase, putative",20200926,-
5855,5474712,PVX_092115,PVX_092115,-,-,9,-,"60S ribosomal protein L38-1, putative",protein-coding,-,-,-,"60S ribosomal protein L38-1, putative",20200926,-
5855,5474713,PVX_092120,PVX_092120,-,-,9,-,"60S acidic ribosomal protein P0, putative",protein-coding,-,-,-,"60S acidic ribosomal protein P0, putative",20200926,-
5855,5474714,PVX_092125,PVX_092125,-,-,9,-,"26S protease subunit regulatory subunit 6a, putative",protein-coding,-,-,-,"26S protease subunit regulatory subunit 6a, putative",20200926,-
5855,5474715,PVX_092130,PVX_092130,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474716,PVX_092135,PVX_092135,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474717,PVX_092140,PVX_092140,-,-,9,-,"structural maintenance of chromosome protein, putative",protein-coding,-,-,-,"structural maintenance of chromosome protein, putative",20200918,-
5855,5474718,PVX_092145,PVX_092145,-,-,9,-,"PF16 protein, putative",protein-coding,-,-,-,"PF16 protein, putative",20200918,-
5855,5474719,PVX_092150,PVX_092150,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474720,PVX_092155,PVX_092155,-,-,9,-,"RNA binding protein, putative",protein-coding,-,-,-,"RNA binding protein, putative",20200918,-
5855,5474721,PVX_092160,PVX_092160,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474722,PVX_092165,PVX_092165,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474723,PVX_092170,PVX_092170,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474724,PVX_092175,PVX_092175,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474725,PVX_092180,PVX_092180,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474726,PVX_092185,PVX_092185,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474727,PVX_092190,PVX_092190,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5855,5474728,PVX_092195,PVX_092195,-,-,9,-,oxysterol-binding protein/PH domain containing protein,protein-coding,-,-,-,oxysterol-binding protein/PH domain containing protein,20200923,-
5855,5474729,PVX_092200,PVX_092200,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474730,PVX_092205,PVX_092205,-,-,9,-,ubiquitin domain containing protein,protein-coding,-,-,-,ubiquitin domain containing protein,20200918,-
5855,5474731,PVX_092210,PVX_092210,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474732,PVX_092215,PVX_092215,-,-,9,-,"T-complex protein 1, alpha subunit, putative",protein-coding,-,-,-,"T-complex protein 1, alpha subunit, putative",20200926,-
5855,5474733,PVX_092220,PVX_092220,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
5855,5474734,PVX_092225,PVX_092225,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474735,PVX_092230,PVX_092230,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474736,PVX_092235,PVX_092235,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
5855,5474737,PVX_092240,PVX_092240,-,-,9,-,"50S ribosomal protein L2, putative",protein-coding,-,-,-,"50S ribosomal protein L2, putative",20200926,-
5855,5474738,PVX_092245,PVX_092245,-,-,9,-,"aquaglyceroporin, putative",protein-coding,-,-,-,"aquaglyceroporin, putative",20200923,-
5855,5474739,PVX_092250,PVX_092250,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
5855,5474740,PVX_092260,PVX_092260,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474741,PVX_092265,PVX_092265,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474742,PVX_092270,PVX_092270,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
5855,5474743,PVX_092275,PVX_092275,-,-,9,-,apical merozoite antigen 1,protein-coding,-,-,-,apical merozoite antigen 1,20200923,-
5855,5474744,PVX_092280,PVX_092280,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
5855,5474745,PVX_092285,PVX_092285,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474746,PVX_092290,PVX_092290,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474747,PVX_092295,PVX_092295,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474748,PVX_092300,PVX_092300,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474749,PVX_092305,PVX_092305,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474750,PVX_092310,PVX_092310,-,-,9,-,"heat shock protein hsp70 homologue, putative",protein-coding,-,-,-,"heat shock protein hsp70 homologue, putative",20200926,-
5855,5474751,PVX_092315,PVX_092315,-,-,9,-,"protein disulfide isomerase, putative",protein-coding,-,-,-,"protein disulfide isomerase, putative",20200926,-
5855,5474752,PVX_092320,PVX_092320,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474753,PVX_092325,PVX_092325,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474754,PVX_092330,PVX_092330,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474755,PVX_092335,PVX_092335,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474756,PVX_092340,PVX_092340,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474757,PVX_092345,PVX_092345,-,-,9,-,"DNA-directed RNA polymerase, beta subunit, putative",protein-coding,-,-,-,"DNA-directed RNA polymerase, beta subunit, putative",20200918,-
5855,5474758,PVX_092350,PVX_092350,-,-,9,-,"coatomer delta subunit, putative",protein-coding,-,-,-,"coatomer delta subunit, putative",20200926,-
5855,5474759,PVX_092355,PVX_092355,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
5855,5474760,PVX_092360,PVX_092360,-,-,9,-,PQ loop repeat family protein,protein-coding,-,-,-,PQ loop repeat family protein,20200918,-
5855,5474761,PVX_092365,PVX_092365,-,-,9,-,protein phosphatase 2C domain containing protein,protein-coding,-,-,-,protein phosphatase 2C domain containing protein,20200918,-
5855,5474762,PVX_092370,PVX_092370,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474763,PVX_092375,PVX_092375,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
5855,5474764,PVX_092380,PVX_092380,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
5855,5474765,PVX_092385,PVX_092385,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474766,PVX_092390,PVX_092390,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474767,PVX_092395,PVX_092395,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474768,PVX_092400,PVX_092400,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
5855,5474769,PVX_092405,PVX_092405,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
5855,5474770,PVX_092410,PVX_092410,-,-,9,-,3-oxo-5-alpha-steroid 4-dehydrogenase domain containing protein,protein-coding,-,-,-,3-oxo-5-alpha-steroid 4-dehydrogenase domain containing protein,20200926,-
5855,5474771,PVX_092415,PVX_092415,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474772,PVX_092420,PVX_092420,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474773,PVX_092425,PVX_092425,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474774,PVX_092430,PVX_092430,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474775,PVX_092435,PVX_092435,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474776,PVX_092440,PVX_092440,-,-,9,-,"casein kinase I, putative",protein-coding,-,-,-,"casein kinase I, putative",20200923,-
5855,5474777,PVX_092445,PVX_092445,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474778,PVX_092450,PVX_092450,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
5855,5474779,PVX_092455,PVX_092455,-,-,9,-,DnaJ domain containing protein,protein-coding,-,-,-,DnaJ domain containing protein,20200926,-
5855,5474780,PVX_092460,PVX_092460,-,-,9,-,"subtilisin-like protease 2, putative",protein-coding,-,-,-,"subtilisin-like protease 2, putative",20200918,-
5855,5474781,PVX_092465,PVX_092465,-,-,9,-,"30S ribosomal protein S9, putative",protein-coding,-,-,-,"30S ribosomal protein S9, putative",20200918,-
5855,5474782,PVX_092470,PVX_092470,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
5855,5474783,PVX_092475,PVX_092475,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5855,5474784,PVX_092480,PVX_092480,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474785,PVX_092485,PVX_092485,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474786,PVX_092490,PVX_092490,-,-,9,-,"30S ribosomal protein S14, putative",protein-coding,-,-,-,"30S ribosomal protein S14, putative",20200918,-
5855,5474787,PVX_092495,PVX_092495,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
5855,5474788,PVX_092500,PVX_092500,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474789,PVX_092505,PVX_092505,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
5855,5474790,PVX_092510,PVX_092510,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474791,PVX_092515,PVX_092515,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474792,PVX_092520,PVX_092520,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
5855,5474793,PVX_092525,PVX_092525,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
5855,5474794,PVX_092530,PVX_092530,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
5855,5474795,PVX_092535,PVX_092535,-,-,9,-,Adenylate and Guanylate cyclase catalytic domain containing protein,protein-coding,-,-,-,Adenylate and Guanylate cyclase catalytic domain containing protein,20200918,-
5855,5474796,PVX_092540,PVX_092540,-,-,9,-,"protein phosphatase 2C, putative",protein-coding,-,-,-,"protein phosphatase 2C, putative",20200918,-
5855,5474797,PVX_092545,PVX_092545,-,-,9,-,"Beta-catenin-like protein 1, putative",protein-coding,-,-,-,"Beta-catenin-like protein 1, putative",20200918,-
5855,5474798,PVX_092550,PVX_092550,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474799,PVX_092555,PVX_092555,-,-,9,-,"WD domain, G-beta repeat domain containing protein",protein-coding,-,-,-,"WD domain, G-beta repeat domain containing protein",20200918,-
5855,5474800,PVX_092560,PVX_092560,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474801,PVX_092565,PVX_092565,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
5855,5474802,PVX_092570,PVX_092570,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474803,PVX_092575,PVX_092575,-,-,9,-,"AAA family ATPase, putative",protein-coding,-,-,-,"AAA family ATPase, putative",20200926,-
5855,5474804,PVX_092580,PVX_092580,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5855,5474805,PVX_092585,PVX_092585,-,-,9,-,"adrenodoxin reductase, putative",protein-coding,-,-,-,"adrenodoxin reductase, putative",20200926,-
5855,5474806,PVX_092590,PVX_092590,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474807,PVX_092595,PVX_092595,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
5855,5474808,PVX_092600,PVX_092600,-,-,9,-,"vacuolar ATP synthase subunit F, putative",protein-coding,-,-,-,"vacuolar ATP synthase subunit F, putative",20200926,-
5855,5474809,PVX_092605,PVX_092605,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
5855,5474810,PVX_092610,PVX_092610,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
5855,5474811,PVX_092615,PVX_092615,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200923,-
5855,5474812,PVX_092620,PVX_092620,-,-,9,-,"myosin heavy chain subunit, putative",protein-coding,-,-,-,"myosin heavy chain subunit, putative",20200918,-
5855,5474813,PVX_092625,PVX_092625,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5855,5474814,PVX_092630,PVX_092630,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474815,PVX_092635,PVX_092635,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474816,PVX_092640,PVX_092640,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474817,PVX_092645,PVX_092645,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
5855,5474818,PVX_092650,PVX_092650,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200922,-
5855,5474819,PVX_092655,PVX_092655,-,-,9,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
