#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
578459,28972427,RHOBADRAFT_10053,RHOBADRAFT_10053,-,-,Unknown,-,60S ribosomal protein L12,protein-coding,-,-,-,60S ribosomal protein L12,20200205,-
578459,28976768,RHOBADRAFT_52401,RHOBADRAFT_52401,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976769,RHOBADRAFT_52402,RHOBADRAFT_52402,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976770,RHOBADRAFT_52403,RHOBADRAFT_52403,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976771,RHOBADRAFT_52404,RHOBADRAFT_52404,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976772,RHOBADRAFT_52406,RHOBADRAFT_52406,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976773,RHOBADRAFT_52407,RHOBADRAFT_52407,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976774,RHOBADRAFT_52408,RHOBADRAFT_52408,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976775,RHOBADRAFT_52409,RHOBADRAFT_52409,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976776,RHOBADRAFT_52412,RHOBADRAFT_52412,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976777,RHOBADRAFT_52416,RHOBADRAFT_52416,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976778,RHOBADRAFT_52417,RHOBADRAFT_52417,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976779,RHOBADRAFT_52427,RHOBADRAFT_52427,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976780,RHOBADRAFT_52429,RHOBADRAFT_52429,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976781,RHOBADRAFT_52430,RHOBADRAFT_52430,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976782,RHOBADRAFT_52433,RHOBADRAFT_52433,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976783,RHOBADRAFT_52435,RHOBADRAFT_52435,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976784,RHOBADRAFT_52437,RHOBADRAFT_52437,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976785,RHOBADRAFT_52438,RHOBADRAFT_52438,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976786,RHOBADRAFT_52440,RHOBADRAFT_52440,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976787,RHOBADRAFT_52441,RHOBADRAFT_52441,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976788,RHOBADRAFT_52442,RHOBADRAFT_52442,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976789,RHOBADRAFT_52443,RHOBADRAFT_52443,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976790,RHOBADRAFT_52447,RHOBADRAFT_52447,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976791,RHOBADRAFT_52450,RHOBADRAFT_52450,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976792,RHOBADRAFT_52451,RHOBADRAFT_52451,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976793,RHOBADRAFT_52455,RHOBADRAFT_52455,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976794,RHOBADRAFT_52456,RHOBADRAFT_52456,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976795,RHOBADRAFT_52460,RHOBADRAFT_52460,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976796,RHOBADRAFT_52461,RHOBADRAFT_52461,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976797,RHOBADRAFT_52463,RHOBADRAFT_52463,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976798,RHOBADRAFT_52464,RHOBADRAFT_52464,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976799,RHOBADRAFT_52466,RHOBADRAFT_52466,-,-,Unknown,-,glycosyltransferase family 4 protein,protein-coding,-,-,-,glycosyltransferase family 4 protein,20200205,-
578459,28976800,RHOBADRAFT_52467,RHOBADRAFT_52467,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976801,RHOBADRAFT_52469,RHOBADRAFT_52469,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976802,RHOBADRAFT_52470,RHOBADRAFT_52470,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976803,RHOBADRAFT_52472,RHOBADRAFT_52472,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976804,RHOBADRAFT_52473,RHOBADRAFT_52473,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976805,RHOBADRAFT_52475,RHOBADRAFT_52475,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976806,RHOBADRAFT_52476,RHOBADRAFT_52476,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976807,RHOBADRAFT_52479,RHOBADRAFT_52479,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976808,RHOBADRAFT_52480,RHOBADRAFT_52480,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976809,RHOBADRAFT_52486,RHOBADRAFT_52486,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976810,RHOBADRAFT_52490,RHOBADRAFT_52490,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976811,RHOBADRAFT_52491,RHOBADRAFT_52491,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976812,RHOBADRAFT_52493,RHOBADRAFT_52493,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976813,RHOBADRAFT_52494,RHOBADRAFT_52494,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976814,RHOBADRAFT_52495,RHOBADRAFT_52495,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976815,RHOBADRAFT_52498,RHOBADRAFT_52498,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976816,RHOBADRAFT_52499,RHOBADRAFT_52499,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976817,RHOBADRAFT_52500,RHOBADRAFT_52500,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976818,RHOBADRAFT_52501,RHOBADRAFT_52501,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976819,RHOBADRAFT_52502,RHOBADRAFT_52502,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976820,RHOBADRAFT_52503,RHOBADRAFT_52503,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976821,RHOBADRAFT_52506,RHOBADRAFT_52506,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976822,RHOBADRAFT_52509,RHOBADRAFT_52509,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976823,RHOBADRAFT_52510,RHOBADRAFT_52510,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976824,RHOBADRAFT_52515,RHOBADRAFT_52515,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976825,RHOBADRAFT_52517,RHOBADRAFT_52517,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976826,RHOBADRAFT_52519,RHOBADRAFT_52519,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976827,RHOBADRAFT_52520,RHOBADRAFT_52520,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976828,RHOBADRAFT_52522,RHOBADRAFT_52522,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976829,RHOBADRAFT_52524,RHOBADRAFT_52524,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976830,RHOBADRAFT_52525,RHOBADRAFT_52525,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976831,RHOBADRAFT_52527,RHOBADRAFT_52527,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976832,RHOBADRAFT_52530,RHOBADRAFT_52530,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976833,RHOBADRAFT_52534,RHOBADRAFT_52534,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976834,RHOBADRAFT_52535,RHOBADRAFT_52535,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976835,RHOBADRAFT_52536,RHOBADRAFT_52536,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976836,RHOBADRAFT_52537,RHOBADRAFT_52537,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976837,RHOBADRAFT_52538,RHOBADRAFT_52538,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976838,RHOBADRAFT_52539,RHOBADRAFT_52539,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976839,RHOBADRAFT_52540,RHOBADRAFT_52540,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976840,RHOBADRAFT_52542,RHOBADRAFT_52542,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976841,RHOBADRAFT_52546,RHOBADRAFT_52546,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976842,RHOBADRAFT_52549,RHOBADRAFT_52549,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976843,RHOBADRAFT_52550,RHOBADRAFT_52550,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976844,RHOBADRAFT_52551,RHOBADRAFT_52551,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976845,RHOBADRAFT_52552,RHOBADRAFT_52552,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976846,RHOBADRAFT_52554,RHOBADRAFT_52554,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976847,RHOBADRAFT_52560,RHOBADRAFT_52560,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976848,RHOBADRAFT_52562,RHOBADRAFT_52562,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976849,RHOBADRAFT_52563,RHOBADRAFT_52563,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976850,RHOBADRAFT_52564,RHOBADRAFT_52564,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976851,RHOBADRAFT_52565,RHOBADRAFT_52565,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976852,RHOBADRAFT_52566,RHOBADRAFT_52566,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976853,RHOBADRAFT_52569,RHOBADRAFT_52569,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976854,RHOBADRAFT_52570,RHOBADRAFT_52570,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976855,RHOBADRAFT_52571,RHOBADRAFT_52571,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976856,RHOBADRAFT_52572,RHOBADRAFT_52572,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976857,RHOBADRAFT_52581,RHOBADRAFT_52581,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976858,RHOBADRAFT_52582,RHOBADRAFT_52582,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976859,RHOBADRAFT_52583,RHOBADRAFT_52583,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976860,RHOBADRAFT_52584,RHOBADRAFT_52584,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976861,RHOBADRAFT_52588,RHOBADRAFT_52588,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976862,RHOBADRAFT_52590,RHOBADRAFT_52590,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976863,RHOBADRAFT_52591,RHOBADRAFT_52591,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976864,RHOBADRAFT_52592,RHOBADRAFT_52592,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976865,RHOBADRAFT_52593,RHOBADRAFT_52593,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976866,RHOBADRAFT_52594,RHOBADRAFT_52594,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976867,RHOBADRAFT_52598,RHOBADRAFT_52598,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976868,RHOBADRAFT_52606,RHOBADRAFT_52606,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976869,RHOBADRAFT_52611,RHOBADRAFT_52611,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976870,RHOBADRAFT_52613,RHOBADRAFT_52613,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976871,RHOBADRAFT_52614,RHOBADRAFT_52614,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976872,RHOBADRAFT_52615,RHOBADRAFT_52615,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976873,RHOBADRAFT_52617,RHOBADRAFT_52617,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976874,RHOBADRAFT_52619,RHOBADRAFT_52619,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976875,RHOBADRAFT_52624,RHOBADRAFT_52624,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976876,RHOBADRAFT_52629,RHOBADRAFT_52629,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976877,RHOBADRAFT_52630,RHOBADRAFT_52630,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976878,RHOBADRAFT_52632,RHOBADRAFT_52632,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976879,RHOBADRAFT_52633,RHOBADRAFT_52633,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976880,RHOBADRAFT_52634,RHOBADRAFT_52634,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976881,RHOBADRAFT_52635,RHOBADRAFT_52635,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976882,RHOBADRAFT_52636,RHOBADRAFT_52636,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976883,RHOBADRAFT_52641,RHOBADRAFT_52641,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976884,RHOBADRAFT_52642,RHOBADRAFT_52642,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976885,RHOBADRAFT_52643,RHOBADRAFT_52643,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976886,RHOBADRAFT_52644,RHOBADRAFT_52644,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976887,RHOBADRAFT_52646,RHOBADRAFT_52646,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976888,RHOBADRAFT_52648,RHOBADRAFT_52648,-,-,Unknown,-,glycosyltransferase family 71 protein,protein-coding,-,-,-,glycosyltransferase family 71 protein,20200205,-
578459,28976889,RHOBADRAFT_52649,RHOBADRAFT_52649,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976890,RHOBADRAFT_52651,RHOBADRAFT_52651,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976891,RHOBADRAFT_52653,RHOBADRAFT_52653,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976892,RHOBADRAFT_52654,RHOBADRAFT_52654,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976893,RHOBADRAFT_52656,RHOBADRAFT_52656,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976894,RHOBADRAFT_52660,RHOBADRAFT_52660,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976895,RHOBADRAFT_52669,RHOBADRAFT_52669,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976896,RHOBADRAFT_52671,RHOBADRAFT_52671,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976897,RHOBADRAFT_52672,RHOBADRAFT_52672,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976898,RHOBADRAFT_52673,RHOBADRAFT_52673,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976899,RHOBADRAFT_52676,RHOBADRAFT_52676,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976900,RHOBADRAFT_52677,RHOBADRAFT_52677,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976901,RHOBADRAFT_52678,RHOBADRAFT_52678,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976902,RHOBADRAFT_52679,RHOBADRAFT_52679,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976903,RHOBADRAFT_52680,RHOBADRAFT_52680,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976904,RHOBADRAFT_52681,RHOBADRAFT_52681,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976905,RHOBADRAFT_52683,RHOBADRAFT_52683,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976906,RHOBADRAFT_52684,RHOBADRAFT_52684,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976907,RHOBADRAFT_52685,RHOBADRAFT_52685,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976908,RHOBADRAFT_52690,RHOBADRAFT_52690,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976909,RHOBADRAFT_52692,RHOBADRAFT_52692,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976910,RHOBADRAFT_52696,RHOBADRAFT_52696,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976911,RHOBADRAFT_52698,RHOBADRAFT_52698,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976912,RHOBADRAFT_52699,RHOBADRAFT_52699,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976913,RHOBADRAFT_52700,RHOBADRAFT_52700,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976914,RHOBADRAFT_52703,RHOBADRAFT_52703,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976915,RHOBADRAFT_52704,RHOBADRAFT_52704,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976916,RHOBADRAFT_52705,RHOBADRAFT_52705,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976917,RHOBADRAFT_52707,RHOBADRAFT_52707,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976918,RHOBADRAFT_52709,RHOBADRAFT_52709,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976919,RHOBADRAFT_52710,RHOBADRAFT_52710,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976920,RHOBADRAFT_52713,RHOBADRAFT_52713,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976921,RHOBADRAFT_52715,RHOBADRAFT_52715,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976922,RHOBADRAFT_52716,RHOBADRAFT_52716,-,-,Unknown,-,polysaccharide lyase family 14 protein,protein-coding,-,-,-,polysaccharide lyase family 14 protein,20200205,-
578459,28976923,RHOBADRAFT_52717,RHOBADRAFT_52717,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976924,RHOBADRAFT_52719,RHOBADRAFT_52719,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976925,RHOBADRAFT_52722,RHOBADRAFT_52722,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976926,RHOBADRAFT_52723,RHOBADRAFT_52723,-,-,Unknown,-,carbohydrate-binding module family 21 protein,protein-coding,-,-,-,carbohydrate-binding module family 21 protein,20200205,-
578459,28976927,RHOBADRAFT_52725,RHOBADRAFT_52725,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976928,RHOBADRAFT_52726,RHOBADRAFT_52726,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976929,RHOBADRAFT_52727,RHOBADRAFT_52727,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976930,RHOBADRAFT_52730,RHOBADRAFT_52730,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976931,RHOBADRAFT_52731,RHOBADRAFT_52731,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976932,RHOBADRAFT_52734,RHOBADRAFT_52734,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976933,RHOBADRAFT_52737,RHOBADRAFT_52737,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976934,RHOBADRAFT_52738,RHOBADRAFT_52738,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976935,RHOBADRAFT_52741,RHOBADRAFT_52741,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976936,RHOBADRAFT_52742,RHOBADRAFT_52742,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976937,RHOBADRAFT_52745,RHOBADRAFT_52745,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976938,RHOBADRAFT_52749,RHOBADRAFT_52749,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976939,RHOBADRAFT_52750,RHOBADRAFT_52750,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976940,RHOBADRAFT_52757,RHOBADRAFT_52757,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976941,RHOBADRAFT_52762,RHOBADRAFT_52762,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976942,RHOBADRAFT_52763,RHOBADRAFT_52763,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976943,RHOBADRAFT_52765,RHOBADRAFT_52765,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
