#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1392243,54414118,P152DRAFT_100491,P152DRAFT_100491,-,-,Unknown,-,eukaryotic translation initiation factor 4E,protein-coding,-,-,-,eukaryotic translation initiation factor 4E,20210313,-
1392243,54418205,P152DRAFT_439397,P152DRAFT_439397,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20210313,-
1392243,54418206,P152DRAFT_439406,P152DRAFT_439406,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20210313,-
1392243,54418207,P152DRAFT_439417,P152DRAFT_439417,-,-,Unknown,-,AMP deaminase,protein-coding,-,-,-,AMP deaminase,20210313,-
1392243,54418208,P152DRAFT_439448,P152DRAFT_439448,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418209,P152DRAFT_439468,P152DRAFT_439468,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418210,P152DRAFT_439482,P152DRAFT_439482,-,-,Unknown,-,PLP-dependent transferase,protein-coding,-,-,-,PLP-dependent transferase,20210313,-
1392243,54418211,P152DRAFT_439512,P152DRAFT_439512,-,-,Unknown,-,putative allantoate permease,protein-coding,-,-,-,putative allantoate permease,20210313,-
1392243,54418212,P152DRAFT_439521,P152DRAFT_439521,-,-,Unknown,-,4-coumarate-CoA ligase,protein-coding,-,-,-,4-coumarate-CoA ligase,20210313,-
1392243,54418213,P152DRAFT_439569,P152DRAFT_439569,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418214,P152DRAFT_439579,P152DRAFT_439579,-,-,Unknown,-,zinc-binding alcohol dehydrogenase-like protein,protein-coding,-,-,-,zinc-binding alcohol dehydrogenase-like protein,20210313,-
1392243,54418215,P152DRAFT_439582,P152DRAFT_439582,-,-,Unknown,-,glucose-repressible alcohol dehydrogenase transcriptional effector,protein-coding,-,-,-,glucose-repressible alcohol dehydrogenase transcriptional effector,20210313,-
1392243,54418216,P152DRAFT_439599,P152DRAFT_439599,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418217,P152DRAFT_439613,P152DRAFT_439613,-,-,Unknown,-,putative N-acetylglucosaminyltransferase subunit,protein-coding,-,-,-,putative N-acetylglucosaminyltransferase subunit,20210313,-
1392243,54418218,P152DRAFT_439624,P152DRAFT_439624,-,-,Unknown,-,Adenylosuccinate lyase,protein-coding,-,-,-,Adenylosuccinate lyase,20210313,-
1392243,54418219,P152DRAFT_439667,P152DRAFT_439667,-,-,Unknown,-,AAA-domain-containing protein,protein-coding,-,-,-,AAA-domain-containing protein,20210313,-
1392243,54418220,P152DRAFT_439674,P152DRAFT_439674,-,-,Unknown,-,ribosomal protein 60S,protein-coding,-,-,-,ribosomal protein 60S,20210313,-
1392243,54418221,P152DRAFT_439682,P152DRAFT_439682,-,-,Unknown,-,DUF962-domain-containing protein,protein-coding,-,-,-,DUF962-domain-containing protein,20210313,-
1392243,54418222,P152DRAFT_439714,P152DRAFT_439714,-,-,Unknown,-,cysteine synthase,protein-coding,-,-,-,cysteine synthase,20210313,-
1392243,54418223,P152DRAFT_439774,P152DRAFT_439774,-,-,Unknown,-,putative alpha-amylase,protein-coding,-,-,-,putative alpha-amylase,20210313,-
1392243,54418224,P152DRAFT_439805,P152DRAFT_439805,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20210313,-
1392243,54418225,P152DRAFT_439849,P152DRAFT_439849,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418226,P152DRAFT_439896,P152DRAFT_439896,-,-,Unknown,-,potassium transporter,protein-coding,-,-,-,potassium transporter,20210313,-
1392243,54418227,P152DRAFT_439962,P152DRAFT_439962,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20210313,-
1392243,54418228,P152DRAFT_440106,P152DRAFT_440106,-,-,Unknown,-,transcription elongation factor Spt5,protein-coding,-,-,-,transcription elongation factor Spt5,20210313,-
1392243,54418229,P152DRAFT_440168,P152DRAFT_440168,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418230,P152DRAFT_440263,P152DRAFT_440263,-,-,Unknown,-,GroES-like protein,protein-coding,-,-,-,GroES-like protein,20210313,-
1392243,54418231,P152DRAFT_440285,P152DRAFT_440285,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20210313,-
1392243,54418232,P152DRAFT_440295,P152DRAFT_440295,-,-,Unknown,-,beta carbonic anhydrase clade D,protein-coding,-,-,-,beta carbonic anhydrase clade D,20210313,-
1392243,54418233,P152DRAFT_440327,P152DRAFT_440327,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418234,P152DRAFT_440365,P152DRAFT_440365,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418235,P152DRAFT_440427,P152DRAFT_440427,-,-,Unknown,-,Arabinanase/levansucrase/invertase,protein-coding,-,-,-,Arabinanase/levansucrase/invertase,20210313,-
1392243,54418236,P152DRAFT_44048,P152DRAFT_44048,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418237,P152DRAFT_440526,P152DRAFT_440526,-,-,Unknown,-,Di-copper centre-containing protein,protein-coding,-,-,-,Di-copper centre-containing protein,20210313,-
1392243,54418238,P152DRAFT_440564,P152DRAFT_440564,-,-,Unknown,-,APH-domain-containing protein,protein-coding,-,-,-,APH-domain-containing protein,20210313,-
1392243,54418239,P152DRAFT_440610,P152DRAFT_440610,-,-,Unknown,-,3-oxo-5-alpha-steroid 4-dehydrogenase,protein-coding,-,-,-,3-oxo-5-alpha-steroid 4-dehydrogenase,20210313,-
1392243,54418240,P152DRAFT_440627,P152DRAFT_440627,-,-,Unknown,-,HET-domain-containing protein,protein-coding,-,-,-,HET-domain-containing protein,20210313,-
1392243,54418241,P152DRAFT_440645,P152DRAFT_440645,-,-,Unknown,-,pectin lyase-like protein,protein-coding,-,-,-,pectin lyase-like protein,20210313,-
1392243,54418242,P152DRAFT_440651,P152DRAFT_440651,-,-,Unknown,-,homoserine acetyltransferase family protein,protein-coding,-,-,-,homoserine acetyltransferase family protein,20210313,-
1392243,54418243,P152DRAFT_440657,P152DRAFT_440657,-,-,Unknown,-,amine oxidase,protein-coding,-,-,-,amine oxidase,20210313,-
1392243,54418244,P152DRAFT_440674,P152DRAFT_440674,-,-,Unknown,-,3-dehydroshikimate dehydratase,protein-coding,-,-,-,3-dehydroshikimate dehydratase,20210313,-
1392243,54418245,P152DRAFT_440750,P152DRAFT_440750,-,-,Unknown,-,putative chromosome segregation protein,protein-coding,-,-,-,putative chromosome segregation protein,20210313,-
1392243,54418246,P152DRAFT_440752,P152DRAFT_440752,-,-,Unknown,-,alpha/beta-hydrolase,protein-coding,-,-,-,alpha/beta-hydrolase,20210313,-
1392243,54418247,P152DRAFT_440771,P152DRAFT_440771,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418248,P152DRAFT_440784,P152DRAFT_440784,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418249,P152DRAFT_440803,P152DRAFT_440803,-,-,Unknown,-,phosphoenolpyruvate synthase,protein-coding,-,-,-,phosphoenolpyruvate synthase,20210313,-
1392243,54418250,P152DRAFT_440852,P152DRAFT_440852,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418251,P152DRAFT_44086,P152DRAFT_44086,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418252,P152DRAFT_440862,P152DRAFT_440862,-,-,Unknown,-,2-dehydropantoate 2-reductase,protein-coding,-,-,-,2-dehydropantoate 2-reductase,20210313,-
1392243,54418253,P152DRAFT_440935,P152DRAFT_440935,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418254,P152DRAFT_440975,P152DRAFT_440975,-,-,Unknown,-,UDP-Glycosyltransferase/glycogen phosphorylase,protein-coding,-,-,-,UDP-Glycosyltransferase/glycogen phosphorylase,20210313,-
1392243,54418255,P152DRAFT_440977,P152DRAFT_440977,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418256,P152DRAFT_440988,P152DRAFT_440988,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418257,P152DRAFT_441026,P152DRAFT_441026,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418258,P152DRAFT_441055,P152DRAFT_441055,-,-,Unknown,-,"cathecol 1,2-dioxygenase",protein-coding,-,-,-,"cathecol 1,2-dioxygenase",20210313,-
1392243,54418259,P152DRAFT_441061,P152DRAFT_441061,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20210313,-
1392243,54418260,P152DRAFT_441081,P152DRAFT_441081,-,-,Unknown,-,Isochorismatase hydrolase,protein-coding,-,-,-,Isochorismatase hydrolase,20210313,-
1392243,54418261,P152DRAFT_441091,P152DRAFT_441091,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20210313,-
1392243,54418262,P152DRAFT_441103,P152DRAFT_441103,-,-,Unknown,-,HET-domain-containing protein,protein-coding,-,-,-,HET-domain-containing protein,20210313,-
1392243,54418263,P152DRAFT_441118,P152DRAFT_441118,-,-,Unknown,-,alcohol oxidase,protein-coding,-,-,-,alcohol oxidase,20210313,-
1392243,54418264,P152DRAFT_441208,P152DRAFT_441208,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418265,P152DRAFT_441213,P152DRAFT_441213,-,-,Unknown,-,alpha/beta-hydrolase,protein-coding,-,-,-,alpha/beta-hydrolase,20210313,-
1392243,54418266,P152DRAFT_441256,P152DRAFT_441256,-,-,Unknown,-,ATP-dependent RNA helicase HAS1,protein-coding,-,-,-,ATP-dependent RNA helicase HAS1,20210313,-
1392243,54418267,P152DRAFT_441287,P152DRAFT_441287,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418268,P152DRAFT_441310,P152DRAFT_441310,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418269,P152DRAFT_441359,P152DRAFT_441359,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418270,P152DRAFT_441373,P152DRAFT_441373,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418271,P152DRAFT_441374,P152DRAFT_441374,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418272,P152DRAFT_441421,P152DRAFT_441421,-,-,Unknown,-,ARM repeat-containing protein,protein-coding,-,-,-,ARM repeat-containing protein,20210313,-
1392243,54418273,P152DRAFT_441467,P152DRAFT_441467,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418274,P152DRAFT_441485,P152DRAFT_441485,-,-,Unknown,-,anaphase-promoting complex subunit CDC23,protein-coding,-,-,-,anaphase-promoting complex subunit CDC23,20210313,-
1392243,54418275,P152DRAFT_441489,P152DRAFT_441489,-,-,Unknown,-,MCM-domain-containing protein,protein-coding,-,-,-,MCM-domain-containing protein,20210313,-
1392243,54418276,P152DRAFT_441498,P152DRAFT_441498,-,-,Unknown,-,HET-domain-containing protein,protein-coding,-,-,-,HET-domain-containing protein,20210313,-
1392243,54418277,P152DRAFT_441525,P152DRAFT_441525,-,-,Unknown,-,thiolase,protein-coding,-,-,-,thiolase,20210313,-
1392243,54418278,P152DRAFT_441561,P152DRAFT_441561,-,-,Unknown,-,putative casein kinase,protein-coding,-,-,-,putative casein kinase,20210313,-
1392243,54418279,P152DRAFT_441596,P152DRAFT_441596,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418280,P152DRAFT_441622,P152DRAFT_441622,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20210313,-
1392243,54418281,P152DRAFT_441667,P152DRAFT_441667,-,-,Unknown,-,cysteine proteinase,protein-coding,-,-,-,cysteine proteinase,20210313,-
1392243,54418282,P152DRAFT_441697,P152DRAFT_441697,-,-,Unknown,-,"Osmotin, thaumatin-like protein",protein-coding,-,-,-,"Osmotin, thaumatin-like protein",20210313,-
1392243,54418283,P152DRAFT_441705,P152DRAFT_441705,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418284,P152DRAFT_441706,P152DRAFT_441706,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20210313,-
1392243,54418285,P152DRAFT_441739,P152DRAFT_441739,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418286,P152DRAFT_441771,P152DRAFT_441771,-,-,Unknown,-,RTA1-domain-containing protein,protein-coding,-,-,-,RTA1-domain-containing protein,20210313,-
1392243,54418287,P152DRAFT_441782,P152DRAFT_441782,-,-,Unknown,-,N2227-domain-containing protein,protein-coding,-,-,-,N2227-domain-containing protein,20210313,-
1392243,54418288,P152DRAFT_441850,P152DRAFT_441850,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418289,P152DRAFT_441861,P152DRAFT_441861,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418290,P152DRAFT_441884,P152DRAFT_441884,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418291,P152DRAFT_441903,P152DRAFT_441903,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418292,P152DRAFT_441932,P152DRAFT_441932,-,-,Unknown,-,HET-domain-containing protein,protein-coding,-,-,-,HET-domain-containing protein,20210313,-
1392243,54418293,P152DRAFT_441954,P152DRAFT_441954,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418294,P152DRAFT_441967,P152DRAFT_441967,-,-,Unknown,-,ENTH-domain-containing protein,protein-coding,-,-,-,ENTH-domain-containing protein,20210313,-
1392243,54418295,P152DRAFT_441969,P152DRAFT_441969,-,-,Unknown,-,cystathionine beta-lyase,protein-coding,-,-,-,cystathionine beta-lyase,20210313,-
1392243,54418296,P152DRAFT_442009,P152DRAFT_442009,-,-,Unknown,-,Acylphosphatase,protein-coding,-,-,-,Acylphosphatase,20210313,-
1392243,54418297,P152DRAFT_442071,P152DRAFT_442071,-,-,Unknown,-,tubulin binding cofactor A,protein-coding,-,-,-,tubulin binding cofactor A,20210313,-
1392243,54418298,P152DRAFT_442089,P152DRAFT_442089,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418299,P152DRAFT_442110,P152DRAFT_442110,-,-,Unknown,-,aldehyde dehydrogenase,protein-coding,-,-,-,aldehyde dehydrogenase,20210313,-
1392243,54418300,P152DRAFT_442128,P152DRAFT_442128,-,-,Unknown,-,putative ammonium transporter,protein-coding,-,-,-,putative ammonium transporter,20210313,-
1392243,54418301,P152DRAFT_44213,P152DRAFT_44213,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418302,P152DRAFT_442153,P152DRAFT_442153,-,-,Unknown,-,PDT-domain-containing protein,protein-coding,-,-,-,PDT-domain-containing protein,20210313,-
1392243,54418303,P152DRAFT_442178,P152DRAFT_442178,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418304,P152DRAFT_442207,P152DRAFT_442207,-,-,Unknown,-,ATP-dependent DNA helicase,protein-coding,-,-,-,ATP-dependent DNA helicase,20210313,-
1392243,54418305,P152DRAFT_442213,P152DRAFT_442213,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418306,P152DRAFT_442228,P152DRAFT_442228,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418307,P152DRAFT_442243,P152DRAFT_442243,-,-,Unknown,-,cytochrome oxidase assembly protein,protein-coding,-,-,-,cytochrome oxidase assembly protein,20210313,-
1392243,54418308,P152DRAFT_442267,P152DRAFT_442267,-,-,Unknown,-,phosphoglycerate mutase-like protein,protein-coding,-,-,-,phosphoglycerate mutase-like protein,20210313,-
1392243,54418309,P152DRAFT_442306,P152DRAFT_442306,-,-,Unknown,-,general substrate transporter,protein-coding,-,-,-,general substrate transporter,20210313,-
1392243,54418310,P152DRAFT_442317,P152DRAFT_442317,-,-,Unknown,-,zf-CSL-domain-containing protein,protein-coding,-,-,-,zf-CSL-domain-containing protein,20210313,-
1392243,54418311,P152DRAFT_442324,P152DRAFT_442324,-,-,Unknown,-,Adaptor protein complex sigma subunit,protein-coding,-,-,-,Adaptor protein complex sigma subunit,20210313,-
1392243,54418312,P152DRAFT_442406,P152DRAFT_442406,-,-,Unknown,-,ALDH-like protein,protein-coding,-,-,-,ALDH-like protein,20210313,-
1392243,54418313,P152DRAFT_442451,P152DRAFT_442451,-,-,Unknown,-,DUF1709-domain-containing protein,protein-coding,-,-,-,DUF1709-domain-containing protein,20210313,-
1392243,54418314,P152DRAFT_442469,P152DRAFT_442469,-,-,Unknown,-,"DNA replication factor C, large subunit",protein-coding,-,-,-,"DNA replication factor C, large subunit",20210313,-
1392243,54418315,P152DRAFT_442476,P152DRAFT_442476,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418316,P152DRAFT_442529,P152DRAFT_442529,-,-,Unknown,-,Protoporphyrinogen oxidase,protein-coding,-,-,-,Protoporphyrinogen oxidase,20210313,-
1392243,54418317,P152DRAFT_442532,P152DRAFT_442532,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418318,P152DRAFT_442538,P152DRAFT_442538,-,-,Unknown,-,oligomeric complex COG6,protein-coding,-,-,-,oligomeric complex COG6,20210313,-
1392243,54418319,P152DRAFT_442553,P152DRAFT_442553,-,-,Unknown,-,Rft-1-domain-containing protein,protein-coding,-,-,-,Rft-1-domain-containing protein,20210313,-
1392243,54418320,P152DRAFT_442576,P152DRAFT_442576,-,-,Unknown,-,asparaginyl-tRNA synthetase,protein-coding,-,-,-,asparaginyl-tRNA synthetase,20210313,-
1392243,54418321,P152DRAFT_442626,P152DRAFT_442626,-,-,Unknown,-,phosphoglucomutase-2,protein-coding,-,-,-,phosphoglucomutase-2,20210313,-
1392243,54418322,P152DRAFT_442635,P152DRAFT_442635,-,-,Unknown,-,DNA-directed RNA polymerase,protein-coding,-,-,-,DNA-directed RNA polymerase,20210313,-
1392243,54418323,P152DRAFT_442664,P152DRAFT_442664,-,-,Unknown,-,conidiophore development protein hymA,protein-coding,-,-,-,conidiophore development protein hymA,20210313,-
1392243,54418324,P152DRAFT_442668,P152DRAFT_442668,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20210313,-
1392243,54418325,P152DRAFT_442723,P152DRAFT_442723,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20210313,-
1392243,54418326,P152DRAFT_442765,P152DRAFT_442765,-,-,Unknown,-,Piwi-domain-containing protein,protein-coding,-,-,-,Piwi-domain-containing protein,20210313,-
1392243,54418327,P152DRAFT_442793,P152DRAFT_442793,-,-,Unknown,-,"ALG6, ALG8 glycosyltransferase",protein-coding,-,-,-,"ALG6, ALG8 glycosyltransferase",20210313,-
1392243,54418328,P152DRAFT_442803,P152DRAFT_442803,-,-,Unknown,-,exocyst complex component Sec10,protein-coding,-,-,-,exocyst complex component Sec10,20210313,-
1392243,54418329,P152DRAFT_442826,P152DRAFT_442826,-,-,Unknown,-,phosphoketolase,protein-coding,-,-,-,phosphoketolase,20210313,-
1392243,54418330,P152DRAFT_44284,P152DRAFT_44284,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418331,P152DRAFT_442857,P152DRAFT_442857,-,-,Unknown,-,UBC-like protein,protein-coding,-,-,-,UBC-like protein,20210313,-
1392243,54418332,P152DRAFT_442875,P152DRAFT_442875,-,-,Unknown,-,putative endonuclease LCL3,protein-coding,-,-,-,putative endonuclease LCL3,20210313,-
1392243,54418333,P152DRAFT_442879,P152DRAFT_442879,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418334,P152DRAFT_442938,P152DRAFT_442938,-,-,Unknown,-,cation transport ATPase,protein-coding,-,-,-,cation transport ATPase,20210313,-
1392243,54418335,P152DRAFT_442944,P152DRAFT_442944,-,-,Unknown,-,Zinc/iron permease,protein-coding,-,-,-,Zinc/iron permease,20210313,-
1392243,54418336,P152DRAFT_442965,P152DRAFT_442965,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418337,P152DRAFT_443065,P152DRAFT_443065,-,-,Unknown,-,WD40 repeat-like protein,protein-coding,-,-,-,WD40 repeat-like protein,20210313,-
1392243,54418338,P152DRAFT_443078,P152DRAFT_443078,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418339,P152DRAFT_443087,P152DRAFT_443087,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20210313,-
1392243,54418340,P152DRAFT_443166,P152DRAFT_443166,-,-,Unknown,-,cysteine proteinase,protein-coding,-,-,-,cysteine proteinase,20210313,-
1392243,54418341,P152DRAFT_443190,P152DRAFT_443190,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418342,P152DRAFT_443203,P152DRAFT_443203,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418343,P152DRAFT_443229,P152DRAFT_443229,-,-,Unknown,-,cyclohexanone monooxygenase,protein-coding,-,-,-,cyclohexanone monooxygenase,20210313,-
1392243,54418344,P152DRAFT_443244,P152DRAFT_443244,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418345,P152DRAFT_443384,P152DRAFT_443384,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418346,P152DRAFT_443465,P152DRAFT_443465,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418347,P152DRAFT_443497,P152DRAFT_443497,-,-,Unknown,-,alpha/beta-hydrolase,protein-coding,-,-,-,alpha/beta-hydrolase,20210313,-
1392243,54418348,P152DRAFT_443501,P152DRAFT_443501,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418349,P152DRAFT_443606,P152DRAFT_443606,-,-,Unknown,-,Metallo-dependent phosphatase,protein-coding,-,-,-,Metallo-dependent phosphatase,20210313,-
1392243,54418350,P152DRAFT_443650,P152DRAFT_443650,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418351,P152DRAFT_443657,P152DRAFT_443657,-,-,Unknown,-,ras GEF,protein-coding,-,-,-,ras GEF,20210313,-
1392243,54418352,P152DRAFT_443697,P152DRAFT_443697,-,-,Unknown,-,cysteine proteinase,protein-coding,-,-,-,cysteine proteinase,20210313,-
1392243,54418353,P152DRAFT_443700,P152DRAFT_443700,-,-,Unknown,-,Mog1p/PsbP-like protein,protein-coding,-,-,-,Mog1p/PsbP-like protein,20210313,-
1392243,54418354,P152DRAFT_443708,P152DRAFT_443708,-,-,Unknown,-,FAD/NAD(P)-binding domain-containing protein,protein-coding,-,-,-,FAD/NAD(P)-binding domain-containing protein,20210313,-
1392243,54418355,P152DRAFT_443709,P152DRAFT_443709,-,-,Unknown,-,UDP-Glycosyltransferase/glycogen phosphorylase,protein-coding,-,-,-,UDP-Glycosyltransferase/glycogen phosphorylase,20210313,-
1392243,54418356,P152DRAFT_443727,P152DRAFT_443727,-,-,Unknown,-,RecF/RecN/SMC protein,protein-coding,-,-,-,RecF/RecN/SMC protein,20210313,-
1392243,54418357,P152DRAFT_443767,P152DRAFT_443767,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418358,P152DRAFT_443802,P152DRAFT_443802,-,-,Unknown,-,THUMP domain-containing protein,protein-coding,-,-,-,THUMP domain-containing protein,20210313,-
1392243,54418359,P152DRAFT_443806,P152DRAFT_443806,-,-,Unknown,-,putative mitochondrial carrier protein,protein-coding,-,-,-,putative mitochondrial carrier protein,20210313,-
1392243,54418360,P152DRAFT_443813,P152DRAFT_443813,-,-,Unknown,-,ribosomal protein S2,protein-coding,-,-,-,ribosomal protein S2,20210313,-
1392243,54418361,P152DRAFT_443828,P152DRAFT_443828,-,-,Unknown,-,"2,3-Dimethylmalate lyase",protein-coding,-,-,-,"2,3-Dimethylmalate lyase",20210313,-
1392243,54418362,P152DRAFT_443915,P152DRAFT_443915,-,-,Unknown,-,kinase-like protein,protein-coding,-,-,-,kinase-like protein,20210313,-
1392243,54418363,P152DRAFT_443980,P152DRAFT_443980,-,-,Unknown,-,dihydrodipicolinate synthase,protein-coding,-,-,-,dihydrodipicolinate synthase,20210313,-
1392243,54418364,P152DRAFT_444026,P152DRAFT_444026,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418365,P152DRAFT_444078,P152DRAFT_444078,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418366,P152DRAFT_444087,P152DRAFT_444087,-,-,Unknown,-,S-adenosyl-L-methionine-dependent methyltransferase,protein-coding,-,-,-,S-adenosyl-L-methionine-dependent methyltransferase,20210313,-
1392243,54418367,P152DRAFT_444118,P152DRAFT_444118,-,-,Unknown,-,putative dipeptidyl peptidase 4,protein-coding,-,-,-,putative dipeptidyl peptidase 4,20210313,-
1392243,54418368,P152DRAFT_444168,P152DRAFT_444168,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20210313,-
1392243,54418369,P152DRAFT_444189,P152DRAFT_444189,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418370,P152DRAFT_444197,P152DRAFT_444197,-,-,Unknown,-,beta-lactamase/transpeptidase-like protein,protein-coding,-,-,-,beta-lactamase/transpeptidase-like protein,20210313,-
1392243,54418371,P152DRAFT_444226,P152DRAFT_444226,-,-,Unknown,-,Zip-domain-containing protein,protein-coding,-,-,-,Zip-domain-containing protein,20210313,-
