#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
301207,54440093,BU25DRAFT_100067,BU25DRAFT_100067,-,-,Unknown,-,Xanthine/uracil permease,protein-coding,-,-,-,Xanthine/uracil permease,20210320,-
301207,54447236,BU25DRAFT_412769,BU25DRAFT_412769,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
301207,54447237,BU25DRAFT_412779,BU25DRAFT_412779,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210320,-
301207,54447238,BU25DRAFT_412789,BU25DRAFT_412789,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
301207,54447239,BU25DRAFT_412792,BU25DRAFT_412792,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
301207,54447240,BU25DRAFT_412794,BU25DRAFT_412794,-,-,Unknown,-,Tctex-1,protein-coding,-,-,-,Tctex-1,20210320,-
301207,54447241,BU25DRAFT_412803,BU25DRAFT_412803,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210320,-
301207,54447242,BU25DRAFT_412811,BU25DRAFT_412811,-,-,Unknown,-,aldolase,protein-coding,-,-,-,aldolase,20210320,-
301207,54447243,BU25DRAFT_412814,BU25DRAFT_412814,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
301207,54447244,BU25DRAFT_412823,BU25DRAFT_412823,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210320,-
301207,54447245,BU25DRAFT_412825,BU25DRAFT_412825,-,-,Unknown,-,thiolase-like protein,protein-coding,-,-,-,thiolase-like protein,20210320,-
301207,54447246,BU25DRAFT_412831,BU25DRAFT_412831,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210320,-
301207,54447247,BU25DRAFT_412837,BU25DRAFT_412837,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
301207,54447248,BU25DRAFT_412841,BU25DRAFT_412841,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210320,-
301207,54447249,BU25DRAFT_412844,BU25DRAFT_412844,-,-,Unknown,-,3-oxo-5-alpha-steroid 4-dehydrogenase-like protein,protein-coding,-,-,-,3-oxo-5-alpha-steroid 4-dehydrogenase-like protein,20210320,-
301207,54447250,BU25DRAFT_412846,BU25DRAFT_412846,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210320,-
301207,54447251,BU25DRAFT_412848,BU25DRAFT_412848,-,-,Unknown,-,HET-domain-containing protein,protein-coding,-,-,-,HET-domain-containing protein,20210320,-
301207,54447252,BU25DRAFT_412850,BU25DRAFT_412850,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447253,BU25DRAFT_412851,BU25DRAFT_412851,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447254,BU25DRAFT_412853,BU25DRAFT_412853,-,-,Unknown,-,alpha/beta-hydrolase,protein-coding,-,-,-,alpha/beta-hydrolase,20210320,-
301207,54447255,BU25DRAFT_412866,BU25DRAFT_412866,-,-,Unknown,-,cora-domain-containing protein,protein-coding,-,-,-,cora-domain-containing protein,20210320,-
301207,54447256,BU25DRAFT_412868,BU25DRAFT_412868,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447257,BU25DRAFT_412870,BU25DRAFT_412870,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54447258,BU25DRAFT_412873,BU25DRAFT_412873,-,-,Unknown,-,DWNN-domain-containing protein,protein-coding,-,-,-,DWNN-domain-containing protein,20210320,-
301207,54447259,BU25DRAFT_412877,BU25DRAFT_412877,-,-,Unknown,-,ubiquinone biosynthesis protein COQ9,protein-coding,-,-,-,ubiquinone biosynthesis protein COQ9,20210320,-
301207,54447260,BU25DRAFT_412880,BU25DRAFT_412880,-,-,Unknown,-,arginase,protein-coding,-,-,-,arginase,20210320,-
301207,54447261,BU25DRAFT_412882,BU25DRAFT_412882,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447262,BU25DRAFT_412888,BU25DRAFT_412888,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447263,BU25DRAFT_412891,BU25DRAFT_412891,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447264,BU25DRAFT_412894,BU25DRAFT_412894,-,-,Unknown,-,AP-2 complex subunit sigma,protein-coding,-,-,-,AP-2 complex subunit sigma,20210313,-
301207,54447265,BU25DRAFT_412895,BU25DRAFT_412895,-,-,Unknown,-,Sec23/Sec24 family protein-like protein,protein-coding,-,-,-,Sec23/Sec24 family protein-like protein,20210320,-
301207,54447266,BU25DRAFT_412901,BU25DRAFT_412901,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447267,BU25DRAFT_412907,BU25DRAFT_412907,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447268,BU25DRAFT_412908,BU25DRAFT_412908,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447269,BU25DRAFT_412909,BU25DRAFT_412909,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447270,BU25DRAFT_412914,BU25DRAFT_412914,-,-,Unknown,-,RNA-binding domain-containing protein,protein-coding,-,-,-,RNA-binding domain-containing protein,20210320,-
301207,54447271,BU25DRAFT_412917,BU25DRAFT_412917,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54447272,BU25DRAFT_412929,BU25DRAFT_412929,-,-,Unknown,-,Phosphoenolpyruvate/pyruvate domain-containing protein,protein-coding,-,-,-,Phosphoenolpyruvate/pyruvate domain-containing protein,20210320,-
301207,54447273,BU25DRAFT_412935,BU25DRAFT_412935,-,-,Unknown,-,thioredoxin-like protein,protein-coding,-,-,-,thioredoxin-like protein,20210320,-
301207,54447274,BU25DRAFT_412936,BU25DRAFT_412936,-,-,Unknown,-,lysyl-tRNA synthetase,protein-coding,-,-,-,lysyl-tRNA synthetase,20210320,-
301207,54447275,BU25DRAFT_412941,BU25DRAFT_412941,-,-,Unknown,-,ras GEF,protein-coding,-,-,-,ras GEF,20210320,-
301207,54447276,BU25DRAFT_412942,BU25DRAFT_412942,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447277,BU25DRAFT_412944,BU25DRAFT_412944,-,-,Unknown,-,cytochrome P450 monooxygenase-like protein,protein-coding,-,-,-,cytochrome P450 monooxygenase-like protein,20210320,-
301207,54447278,BU25DRAFT_412951,BU25DRAFT_412951,-,-,Unknown,-,oligosaccharyltransferase alpha subunit,protein-coding,-,-,-,oligosaccharyltransferase alpha subunit,20210320,-
301207,54447279,BU25DRAFT_412959,BU25DRAFT_412959,-,-,Unknown,-,ADP-ribosylation factor,protein-coding,-,-,-,ADP-ribosylation factor,20210320,-
301207,54447280,BU25DRAFT_412964,BU25DRAFT_412964,-,-,Unknown,-,terpenoid synthase,protein-coding,-,-,-,terpenoid synthase,20210320,-
301207,54447281,BU25DRAFT_412968,BU25DRAFT_412968,-,-,Unknown,-,arginine N-methyltransferase 2,protein-coding,-,-,-,arginine N-methyltransferase 2,20210320,-
301207,54447282,BU25DRAFT_412969,BU25DRAFT_412969,-,-,Unknown,-,thioredoxin-like protein,protein-coding,-,-,-,thioredoxin-like protein,20210320,-
301207,54447283,BU25DRAFT_412980,BU25DRAFT_412980,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447284,BU25DRAFT_412981,BU25DRAFT_412981,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54447285,BU25DRAFT_412994,BU25DRAFT_412994,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54447286,BU25DRAFT_413004,BU25DRAFT_413004,-,-,Unknown,-,DUF1750-domain-containing protein,protein-coding,-,-,-,DUF1750-domain-containing protein,20210320,-
301207,54447287,BU25DRAFT_413006,BU25DRAFT_413006,-,-,Unknown,-,kelch repeat protein-like protein,protein-coding,-,-,-,kelch repeat protein-like protein,20210320,-
301207,54447288,BU25DRAFT_413008,BU25DRAFT_413008,-,-,Unknown,-,ribosomal protein S18,protein-coding,-,-,-,ribosomal protein S18,20210320,-
301207,54447289,BU25DRAFT_413010,BU25DRAFT_413010,-,-,Unknown,-,glycosyltransferase family 33 protein,protein-coding,-,-,-,glycosyltransferase family 33 protein,20210320,-
301207,54447290,BU25DRAFT_413013,BU25DRAFT_413013,-,-,Unknown,-,SPX-domain-containing protein,protein-coding,-,-,-,SPX-domain-containing protein,20210320,-
301207,54447291,BU25DRAFT_413015,BU25DRAFT_413015,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447292,BU25DRAFT_413018,BU25DRAFT_413018,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447293,BU25DRAFT_413019,BU25DRAFT_413019,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447294,BU25DRAFT_413026,BU25DRAFT_413026,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447295,BU25DRAFT_413028,BU25DRAFT_413028,-,-,Unknown,-,phosphoglycerate mutase-like protein,protein-coding,-,-,-,phosphoglycerate mutase-like protein,20210320,-
301207,54447296,BU25DRAFT_413029,BU25DRAFT_413029,-,-,Unknown,-,cation diffusion facilitator 1,protein-coding,-,-,-,cation diffusion facilitator 1,20210320,-
301207,54447297,BU25DRAFT_413032,BU25DRAFT_413032,-,-,Unknown,-,protein serine/threonine phosphatase 2C,protein-coding,-,-,-,protein serine/threonine phosphatase 2C,20210320,-
301207,54447298,BU25DRAFT_413042,BU25DRAFT_413042,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20210320,-
301207,54447299,BU25DRAFT_413044,BU25DRAFT_413044,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54447300,BU25DRAFT_413050,BU25DRAFT_413050,-,-,Unknown,-,actin-like ATPase domain-containing protein,protein-coding,-,-,-,actin-like ATPase domain-containing protein,20210320,-
301207,54447301,BU25DRAFT_413055,BU25DRAFT_413055,-,-,Unknown,-,putative phosphoglycerate mutase,protein-coding,-,-,-,putative phosphoglycerate mutase,20210320,-
301207,54447302,BU25DRAFT_413059,BU25DRAFT_413059,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447303,BU25DRAFT_413062,BU25DRAFT_413062,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54447304,BU25DRAFT_413066,BU25DRAFT_413066,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447305,BU25DRAFT_413068,BU25DRAFT_413068,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54447306,BU25DRAFT_413079,BU25DRAFT_413079,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54447307,BU25DRAFT_413080,BU25DRAFT_413080,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447308,BU25DRAFT_413090,BU25DRAFT_413090,-,-,Unknown,-,phosphatidylserine decarboxylase,protein-coding,-,-,-,phosphatidylserine decarboxylase,20210320,-
301207,54447309,BU25DRAFT_413091,BU25DRAFT_413091,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54447310,BU25DRAFT_413095,BU25DRAFT_413095,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54447311,BU25DRAFT_413103,BU25DRAFT_413103,-,-,Unknown,-,40S ribosomal protein S5A,protein-coding,-,-,-,40S ribosomal protein S5A,20210320,-
301207,54447312,BU25DRAFT_413104,BU25DRAFT_413104,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447313,BU25DRAFT_413107,BU25DRAFT_413107,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54447314,BU25DRAFT_413109,BU25DRAFT_413109,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54447315,BU25DRAFT_413110,BU25DRAFT_413110,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447316,BU25DRAFT_413113,BU25DRAFT_413113,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54447317,BU25DRAFT_413114,BU25DRAFT_413114,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447318,BU25DRAFT_413117,BU25DRAFT_413117,-,-,Unknown,-,heat shock protein 70-like protein-like protein,protein-coding,-,-,-,heat shock protein 70-like protein-like protein,20210320,-
301207,54447319,BU25DRAFT_413118,BU25DRAFT_413118,-,-,Unknown,-,Tricarboxylate/iron carrier,protein-coding,-,-,-,Tricarboxylate/iron carrier,20210320,-
301207,54447320,BU25DRAFT_413121,BU25DRAFT_413121,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447321,BU25DRAFT_413124,BU25DRAFT_413124,-,-,Unknown,-,amidase signature enzyme,protein-coding,-,-,-,amidase signature enzyme,20210320,-
301207,54447322,BU25DRAFT_413141,BU25DRAFT_413141,-,-,Unknown,-,short chain dehydrogenase,protein-coding,-,-,-,short chain dehydrogenase,20210320,-
301207,54447323,BU25DRAFT_413144,BU25DRAFT_413144,-,-,Unknown,-,glycoside hydrolase family 128 protein,protein-coding,-,-,-,glycoside hydrolase family 128 protein,20210320,-
301207,54447324,BU25DRAFT_413151,BU25DRAFT_413151,-,-,Unknown,-,DUF1770-domain-containing protein,protein-coding,-,-,-,DUF1770-domain-containing protein,20210320,-
301207,54447325,BU25DRAFT_413153,BU25DRAFT_413153,-,-,Unknown,-,EF-hand,protein-coding,-,-,-,EF-hand,20210403,-
301207,54447326,BU25DRAFT_413155,BU25DRAFT_413155,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447327,BU25DRAFT_413169,BU25DRAFT_413169,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447328,BU25DRAFT_413172,BU25DRAFT_413172,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447329,BU25DRAFT_413174,BU25DRAFT_413174,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447330,BU25DRAFT_413175,BU25DRAFT_413175,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447331,BU25DRAFT_413179,BU25DRAFT_413179,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54447332,BU25DRAFT_413186,BU25DRAFT_413186,-,-,Unknown,-,arad-like aldolase/epimerase,protein-coding,-,-,-,arad-like aldolase/epimerase,20210320,-
301207,54447333,BU25DRAFT_413191,BU25DRAFT_413191,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54447334,BU25DRAFT_413193,BU25DRAFT_413193,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447335,BU25DRAFT_413194,BU25DRAFT_413194,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447336,BU25DRAFT_413195,BU25DRAFT_413195,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447337,BU25DRAFT_413197,BU25DRAFT_413197,-,-,Unknown,-,Isochorismatase hydrolase,protein-coding,-,-,-,Isochorismatase hydrolase,20210320,-
301207,54447338,BU25DRAFT_413198,BU25DRAFT_413198,-,-,Unknown,-,acetate kinase,protein-coding,-,-,-,acetate kinase,20210320,-
301207,54447339,BU25DRAFT_413201,BU25DRAFT_413201,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447340,BU25DRAFT_413203,BU25DRAFT_413203,-,-,Unknown,-,3-oxoacyl-synthase-like protein,protein-coding,-,-,-,3-oxoacyl-synthase-like protein,20210320,-
301207,54447341,BU25DRAFT_413205,BU25DRAFT_413205,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54447342,BU25DRAFT_413209,BU25DRAFT_413209,-,-,Unknown,-,pyrroline-5-carboxylate reductase,protein-coding,-,-,-,pyrroline-5-carboxylate reductase,20210320,-
301207,54447343,BU25DRAFT_413211,BU25DRAFT_413211,-,-,Unknown,-,"54S ribosomal protein L12, mitochondrial precursor",protein-coding,-,-,-,"54S ribosomal protein L12, mitochondrial precursor",20210320,-
301207,54447344,BU25DRAFT_413221,BU25DRAFT_413221,-,-,Unknown,-,glycosyltransferase family 2 protein,protein-coding,-,-,-,glycosyltransferase family 2 protein,20210320,-
301207,54447345,BU25DRAFT_413222,BU25DRAFT_413222,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54447346,BU25DRAFT_413226,BU25DRAFT_413226,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447347,BU25DRAFT_413229,BU25DRAFT_413229,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447348,BU25DRAFT_413233,BU25DRAFT_413233,-,-,Unknown,-,60S ribosome subunit biogenesis protein NIP7,protein-coding,-,-,-,60S ribosome subunit biogenesis protein NIP7,20210320,-
301207,54447349,BU25DRAFT_413236,BU25DRAFT_413236,-,-,Unknown,-,actin depolymerizing protein,protein-coding,-,-,-,actin depolymerizing protein,20210320,-
301207,54447350,BU25DRAFT_413237,BU25DRAFT_413237,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54447351,BU25DRAFT_413242,BU25DRAFT_413242,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54447352,BU25DRAFT_413245,BU25DRAFT_413245,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54447353,BU25DRAFT_413246,BU25DRAFT_413246,-,-,Unknown,-,TMP-TENI-domain-containing protein,protein-coding,-,-,-,TMP-TENI-domain-containing protein,20210320,-
301207,54447354,BU25DRAFT_413248,BU25DRAFT_413248,-,-,Unknown,-,DUF914-domain-containing protein,protein-coding,-,-,-,DUF914-domain-containing protein,20210320,-
301207,54447355,BU25DRAFT_413256,BU25DRAFT_413256,-,-,Unknown,-,mitochondrial GTPase-like protein,protein-coding,-,-,-,mitochondrial GTPase-like protein,20210320,-
301207,54447356,BU25DRAFT_413258,BU25DRAFT_413258,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54447357,BU25DRAFT_413275,BU25DRAFT_413275,-,-,Unknown,-,flavin-binding monooxygenase-like protein,protein-coding,-,-,-,flavin-binding monooxygenase-like protein,20210320,-
301207,54447358,BU25DRAFT_413277,BU25DRAFT_413277,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54447359,BU25DRAFT_413280,BU25DRAFT_413280,-,-,Unknown,-,autophagy-related protein-like protein 3,protein-coding,-,-,-,autophagy-related protein-like protein 3,20210320,-
301207,54447360,BU25DRAFT_413284,BU25DRAFT_413284,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447361,BU25DRAFT_413285,BU25DRAFT_413285,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54447362,BU25DRAFT_413286,BU25DRAFT_413286,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447363,BU25DRAFT_413293,BU25DRAFT_413293,-,-,Unknown,-,ribosomal protein L14,protein-coding,-,-,-,ribosomal protein L14,20210123,-
301207,54447364,BU25DRAFT_413294,BU25DRAFT_413294,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54447365,BU25DRAFT_413295,BU25DRAFT_413295,-,-,Unknown,-,peptidyl-prolyl cis-trans isomerase ssp1,protein-coding,-,-,-,peptidyl-prolyl cis-trans isomerase ssp1,20210320,-
301207,54447366,BU25DRAFT_413297,BU25DRAFT_413297,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447367,BU25DRAFT_413298,BU25DRAFT_413298,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447368,BU25DRAFT_413305,BU25DRAFT_413305,-,-,Unknown,-,ferric-chelate reductase-like protein,protein-coding,-,-,-,ferric-chelate reductase-like protein,20210320,-
301207,54447369,BU25DRAFT_413318,BU25DRAFT_413318,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54447370,BU25DRAFT_413329,BU25DRAFT_413329,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54447371,BU25DRAFT_413334,BU25DRAFT_413334,-,-,Unknown,-,SCA7-domain-containing protein,protein-coding,-,-,-,SCA7-domain-containing protein,20210320,-
301207,54447372,BU25DRAFT_413343,BU25DRAFT_413343,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447373,BU25DRAFT_413346,BU25DRAFT_413346,-,-,Unknown,-,"electron transfer flavo protein, beta subunit",protein-coding,-,-,-,"electron transfer flavo protein, beta subunit",20210320,-
301207,54447374,BU25DRAFT_413348,BU25DRAFT_413348,-,-,Unknown,-,FAD/NAD(P)-binding domain-containing protein,protein-coding,-,-,-,FAD/NAD(P)-binding domain-containing protein,20210320,-
301207,54447375,BU25DRAFT_413351,BU25DRAFT_413351,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54447376,BU25DRAFT_413357,BU25DRAFT_413357,-,-,Unknown,-,T-complex protein 1,protein-coding,-,-,-,T-complex protein 1,20210320,-
301207,54447377,BU25DRAFT_413359,BU25DRAFT_413359,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447378,BU25DRAFT_413361,BU25DRAFT_413361,-,-,Unknown,-,glycoside hydrolase family 31 protein,protein-coding,-,-,-,glycoside hydrolase family 31 protein,20210320,-
301207,54447379,BU25DRAFT_413363,BU25DRAFT_413363,-,-,Unknown,-,FAD-binding domain-containing protein,protein-coding,-,-,-,FAD-binding domain-containing protein,20210320,-
301207,54447380,BU25DRAFT_413364,BU25DRAFT_413364,-,-,Unknown,-,FAD/NAD(P)-binding domain-containing protein,protein-coding,-,-,-,FAD/NAD(P)-binding domain-containing protein,20210320,-
301207,54447381,BU25DRAFT_413371,BU25DRAFT_413371,-,-,Unknown,-,GroES-like protein,protein-coding,-,-,-,GroES-like protein,20210320,-
301207,54447382,BU25DRAFT_413374,BU25DRAFT_413374,-,-,Unknown,-,DUF572-domain-containing protein,protein-coding,-,-,-,DUF572-domain-containing protein,20210320,-
301207,54447383,BU25DRAFT_413377,BU25DRAFT_413377,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447384,BU25DRAFT_413379,BU25DRAFT_413379,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54447385,BU25DRAFT_413381,BU25DRAFT_413381,-,-,Unknown,-,cytochrome c oxidase assembly protein-like protein cox15,protein-coding,-,-,-,cytochrome c oxidase assembly protein-like protein cox15,20210320,-
301207,54447386,BU25DRAFT_413383,BU25DRAFT_413383,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54447387,BU25DRAFT_413384,BU25DRAFT_413384,-,-,Unknown,-,putative MFS sugar transporter,protein-coding,-,-,-,putative MFS sugar transporter,20210320,-
301207,54447388,BU25DRAFT_413389,BU25DRAFT_413389,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54447389,BU25DRAFT_413391,BU25DRAFT_413391,-,-,Unknown,-,lactoylglutathione lyase-like protein,protein-coding,-,-,-,lactoylglutathione lyase-like protein,20210320,-
301207,54447390,BU25DRAFT_413393,BU25DRAFT_413393,-,-,Unknown,-,"3-chlorobenzoate-3,4-dioxygenase reductase subunit",protein-coding,-,-,-,"3-chlorobenzoate-3,4-dioxygenase reductase subunit",20210320,-
301207,54447391,BU25DRAFT_413399,BU25DRAFT_413399,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447392,BU25DRAFT_413402,BU25DRAFT_413402,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54447393,BU25DRAFT_413411,BU25DRAFT_413411,-,-,Unknown,-,FMN-linked oxidoreductase,protein-coding,-,-,-,FMN-linked oxidoreductase,20210320,-
301207,54447394,BU25DRAFT_413428,BU25DRAFT_413428,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54447395,BU25DRAFT_413438,BU25DRAFT_413438,-,-,Unknown,-,thiolase-like protein,protein-coding,-,-,-,thiolase-like protein,20210320,-
301207,54447396,BU25DRAFT_413442,BU25DRAFT_413442,-,-,Unknown,-,SET domain-containing protein,protein-coding,-,-,-,SET domain-containing protein,20210320,-
301207,54447397,BU25DRAFT_413447,BU25DRAFT_413447,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54447398,BU25DRAFT_413448,BU25DRAFT_413448,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447399,BU25DRAFT_413449,BU25DRAFT_413449,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54447400,BU25DRAFT_413461,BU25DRAFT_413461,-,-,Unknown,-,DUF21-domain-containing protein,protein-coding,-,-,-,DUF21-domain-containing protein,20210320,-
301207,54447401,BU25DRAFT_413462,BU25DRAFT_413462,-,-,Unknown,-,thiamine diphosphate-binding protein,protein-coding,-,-,-,thiamine diphosphate-binding protein,20210320,-
301207,54447402,BU25DRAFT_413463,BU25DRAFT_413463,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20210320,-
301207,54447403,BU25DRAFT_413465,BU25DRAFT_413465,-,-,Unknown,-,fructose-bisphosphate aldolase,protein-coding,-,-,-,fructose-bisphosphate aldolase,20210320,-
